**** File name: ./output/750MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	364363/576564 	 [%] = 63.195586
**** File name: ./output/750MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565688/576564 	 [%] = 98.113653
**** File name: ./output/750MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	565320/576564 	 [%] = 98.049826
Xor file present: 	565696/576564 	 [%] = 98.115040
**** File name: ./output/750MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565696/576564 	 [%] = 98.115040
**** File name: ./output/750MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	565574/576564 	 [%] = 98.093880
Xor file present: 	565920/576564 	 [%] = 98.153891
**** File name: ./output/750MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565920/576564 	 [%] = 98.153891
**** File name: ./output/750MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	565676/576564 	 [%] = 98.111571
Xor file present: 	565717/576564 	 [%] = 98.118682
**** File name: ./output/750MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565717/576564 	 [%] = 98.118682
**** File name: ./output/750MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	565635/576564 	 [%] = 98.104460
Xor file present: 	565671/576564 	 [%] = 98.110704
**** File name: ./output/750MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565671/576564 	 [%] = 98.110704
**** File name: ./output/750MB-spr4-no6.bin_clear_data.in ****
Clear file present: 	564295/576564 	 [%] = 97.872049
Xor file present: 	565665/576564 	 [%] = 98.109663
**** File name: ./output/750MB-spr4-no6.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	565665/576564 	 [%] = 98.109663
**** File name: ./output/750MB-spr5-no1.bin_clear_data.in ****
Clear file present: 	572341/576564 	 [%] = 99.267557
Xor file present: 	572602/576564 	 [%] = 99.312826
**** File name: ./output/750MB-spr5-no1.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572602/576564 	 [%] = 99.312826
**** File name: ./output/750MB-spr5-no2.bin_clear_data.in ****
Clear file present: 	572681/576564 	 [%] = 99.326527
Xor file present: 	572637/576564 	 [%] = 99.318896
**** File name: ./output/750MB-spr5-no2.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572637/576564 	 [%] = 99.318896
**** File name: ./output/750MB-spr5-no3.bin_clear_data.in ****
Clear file present: 	572138/576564 	 [%] = 99.232349
Xor file present: 	572424/576564 	 [%] = 99.281953
**** File name: ./output/750MB-spr5-no3.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572424/576564 	 [%] = 99.281953
**** File name: ./output/750MB-spr5-no4.bin_clear_data.in ****
Clear file present: 	572560/576564 	 [%] = 99.305541
Xor file present: 	572554/576564 	 [%] = 99.304500
**** File name: ./output/750MB-spr5-no4.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572554/576564 	 [%] = 99.304500
**** File name: ./output/750MB-spr5-no5.bin_clear_data.in ****
Clear file present: 	572407/576564 	 [%] = 99.279005
Xor file present: 	572594/576564 	 [%] = 99.311438
**** File name: ./output/750MB-spr5-no5.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572594/576564 	 [%] = 99.311438
**** File name: ./output/750MB-spr5-no6.bin_clear_data.in ****
Clear file present: 	572457/576564 	 [%] = 99.287677
Xor file present: 	572528/576564 	 [%] = 99.299991
**** File name: ./output/750MB-spr5-no6.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	572528/576564 	 [%] = 99.299991
**** File name: ./output/750MB-spr6-no1.bin_clear_data.in ****
Clear file present: 	575013/576564 	 [%] = 99.730993
Xor file present: 	575084/576564 	 [%] = 99.743307
**** File name: ./output/750MB-spr6-no1.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575084/576564 	 [%] = 99.743307
**** File name: ./output/750MB-spr6-no2.bin_clear_data.in ****
Clear file present: 	575099/576564 	 [%] = 99.745909
Xor file present: 	574945/576564 	 [%] = 99.719199
**** File name: ./output/750MB-spr6-no2.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	574945/576564 	 [%] = 99.719199
**** File name: ./output/750MB-spr6-no3.bin_clear_data.in ****
Clear file present: 	574902/576564 	 [%] = 99.711741
Xor file present: 	575065/576564 	 [%] = 99.740012
**** File name: ./output/750MB-spr6-no3.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575065/576564 	 [%] = 99.740012
**** File name: ./output/750MB-spr6-no4.bin_clear_data.in ****
Clear file present: 	575027/576564 	 [%] = 99.733421
Xor file present: 	575140/576564 	 [%] = 99.753020
**** File name: ./output/750MB-spr6-no4.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575140/576564 	 [%] = 99.753020
**** File name: ./output/750MB-spr6-no5.bin_clear_data.in ****
Clear file present: 	575009/576564 	 [%] = 99.730299
Xor file present: 	575019/576564 	 [%] = 99.732033
**** File name: ./output/750MB-spr6-no5.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575019/576564 	 [%] = 99.732033
**** File name: ./output/750MB-spr6-no6.bin_clear_data.in ****
Clear file present: 	574925/576564 	 [%] = 99.715730
Xor file present: 	575142/576564 	 [%] = 99.753366
**** File name: ./output/750MB-spr6-no6.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575142/576564 	 [%] = 99.753366
