**** File name: ./output/1MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	696/769 	 [%] = 90.507152
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	498/769 	 [%] = 64.759428
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	721/769 	 [%] = 93.758127
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	480/769 	 [%] = 62.418726
Xor file present: 	491/769 	 [%] = 63.849155
**** File name: ./output/1MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	710/769 	 [%] = 92.327698
Xor file present: 	491/769 	 [%] = 63.849155
**** File name: ./output/1MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	487/769 	 [%] = 63.328999
Xor file present: 	506/769 	 [%] = 65.799740
**** File name: ./output/1MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	692/769 	 [%] = 89.986996
Xor file present: 	506/769 	 [%] = 65.799740
**** File name: ./output/1MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	493/769 	 [%] = 64.109233
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	685/769 	 [%] = 89.076723
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	497/769 	 [%] = 64.629389
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	706/769 	 [%] = 91.807542
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	498/769 	 [%] = 64.759428
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	701/769 	 [%] = 91.157347
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	491/769 	 [%] = 63.849155
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	698/769 	 [%] = 90.767230
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	489/769 	 [%] = 63.589077
Xor file present: 	472/769 	 [%] = 61.378414
**** File name: ./output/1MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	696/769 	 [%] = 90.507152
Xor file present: 	472/769 	 [%] = 61.378414
**** File name: ./output/1MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	486/769 	 [%] = 63.198960
Xor file present: 	491/769 	 [%] = 63.849155
**** File name: ./output/1MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	692/769 	 [%] = 89.986996
Xor file present: 	491/769 	 [%] = 63.849155
**** File name: ./output/1MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	495/769 	 [%] = 64.369311
Xor file present: 	495/769 	 [%] = 64.369311
**** File name: ./output/1MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	726/769 	 [%] = 94.408322
Xor file present: 	495/769 	 [%] = 64.369311
**** File name: ./output/1MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	487/769 	 [%] = 63.328999
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	716/769 	 [%] = 93.107932
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	484/769 	 [%] = 62.938882
Xor file present: 	478/769 	 [%] = 62.158648
**** File name: ./output/1MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	696/769 	 [%] = 90.507152
Xor file present: 	478/769 	 [%] = 62.158648
**** File name: ./output/1MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	486/769 	 [%] = 63.198960
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	698/769 	 [%] = 90.767230
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	489/769 	 [%] = 63.589077
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	693/769 	 [%] = 90.117035
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	482/769 	 [%] = 62.678804
Xor file present: 	487/769 	 [%] = 63.328999
**** File name: ./output/1MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	700/769 	 [%] = 91.027308
Xor file present: 	487/769 	 [%] = 63.328999
**** File name: ./output/1MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	493/769 	 [%] = 64.109233
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	693/769 	 [%] = 90.117035
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	472/769 	 [%] = 61.378414
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	690/769 	 [%] = 89.726918
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	493/769 	 [%] = 64.109233
Xor file present: 	487/769 	 [%] = 63.328999
**** File name: ./output/1MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	710/769 	 [%] = 92.327698
Xor file present: 	487/769 	 [%] = 63.328999
**** File name: ./output/1MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	479/769 	 [%] = 62.288687
Xor file present: 	482/769 	 [%] = 62.678804
**** File name: ./output/1MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	678/769 	 [%] = 88.166450
Xor file present: 	482/769 	 [%] = 62.678804
**** File name: ./output/1MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	499/769 	 [%] = 64.889467
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	702/769 	 [%] = 91.287386
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	484/769 	 [%] = 62.938882
Xor file present: 	504/769 	 [%] = 65.539662
**** File name: ./output/1MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	689/769 	 [%] = 89.596879
Xor file present: 	504/769 	 [%] = 65.539662
**** File name: ./output/1MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	502/769 	 [%] = 65.279584
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	715/769 	 [%] = 92.977893
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	486/769 	 [%] = 63.198960
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	691/769 	 [%] = 89.856957
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	481/769 	 [%] = 62.548765
Xor file present: 	478/769 	 [%] = 62.158648
**** File name: ./output/1MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	692/769 	 [%] = 89.986996
Xor file present: 	478/769 	 [%] = 62.158648
**** File name: ./output/1MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	479/769 	 [%] = 62.288687
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	678/769 	 [%] = 88.166450
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	488/769 	 [%] = 63.459038
Xor file present: 	480/769 	 [%] = 62.418726
**** File name: ./output/1MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	717/769 	 [%] = 93.237971
Xor file present: 	480/769 	 [%] = 62.418726
**** File name: ./output/1MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	477/769 	 [%] = 62.028609
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	703/769 	 [%] = 91.417425
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	487/769 	 [%] = 63.328999
Xor file present: 	471/769 	 [%] = 61.248375
**** File name: ./output/1MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	706/769 	 [%] = 91.807542
Xor file present: 	471/769 	 [%] = 61.248375
**** File name: ./output/1MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	483/769 	 [%] = 62.808843
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	684/769 	 [%] = 88.946684
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	473/769 	 [%] = 61.508453
Xor file present: 	481/769 	 [%] = 62.548765
**** File name: ./output/1MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	665/769 	 [%] = 86.475943
Xor file present: 	481/769 	 [%] = 62.548765
**** File name: ./output/1MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	485/769 	 [%] = 63.068921
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	699/769 	 [%] = 90.897269
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	500/769 	 [%] = 65.019506
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	704/769 	 [%] = 91.547464
Xor file present: 	488/769 	 [%] = 63.459038
**** File name: ./output/1MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	493/769 	 [%] = 64.109233
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	691/769 	 [%] = 89.856957
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	489/769 	 [%] = 63.589077
Xor file present: 	468/769 	 [%] = 60.858257
**** File name: ./output/1MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	679/769 	 [%] = 88.296489
Xor file present: 	468/769 	 [%] = 60.858257
**** File name: ./output/1MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	496/769 	 [%] = 64.499350
Xor file present: 	502/769 	 [%] = 65.279584
**** File name: ./output/1MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	717/769 	 [%] = 93.237971
Xor file present: 	502/769 	 [%] = 65.279584
**** File name: ./output/1MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	496/769 	 [%] = 64.499350
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	713/769 	 [%] = 92.717815
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	487/769 	 [%] = 63.328999
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	714/769 	 [%] = 92.847854
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	489/769 	 [%] = 63.589077
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	702/769 	 [%] = 91.287386
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	499/769 	 [%] = 64.889467
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	708/769 	 [%] = 92.067620
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	499/769 	 [%] = 64.889467
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	724/769 	 [%] = 94.148244
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	481/769 	 [%] = 62.548765
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	703/769 	 [%] = 91.417425
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	663/769 	 [%] = 86.215865
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	653/769 	 [%] = 84.915475
Xor file present: 	657/769 	 [%] = 85.435631
**** File name: ./output/1MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	657/769 	 [%] = 85.435631
**** File name: ./output/1MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	662/769 	 [%] = 86.085826
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	668/769 	 [%] = 86.866060
Xor file present: 	659/769 	 [%] = 85.695709
**** File name: ./output/1MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	659/769 	 [%] = 85.695709
**** File name: ./output/1MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	661/769 	 [%] = 85.955787
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	655/769 	 [%] = 85.175553
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	657/769 	 [%] = 85.435631
Xor file present: 	671/769 	 [%] = 87.256177
**** File name: ./output/1MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	671/769 	 [%] = 87.256177
**** File name: ./output/1MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	655/769 	 [%] = 85.175553
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	675/769 	 [%] = 87.776333
Xor file present: 	653/769 	 [%] = 84.915475
**** File name: ./output/1MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	653/769 	 [%] = 84.915475
**** File name: ./output/1MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	671/769 	 [%] = 87.256177
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	669/769 	 [%] = 86.996099
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	661/769 	 [%] = 85.955787
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	661/769 	 [%] = 85.955787
Xor file present: 	656/769 	 [%] = 85.305592
**** File name: ./output/1MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	656/769 	 [%] = 85.305592
**** File name: ./output/1MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	665/769 	 [%] = 86.475943
Xor file present: 	678/769 	 [%] = 88.166450
**** File name: ./output/1MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	678/769 	 [%] = 88.166450
**** File name: ./output/1MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	663/769 	 [%] = 86.215865
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	669/769 	 [%] = 86.996099
Xor file present: 	660/769 	 [%] = 85.825748
**** File name: ./output/1MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	660/769 	 [%] = 85.825748
**** File name: ./output/1MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	661/769 	 [%] = 85.955787
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	669/769 	 [%] = 86.996099
Xor file present: 	677/769 	 [%] = 88.036411
**** File name: ./output/1MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	677/769 	 [%] = 88.036411
**** File name: ./output/1MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	652/769 	 [%] = 84.785436
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	678/769 	 [%] = 88.166450
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	765/769 	 [%] = 99.479844
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	672/769 	 [%] = 87.386216
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	675/769 	 [%] = 87.776333
Xor file present: 	660/769 	 [%] = 85.825748
**** File name: ./output/1MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	660/769 	 [%] = 85.825748
**** File name: ./output/1MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	673/769 	 [%] = 87.516255
Xor file present: 	666/769 	 [%] = 86.605982
**** File name: ./output/1MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	666/769 	 [%] = 86.605982
**** File name: ./output/1MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	676/769 	 [%] = 87.906372
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	664/769 	 [%] = 86.345904
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	660/769 	 [%] = 85.825748
Xor file present: 	672/769 	 [%] = 87.386216
**** File name: ./output/1MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	672/769 	 [%] = 87.386216
**** File name: ./output/1MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	682/769 	 [%] = 88.686606
Xor file present: 	658/769 	 [%] = 85.565670
**** File name: ./output/1MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	658/769 	 [%] = 85.565670
**** File name: ./output/1MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	673/769 	 [%] = 87.516255
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	675/769 	 [%] = 87.776333
Xor file present: 	662/769 	 [%] = 86.085826
**** File name: ./output/1MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	662/769 	 [%] = 86.085826
**** File name: ./output/1MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	677/769 	 [%] = 88.036411
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	660/769 	 [%] = 85.825748
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	660/769 	 [%] = 85.825748
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	766/769 	 [%] = 99.609883
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	653/769 	 [%] = 84.915475
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	669/769 	 [%] = 86.996099
Xor file present: 	667/769 	 [%] = 86.736021
**** File name: ./output/1MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	667/769 	 [%] = 86.736021
**** File name: ./output/1MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	660/769 	 [%] = 85.825748
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	661/769 	 [%] = 85.955787
**** File name: ./output/1MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	656/769 	 [%] = 85.305592
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	757/769 	 [%] = 98.439532
Xor file present: 	668/769 	 [%] = 86.866060
