**** File name: ./output/10MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	4764/7688 	 [%] = 61.966701
**** File name: ./output/10MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	6720/7688 	 [%] = 87.408949
Xor file present: 	4757/7688 	 [%] = 61.875650
**** File name: ./output/10MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	4764/7688 	 [%] = 61.966701
Xor file present: 	4805/7688 	 [%] = 62.500000
**** File name: ./output/10MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	6846/7688 	 [%] = 89.047867
Xor file present: 	4805/7688 	 [%] = 62.500000
**** File name: ./output/10MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	4922/7688 	 [%] = 64.021852
Xor file present: 	4826/7688 	 [%] = 62.773153
**** File name: ./output/10MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	7042/7688 	 [%] = 91.597294
Xor file present: 	4826/7688 	 [%] = 62.773153
**** File name: ./output/10MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	4854/7688 	 [%] = 63.137357
Xor file present: 	4882/7688 	 [%] = 63.501561
**** File name: ./output/10MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	6989/7688 	 [%] = 90.907908
Xor file present: 	4882/7688 	 [%] = 63.501561
**** File name: ./output/10MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	4872/7688 	 [%] = 63.371488
Xor file present: 	4869/7688 	 [%] = 63.332466
**** File name: ./output/10MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	7026/7688 	 [%] = 91.389178
Xor file present: 	4869/7688 	 [%] = 63.332466
**** File name: ./output/10MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	4841/7688 	 [%] = 62.968262
Xor file present: 	4886/7688 	 [%] = 63.553590
**** File name: ./output/10MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	6982/7688 	 [%] = 90.816857
Xor file present: 	4886/7688 	 [%] = 63.553590
**** File name: ./output/10MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	4770/7688 	 [%] = 62.044745
Xor file present: 	4854/7688 	 [%] = 63.137357
**** File name: ./output/10MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	6910/7688 	 [%] = 89.880333
Xor file present: 	4854/7688 	 [%] = 63.137357
**** File name: ./output/10MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	4679/7688 	 [%] = 60.861082
Xor file present: 	4767/7688 	 [%] = 62.005723
**** File name: ./output/10MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	6839/7688 	 [%] = 88.956816
Xor file present: 	4767/7688 	 [%] = 62.005723
**** File name: ./output/10MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	4796/7688 	 [%] = 62.382934
Xor file present: 	4791/7688 	 [%] = 62.317898
**** File name: ./output/10MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	6914/7688 	 [%] = 89.932362
Xor file present: 	4791/7688 	 [%] = 62.317898
**** File name: ./output/10MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	4851/7688 	 [%] = 63.098335
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	6949/7688 	 [%] = 90.387617
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	4864/7688 	 [%] = 63.267430
Xor file present: 	4833/7688 	 [%] = 62.864204
**** File name: ./output/10MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	6885/7688 	 [%] = 89.555151
Xor file present: 	4833/7688 	 [%] = 62.864204
**** File name: ./output/10MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	4866/7688 	 [%] = 63.293444
Xor file present: 	4831/7688 	 [%] = 62.838189
**** File name: ./output/10MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	6946/7688 	 [%] = 90.348595
Xor file present: 	4831/7688 	 [%] = 62.838189
**** File name: ./output/10MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	4857/7688 	 [%] = 63.176379
Xor file present: 	4793/7688 	 [%] = 62.343913
**** File name: ./output/10MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	6993/7688 	 [%] = 90.959938
Xor file present: 	4793/7688 	 [%] = 62.343913
**** File name: ./output/10MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	4806/7688 	 [%] = 62.513007
Xor file present: 	4873/7688 	 [%] = 63.384495
**** File name: ./output/10MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	6931/7688 	 [%] = 90.153486
Xor file present: 	4873/7688 	 [%] = 63.384495
**** File name: ./output/10MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	4813/7688 	 [%] = 62.604058
Xor file present: 	4852/7688 	 [%] = 63.111342
**** File name: ./output/10MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	6976/7688 	 [%] = 90.738814
Xor file present: 	4852/7688 	 [%] = 63.111342
**** File name: ./output/10MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	4873/7688 	 [%] = 63.384495
Xor file present: 	4890/7688 	 [%] = 63.605619
**** File name: ./output/10MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	6946/7688 	 [%] = 90.348595
Xor file present: 	4890/7688 	 [%] = 63.605619
**** File name: ./output/10MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	4805/7688 	 [%] = 62.500000
Xor file present: 	4792/7688 	 [%] = 62.330905
**** File name: ./output/10MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	6916/7688 	 [%] = 89.958377
Xor file present: 	4792/7688 	 [%] = 62.330905
**** File name: ./output/10MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	4714/7688 	 [%] = 61.316337
Xor file present: 	4823/7688 	 [%] = 62.734131
**** File name: ./output/10MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	6807/7688 	 [%] = 88.540583
Xor file present: 	4823/7688 	 [%] = 62.734131
**** File name: ./output/10MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	4848/7688 	 [%] = 63.059313
Xor file present: 	4898/7688 	 [%] = 63.709677
**** File name: ./output/10MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	7036/7688 	 [%] = 91.519251
Xor file present: 	4898/7688 	 [%] = 63.709677
**** File name: ./output/10MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	4873/7688 	 [%] = 63.384495
Xor file present: 	4853/7688 	 [%] = 63.124350
**** File name: ./output/10MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	6988/7688 	 [%] = 90.894901
Xor file present: 	4853/7688 	 [%] = 63.124350
**** File name: ./output/10MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	4860/7688 	 [%] = 63.215401
Xor file present: 	4863/7688 	 [%] = 63.254422
**** File name: ./output/10MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	6897/7688 	 [%] = 89.711238
Xor file present: 	4863/7688 	 [%] = 63.254422
**** File name: ./output/10MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	4527/7688 	 [%] = 58.883975
Xor file present: 	4709/7688 	 [%] = 61.251301
**** File name: ./output/10MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	6665/7688 	 [%] = 86.693548
Xor file present: 	4709/7688 	 [%] = 61.251301
**** File name: ./output/10MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	4528/7688 	 [%] = 58.896982
Xor file present: 	4717/7688 	 [%] = 61.355359
**** File name: ./output/10MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	6630/7688 	 [%] = 86.238293
Xor file present: 	4717/7688 	 [%] = 61.355359
**** File name: ./output/10MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	4729/7688 	 [%] = 61.511446
Xor file present: 	4819/7688 	 [%] = 62.682102
**** File name: ./output/10MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	6850/7688 	 [%] = 89.099896
Xor file present: 	4819/7688 	 [%] = 62.682102
**** File name: ./output/10MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	4802/7688 	 [%] = 62.460978
Xor file present: 	4910/7688 	 [%] = 63.865765
**** File name: ./output/10MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	6963/7688 	 [%] = 90.569719
Xor file present: 	4910/7688 	 [%] = 63.865765
**** File name: ./output/10MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	4819/7688 	 [%] = 62.682102
Xor file present: 	4811/7688 	 [%] = 62.578044
**** File name: ./output/10MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	6976/7688 	 [%] = 90.738814
Xor file present: 	4811/7688 	 [%] = 62.578044
**** File name: ./output/10MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	4901/7688 	 [%] = 63.748699
Xor file present: 	4850/7688 	 [%] = 63.085328
**** File name: ./output/10MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	6946/7688 	 [%] = 90.348595
Xor file present: 	4850/7688 	 [%] = 63.085328
**** File name: ./output/10MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	4819/7688 	 [%] = 62.682102
Xor file present: 	4877/7688 	 [%] = 63.436524
**** File name: ./output/10MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	6992/7688 	 [%] = 90.946930
Xor file present: 	4877/7688 	 [%] = 63.436524
**** File name: ./output/10MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	4678/7688 	 [%] = 60.848075
Xor file present: 	4725/7688 	 [%] = 61.459417
**** File name: ./output/10MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	6790/7688 	 [%] = 88.319459
Xor file present: 	4725/7688 	 [%] = 61.459417
**** File name: ./output/10MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	4866/7688 	 [%] = 63.293444
Xor file present: 	4858/7688 	 [%] = 63.189386
**** File name: ./output/10MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	6964/7688 	 [%] = 90.582726
Xor file present: 	4858/7688 	 [%] = 63.189386
**** File name: ./output/10MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	4895/7688 	 [%] = 63.670656
Xor file present: 	4909/7688 	 [%] = 63.852758
**** File name: ./output/10MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	6986/7688 	 [%] = 90.868887
Xor file present: 	4909/7688 	 [%] = 63.852758
**** File name: ./output/10MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	4711/7688 	 [%] = 61.277315
Xor file present: 	4845/7688 	 [%] = 63.020291
**** File name: ./output/10MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	6832/7688 	 [%] = 88.865765
Xor file present: 	4845/7688 	 [%] = 63.020291
**** File name: ./output/10MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	4885/7688 	 [%] = 63.540583
Xor file present: 	4856/7688 	 [%] = 63.163371
**** File name: ./output/10MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	6969/7688 	 [%] = 90.647763
Xor file present: 	4856/7688 	 [%] = 63.163371
**** File name: ./output/10MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	4646/7688 	 [%] = 60.431842
Xor file present: 	4711/7688 	 [%] = 61.277315
**** File name: ./output/10MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	6723/7688 	 [%] = 87.447971
Xor file present: 	4711/7688 	 [%] = 61.277315
**** File name: ./output/10MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	4814/7688 	 [%] = 62.617066
Xor file present: 	4839/7688 	 [%] = 62.942248
**** File name: ./output/10MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	6924/7688 	 [%] = 90.062435
Xor file present: 	4839/7688 	 [%] = 62.942248
**** File name: ./output/10MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	4575/7688 	 [%] = 59.508325
Xor file present: 	4777/7688 	 [%] = 62.135796
**** File name: ./output/10MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	6712/7688 	 [%] = 87.304891
Xor file present: 	4777/7688 	 [%] = 62.135796
**** File name: ./output/10MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	4740/7688 	 [%] = 61.654527
Xor file present: 	4813/7688 	 [%] = 62.604058
**** File name: ./output/10MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	6851/7688 	 [%] = 89.112903
Xor file present: 	4813/7688 	 [%] = 62.604058
**** File name: ./output/10MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	4834/7688 	 [%] = 62.877211
Xor file present: 	4862/7688 	 [%] = 63.241415
**** File name: ./output/10MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	6959/7688 	 [%] = 90.517690
Xor file present: 	4862/7688 	 [%] = 63.241415
**** File name: ./output/10MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	4846/7688 	 [%] = 63.033299
Xor file present: 	4848/7688 	 [%] = 63.059313
**** File name: ./output/10MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	6965/7688 	 [%] = 90.595734
Xor file present: 	4848/7688 	 [%] = 63.059313
**** File name: ./output/10MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	4535/7688 	 [%] = 58.988033
Xor file present: 	4707/7688 	 [%] = 61.225286
**** File name: ./output/10MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	6675/7688 	 [%] = 86.823621
Xor file present: 	4707/7688 	 [%] = 61.225286
**** File name: ./output/10MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	4852/7688 	 [%] = 63.111342
Xor file present: 	4854/7688 	 [%] = 63.137357
**** File name: ./output/10MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	7048/7688 	 [%] = 91.675338
Xor file present: 	4854/7688 	 [%] = 63.137357
**** File name: ./output/10MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	4870/7688 	 [%] = 63.345473
Xor file present: 	4846/7688 	 [%] = 63.033299
**** File name: ./output/10MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	6977/7688 	 [%] = 90.751821
Xor file present: 	4846/7688 	 [%] = 63.033299
**** File name: ./output/10MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	4885/7688 	 [%] = 63.540583
Xor file present: 	4799/7688 	 [%] = 62.421956
**** File name: ./output/10MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	6952/7688 	 [%] = 90.426639
Xor file present: 	4799/7688 	 [%] = 62.421956
**** File name: ./output/10MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	4842/7688 	 [%] = 62.981270
Xor file present: 	4927/7688 	 [%] = 64.086889
**** File name: ./output/10MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	6996/7688 	 [%] = 90.998959
Xor file present: 	4927/7688 	 [%] = 64.086889
**** File name: ./output/10MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	6609/7688 	 [%] = 85.965140
Xor file present: 	6630/7688 	 [%] = 86.238293
**** File name: ./output/10MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	7680/7688 	 [%] = 99.895942
Xor file present: 	6630/7688 	 [%] = 86.238293
**** File name: ./output/10MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	6620/7688 	 [%] = 86.108221
Xor file present: 	6644/7688 	 [%] = 86.420395
**** File name: ./output/10MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	7677/7688 	 [%] = 99.856920
Xor file present: 	6644/7688 	 [%] = 86.420395
**** File name: ./output/10MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	6487/7688 	 [%] = 84.378252
Xor file present: 	6618/7688 	 [%] = 86.082206
**** File name: ./output/10MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	7665/7688 	 [%] = 99.700832
Xor file present: 	6618/7688 	 [%] = 86.082206
**** File name: ./output/10MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	6625/7688 	 [%] = 86.173257
Xor file present: 	6617/7688 	 [%] = 86.069199
**** File name: ./output/10MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6617/7688 	 [%] = 86.069199
**** File name: ./output/10MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	6639/7688 	 [%] = 86.355359
Xor file present: 	6633/7688 	 [%] = 86.277315
**** File name: ./output/10MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	7680/7688 	 [%] = 99.895942
Xor file present: 	6633/7688 	 [%] = 86.277315
**** File name: ./output/10MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	6637/7688 	 [%] = 86.329344
Xor file present: 	6669/7688 	 [%] = 86.745578
**** File name: ./output/10MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6669/7688 	 [%] = 86.745578
**** File name: ./output/10MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	6700/7688 	 [%] = 87.148803
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	7679/7688 	 [%] = 99.882934
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	6624/7688 	 [%] = 86.160250
Xor file present: 	6666/7688 	 [%] = 86.706556
**** File name: ./output/10MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	7675/7688 	 [%] = 99.830905
Xor file present: 	6666/7688 	 [%] = 86.706556
**** File name: ./output/10MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	6480/7688 	 [%] = 84.287201
Xor file present: 	6592/7688 	 [%] = 85.744017
**** File name: ./output/10MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	7683/7688 	 [%] = 99.934964
Xor file present: 	6592/7688 	 [%] = 85.744017
**** File name: ./output/10MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	6583/7688 	 [%] = 85.626951
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	7678/7688 	 [%] = 99.869927
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	6651/7688 	 [%] = 86.511446
Xor file present: 	6683/7688 	 [%] = 86.927680
**** File name: ./output/10MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	7681/7688 	 [%] = 99.908949
Xor file present: 	6683/7688 	 [%] = 86.927680
**** File name: ./output/10MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	6658/7688 	 [%] = 86.602497
Xor file present: 	6647/7688 	 [%] = 86.459417
**** File name: ./output/10MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6647/7688 	 [%] = 86.459417
**** File name: ./output/10MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	6653/7688 	 [%] = 86.537461
Xor file present: 	6624/7688 	 [%] = 86.160250
**** File name: ./output/10MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	7681/7688 	 [%] = 99.908949
Xor file present: 	6624/7688 	 [%] = 86.160250
**** File name: ./output/10MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	6515/7688 	 [%] = 84.742456
Xor file present: 	6623/7688 	 [%] = 86.147242
**** File name: ./output/10MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	7676/7688 	 [%] = 99.843913
Xor file present: 	6623/7688 	 [%] = 86.147242
**** File name: ./output/10MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	6685/7688 	 [%] = 86.953694
Xor file present: 	6663/7688 	 [%] = 86.667534
**** File name: ./output/10MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	7686/7688 	 [%] = 99.973985
Xor file present: 	6663/7688 	 [%] = 86.667534
**** File name: ./output/10MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	6651/7688 	 [%] = 86.511446
Xor file present: 	6672/7688 	 [%] = 86.784599
**** File name: ./output/10MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	7680/7688 	 [%] = 99.895942
Xor file present: 	6672/7688 	 [%] = 86.784599
**** File name: ./output/10MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	6530/7688 	 [%] = 84.937565
Xor file present: 	6587/7688 	 [%] = 85.678980
**** File name: ./output/10MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	7679/7688 	 [%] = 99.882934
Xor file present: 	6587/7688 	 [%] = 85.678980
**** File name: ./output/10MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	6677/7688 	 [%] = 86.849636
Xor file present: 	6619/7688 	 [%] = 86.095213
**** File name: ./output/10MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	7682/7688 	 [%] = 99.921956
Xor file present: 	6619/7688 	 [%] = 86.095213
**** File name: ./output/10MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	6561/7688 	 [%] = 85.340791
Xor file present: 	6592/7688 	 [%] = 85.744017
**** File name: ./output/10MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6592/7688 	 [%] = 85.744017
**** File name: ./output/10MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	6503/7688 	 [%] = 84.586368
Xor file present: 	6574/7688 	 [%] = 85.509886
**** File name: ./output/10MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	7673/7688 	 [%] = 99.804891
Xor file present: 	6574/7688 	 [%] = 85.509886
**** File name: ./output/10MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	6531/7688 	 [%] = 84.950572
Xor file present: 	6598/7688 	 [%] = 85.822060
**** File name: ./output/10MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	7673/7688 	 [%] = 99.804891
Xor file present: 	6598/7688 	 [%] = 85.822060
**** File name: ./output/10MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	6640/7688 	 [%] = 86.368366
Xor file present: 	6643/7688 	 [%] = 86.407388
**** File name: ./output/10MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	7686/7688 	 [%] = 99.973985
Xor file present: 	6643/7688 	 [%] = 86.407388
**** File name: ./output/10MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	6655/7688 	 [%] = 86.563476
Xor file present: 	6620/7688 	 [%] = 86.108221
**** File name: ./output/10MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	7682/7688 	 [%] = 99.921956
Xor file present: 	6620/7688 	 [%] = 86.108221
**** File name: ./output/10MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	6702/7688 	 [%] = 87.174818
Xor file present: 	6634/7688 	 [%] = 86.290323
**** File name: ./output/10MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6634/7688 	 [%] = 86.290323
**** File name: ./output/10MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	6661/7688 	 [%] = 86.641519
Xor file present: 	6629/7688 	 [%] = 86.225286
**** File name: ./output/10MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6629/7688 	 [%] = 86.225286
**** File name: ./output/10MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	6528/7688 	 [%] = 84.911550
Xor file present: 	6656/7688 	 [%] = 86.576483
**** File name: ./output/10MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	7667/7688 	 [%] = 99.726847
Xor file present: 	6656/7688 	 [%] = 86.576483
**** File name: ./output/10MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	6525/7688 	 [%] = 84.872529
Xor file present: 	6570/7688 	 [%] = 85.457856
**** File name: ./output/10MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	7680/7688 	 [%] = 99.895942
Xor file present: 	6570/7688 	 [%] = 85.457856
**** File name: ./output/10MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	6633/7688 	 [%] = 86.277315
Xor file present: 	6655/7688 	 [%] = 86.563476
**** File name: ./output/10MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	7682/7688 	 [%] = 99.921956
Xor file present: 	6655/7688 	 [%] = 86.563476
**** File name: ./output/10MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	6660/7688 	 [%] = 86.628512
Xor file present: 	6630/7688 	 [%] = 86.238293
**** File name: ./output/10MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	7682/7688 	 [%] = 99.921956
Xor file present: 	6630/7688 	 [%] = 86.238293
**** File name: ./output/10MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	6641/7688 	 [%] = 86.381374
Xor file present: 	6656/7688 	 [%] = 86.576483
**** File name: ./output/10MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	7683/7688 	 [%] = 99.934964
Xor file present: 	6656/7688 	 [%] = 86.576483
**** File name: ./output/10MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	6646/7688 	 [%] = 86.446410
Xor file present: 	6645/7688 	 [%] = 86.433403
**** File name: ./output/10MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	7685/7688 	 [%] = 99.960978
Xor file present: 	6645/7688 	 [%] = 86.433403
**** File name: ./output/10MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	6652/7688 	 [%] = 86.524454
Xor file present: 	6703/7688 	 [%] = 87.187825
**** File name: ./output/10MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	7674/7688 	 [%] = 99.817898
