**** File name: ./output/250MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	106420/192188 	 [%] = 55.372864
**** File name: ./output/250MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	107052/192188 	 [%] = 55.701709
Xor file present: 	121400/192188 	 [%] = 63.167315
**** File name: ./output/250MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	162427/192188 	 [%] = 84.514642
Xor file present: 	121400/192188 	 [%] = 63.167315
**** File name: ./output/250MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	106530/192188 	 [%] = 55.430100
Xor file present: 	121427/192188 	 [%] = 63.181364
**** File name: ./output/250MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	161574/192188 	 [%] = 84.070806
Xor file present: 	121427/192188 	 [%] = 63.181364
**** File name: ./output/250MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	104780/192188 	 [%] = 54.519533
Xor file present: 	121502/192188 	 [%] = 63.220388
**** File name: ./output/250MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	159629/192188 	 [%] = 83.058776
Xor file present: 	121502/192188 	 [%] = 63.220388
**** File name: ./output/250MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	105372/192188 	 [%] = 54.827565
Xor file present: 	121255/192188 	 [%] = 63.091868
**** File name: ./output/250MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	160102/192188 	 [%] = 83.304889
Xor file present: 	121255/192188 	 [%] = 63.091868
**** File name: ./output/250MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	102797/192188 	 [%] = 53.487731
Xor file present: 	121352/192188 	 [%] = 63.142340
**** File name: ./output/250MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	156862/192188 	 [%] = 81.619040
Xor file present: 	121352/192188 	 [%] = 63.142340
**** File name: ./output/250MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	104222/192188 	 [%] = 54.229192
Xor file present: 	121671/192188 	 [%] = 63.308323
**** File name: ./output/250MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	158842/192188 	 [%] = 82.649281
Xor file present: 	121671/192188 	 [%] = 63.308323
**** File name: ./output/250MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	105989/192188 	 [%] = 55.148604
Xor file present: 	121311/192188 	 [%] = 63.121007
**** File name: ./output/250MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	160852/192188 	 [%] = 83.695132
Xor file present: 	121311/192188 	 [%] = 63.121007
**** File name: ./output/250MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	106156/192188 	 [%] = 55.235499
Xor file present: 	121445/192188 	 [%] = 63.190730
**** File name: ./output/250MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	161376/192188 	 [%] = 83.967782
Xor file present: 	121445/192188 	 [%] = 63.190730
**** File name: ./output/250MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	105409/192188 	 [%] = 54.846817
Xor file present: 	121456/192188 	 [%] = 63.196453
**** File name: ./output/250MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	160169/192188 	 [%] = 83.339751
Xor file present: 	121456/192188 	 [%] = 63.196453
**** File name: ./output/250MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	107125/192188 	 [%] = 55.739692
Xor file present: 	121610/192188 	 [%] = 63.276583
**** File name: ./output/250MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	161924/192188 	 [%] = 84.252919
Xor file present: 	121610/192188 	 [%] = 63.276583
**** File name: ./output/250MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	106103/192188 	 [%] = 55.207921
Xor file present: 	121477/192188 	 [%] = 63.207380
**** File name: ./output/250MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	160910/192188 	 [%] = 83.725311
Xor file present: 	121477/192188 	 [%] = 63.207380
**** File name: ./output/250MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	103042/192188 	 [%] = 53.615210
Xor file present: 	121361/192188 	 [%] = 63.147023
**** File name: ./output/250MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	157535/192188 	 [%] = 81.969218
Xor file present: 	121361/192188 	 [%] = 63.147023
**** File name: ./output/250MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	102758/192188 	 [%] = 53.467438
Xor file present: 	121451/192188 	 [%] = 63.193852
**** File name: ./output/250MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	157280/192188 	 [%] = 81.836535
Xor file present: 	121451/192188 	 [%] = 63.193852
**** File name: ./output/250MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	105110/192188 	 [%] = 54.691240
Xor file present: 	121460/192188 	 [%] = 63.198535
**** File name: ./output/250MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	160024/192188 	 [%] = 83.264304
Xor file present: 	121460/192188 	 [%] = 63.198535
**** File name: ./output/250MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	104725/192188 	 [%] = 54.490915
Xor file present: 	121037/192188 	 [%] = 62.978438
**** File name: ./output/250MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	159395/192188 	 [%] = 82.937020
Xor file present: 	121037/192188 	 [%] = 62.978438
**** File name: ./output/250MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	106037/192188 	 [%] = 55.173580
Xor file present: 	121364/192188 	 [%] = 63.148584
**** File name: ./output/250MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	160432/192188 	 [%] = 83.476596
Xor file present: 	121364/192188 	 [%] = 63.148584
**** File name: ./output/250MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	159721/192188 	 [%] = 83.106646
Xor file present: 	166233/192188 	 [%] = 86.494994
**** File name: ./output/250MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	191871/192188 	 [%] = 99.835057
Xor file present: 	166233/192188 	 [%] = 86.494994
**** File name: ./output/250MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	158965/192188 	 [%] = 82.713281
Xor file present: 	166213/192188 	 [%] = 86.484588
**** File name: ./output/250MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	191846/192188 	 [%] = 99.822049
Xor file present: 	166213/192188 	 [%] = 86.484588
**** File name: ./output/250MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	157874/192188 	 [%] = 82.145607
Xor file present: 	165744/192188 	 [%] = 86.240556
**** File name: ./output/250MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	191828/192188 	 [%] = 99.812683
Xor file present: 	165744/192188 	 [%] = 86.240556
**** File name: ./output/250MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	159235/192188 	 [%] = 82.853768
Xor file present: 	166317/192188 	 [%] = 86.538702
**** File name: ./output/250MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	191894/192188 	 [%] = 99.847025
Xor file present: 	166317/192188 	 [%] = 86.538702
**** File name: ./output/250MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	159079/192188 	 [%] = 82.772598
Xor file present: 	165431/192188 	 [%] = 86.077695
**** File name: ./output/250MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	191894/192188 	 [%] = 99.847025
Xor file present: 	165431/192188 	 [%] = 86.077695
**** File name: ./output/250MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	156709/192188 	 [%] = 81.539430
Xor file present: 	166083/192188 	 [%] = 86.416946
**** File name: ./output/250MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	191807/192188 	 [%] = 99.801757
Xor file present: 	166083/192188 	 [%] = 86.416946
**** File name: ./output/250MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	159686/192188 	 [%] = 83.088434
Xor file present: 	166192/192188 	 [%] = 86.473661
**** File name: ./output/250MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	191911/192188 	 [%] = 99.855870
Xor file present: 	166192/192188 	 [%] = 86.473661
**** File name: ./output/250MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	159045/192188 	 [%] = 82.754907
Xor file present: 	166347/192188 	 [%] = 86.554311
**** File name: ./output/250MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	191882/192188 	 [%] = 99.840781
Xor file present: 	166347/192188 	 [%] = 86.554311
**** File name: ./output/250MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	159747/192188 	 [%] = 83.120174
Xor file present: 	165835/192188 	 [%] = 86.287906
**** File name: ./output/250MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	191854/192188 	 [%] = 99.826212
Xor file present: 	165835/192188 	 [%] = 86.287906
**** File name: ./output/250MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	159205/192188 	 [%] = 82.838158
Xor file present: 	165920/192188 	 [%] = 86.332133
**** File name: ./output/250MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	191793/192188 	 [%] = 99.794472
Xor file present: 	165920/192188 	 [%] = 86.332133
**** File name: ./output/250MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	159135/192188 	 [%] = 82.801736
Xor file present: 	166209/192188 	 [%] = 86.482507
**** File name: ./output/250MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	191869/192188 	 [%] = 99.834017
Xor file present: 	166209/192188 	 [%] = 86.482507
**** File name: ./output/250MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	159383/192188 	 [%] = 82.930776
Xor file present: 	165919/192188 	 [%] = 86.331613
**** File name: ./output/250MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	191863/192188 	 [%] = 99.830895
Xor file present: 	165919/192188 	 [%] = 86.331613
**** File name: ./output/250MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	159125/192188 	 [%] = 82.796533
Xor file present: 	166177/192188 	 [%] = 86.465856
**** File name: ./output/250MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	191869/192188 	 [%] = 99.834017
Xor file present: 	166177/192188 	 [%] = 86.465856
**** File name: ./output/250MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	159112/192188 	 [%] = 82.789768
Xor file present: 	165935/192188 	 [%] = 86.339938
**** File name: ./output/250MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	191856/192188 	 [%] = 99.827252
Xor file present: 	165935/192188 	 [%] = 86.339938
**** File name: ./output/250MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	157981/192188 	 [%] = 82.201282
Xor file present: 	165832/192188 	 [%] = 86.286345
**** File name: ./output/250MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	191788/192188 	 [%] = 99.791870
Xor file present: 	165832/192188 	 [%] = 86.286345
**** File name: ./output/250MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	159117/192188 	 [%] = 82.792370
Xor file present: 	166260/192188 	 [%] = 86.509043
**** File name: ./output/250MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	191866/192188 	 [%] = 99.832456
Xor file present: 	166260/192188 	 [%] = 86.509043
**** File name: ./output/250MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	159390/192188 	 [%] = 82.934418
Xor file present: 	166173/192188 	 [%] = 86.463775
**** File name: ./output/250MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	191836/192188 	 [%] = 99.816846
Xor file present: 	166173/192188 	 [%] = 86.463775
**** File name: ./output/250MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	156932/192188 	 [%] = 81.655462
Xor file present: 	165955/192188 	 [%] = 86.350344
**** File name: ./output/250MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	191778/192188 	 [%] = 99.786667
Xor file present: 	165955/192188 	 [%] = 86.350344
**** File name: ./output/250MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	159353/192188 	 [%] = 82.915166
Xor file present: 	166322/192188 	 [%] = 86.541303
**** File name: ./output/250MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	191883/192188 	 [%] = 99.841301
Xor file present: 	166322/192188 	 [%] = 86.541303
**** File name: ./output/250MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	159668/192188 	 [%] = 83.079068
Xor file present: 	166130/192188 	 [%] = 86.441401
**** File name: ./output/250MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	191883/192188 	 [%] = 99.841301
Xor file present: 	166130/192188 	 [%] = 86.441401
**** File name: ./output/250MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	159563/192188 	 [%] = 83.024434
Xor file present: 	166169/192188 	 [%] = 86.461694
**** File name: ./output/250MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	191837/192188 	 [%] = 99.817366
Xor file present: 	166169/192188 	 [%] = 86.461694
**** File name: ./output/250MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	157962/192188 	 [%] = 82.191396
Xor file present: 	166215/192188 	 [%] = 86.485629
**** File name: ./output/250MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	191840/192188 	 [%] = 99.818927
Xor file present: 	166215/192188 	 [%] = 86.485629
**** File name: ./output/250MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	159022/192188 	 [%] = 82.742939
Xor file present: 	166271/192188 	 [%] = 86.514767
**** File name: ./output/250MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	191854/192188 	 [%] = 99.826212
Xor file present: 	166271/192188 	 [%] = 86.514767
**** File name: ./output/250MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	159364/192188 	 [%] = 82.920890
Xor file present: 	166001/192188 	 [%] = 86.374279
**** File name: ./output/250MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	191873/192188 	 [%] = 99.836098
Xor file present: 	166001/192188 	 [%] = 86.374279
**** File name: ./output/250MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	159257/192188 	 [%] = 82.865215
Xor file present: 	166029/192188 	 [%] = 86.388848
**** File name: ./output/250MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	191860/192188 	 [%] = 99.829334
Xor file present: 	166029/192188 	 [%] = 86.388848
**** File name: ./output/250MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	159260/192188 	 [%] = 82.866776
Xor file present: 	166485/192188 	 [%] = 86.626116
**** File name: ./output/250MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	191877/192188 	 [%] = 99.838179
Xor file present: 	166485/192188 	 [%] = 86.626116
**** File name: ./output/250MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	179554/192188 	 [%] = 93.426228
Xor file present: 	182613/192188 	 [%] = 95.017899
**** File name: ./output/250MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	192180/192188 	 [%] = 99.995837
Xor file present: 	182613/192188 	 [%] = 95.017899
**** File name: ./output/250MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	179819/192188 	 [%] = 93.564114
Xor file present: 	182651/192188 	 [%] = 95.037671
**** File name: ./output/250MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182651/192188 	 [%] = 95.037671
**** File name: ./output/250MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	179551/192188 	 [%] = 93.424668
Xor file present: 	181860/192188 	 [%] = 94.626095
**** File name: ./output/250MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	181860/192188 	 [%] = 94.626095
**** File name: ./output/250MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	180174/192188 	 [%] = 93.748829
Xor file present: 	182738/192188 	 [%] = 95.082940
**** File name: ./output/250MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182738/192188 	 [%] = 95.082940
**** File name: ./output/250MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	179862/192188 	 [%] = 93.586488
Xor file present: 	182637/192188 	 [%] = 95.030387
**** File name: ./output/250MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182637/192188 	 [%] = 95.030387
**** File name: ./output/250MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	178679/192188 	 [%] = 92.970945
Xor file present: 	182347/192188 	 [%] = 94.879493
**** File name: ./output/250MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182347/192188 	 [%] = 94.879493
**** File name: ./output/250MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	179455/192188 	 [%] = 93.374716
Xor file present: 	182466/192188 	 [%] = 94.941412
**** File name: ./output/250MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182466/192188 	 [%] = 94.941412
**** File name: ./output/250MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	179859/192188 	 [%] = 93.584927
Xor file present: 	182574/192188 	 [%] = 94.997607
**** File name: ./output/250MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	192179/192188 	 [%] = 99.995317
Xor file present: 	182574/192188 	 [%] = 94.997607
**** File name: ./output/250MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	179048/192188 	 [%] = 93.162945
Xor file present: 	181078/192188 	 [%] = 94.219202
**** File name: ./output/250MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	192174/192188 	 [%] = 99.992715
Xor file present: 	181078/192188 	 [%] = 94.219202
**** File name: ./output/250MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	180176/192188 	 [%] = 93.749870
Xor file present: 	182360/192188 	 [%] = 94.886257
**** File name: ./output/250MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182360/192188 	 [%] = 94.886257
**** File name: ./output/250MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	179959/192188 	 [%] = 93.636960
Xor file present: 	182710/192188 	 [%] = 95.068371
**** File name: ./output/250MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182710/192188 	 [%] = 95.068371
**** File name: ./output/250MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	179858/192188 	 [%] = 93.584407
Xor file present: 	181156/192188 	 [%] = 94.259787
**** File name: ./output/250MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	181156/192188 	 [%] = 94.259787
**** File name: ./output/250MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	179862/192188 	 [%] = 93.586488
Xor file present: 	182481/192188 	 [%] = 94.949216
**** File name: ./output/250MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182481/192188 	 [%] = 94.949216
**** File name: ./output/250MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	179897/192188 	 [%] = 93.604700
Xor file present: 	182587/192188 	 [%] = 95.004371
**** File name: ./output/250MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	192181/192188 	 [%] = 99.996358
Xor file present: 	182587/192188 	 [%] = 95.004371
**** File name: ./output/250MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	179689/192188 	 [%] = 93.496472
Xor file present: 	181531/192188 	 [%] = 94.454909
**** File name: ./output/250MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	181531/192188 	 [%] = 94.454909
**** File name: ./output/250MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	178733/192188 	 [%] = 92.999043
Xor file present: 	182502/192188 	 [%] = 94.960143
**** File name: ./output/250MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182502/192188 	 [%] = 94.960143
**** File name: ./output/250MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	179813/192188 	 [%] = 93.560992
Xor file present: 	182684/192188 	 [%] = 95.054842
**** File name: ./output/250MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182684/192188 	 [%] = 95.054842
**** File name: ./output/250MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	179988/192188 	 [%] = 93.652049
Xor file present: 	182152/192188 	 [%] = 94.778030
**** File name: ./output/250MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182152/192188 	 [%] = 94.778030
**** File name: ./output/250MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	179411/192188 	 [%] = 93.351822
Xor file present: 	182002/192188 	 [%] = 94.699981
**** File name: ./output/250MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	192185/192188 	 [%] = 99.998439
Xor file present: 	182002/192188 	 [%] = 94.699981
**** File name: ./output/250MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	180080/192188 	 [%] = 93.699919
Xor file present: 	182684/192188 	 [%] = 95.054842
**** File name: ./output/250MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	182684/192188 	 [%] = 95.054842
**** File name: ./output/250MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	178746/192188 	 [%] = 93.005807
Xor file present: 	180831/192188 	 [%] = 94.090682
**** File name: ./output/250MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	192178/192188 	 [%] = 99.994797
Xor file present: 	180831/192188 	 [%] = 94.090682
**** File name: ./output/250MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	179346/192188 	 [%] = 93.318001
Xor file present: 	182549/192188 	 [%] = 94.984598
**** File name: ./output/250MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	192176/192188 	 [%] = 99.993756
Xor file present: 	182549/192188 	 [%] = 94.984598
**** File name: ./output/250MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	180000/192188 	 [%] = 93.658293
Xor file present: 	182580/192188 	 [%] = 95.000728
**** File name: ./output/250MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182580/192188 	 [%] = 95.000728
**** File name: ./output/250MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	179999/192188 	 [%] = 93.657773
Xor file present: 	181743/192188 	 [%] = 94.565217
**** File name: ./output/250MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	192171/192188 	 [%] = 99.991154
Xor file present: 	181743/192188 	 [%] = 94.565217
**** File name: ./output/250MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	180011/192188 	 [%] = 93.664016
Xor file present: 	182466/192188 	 [%] = 94.941412
**** File name: ./output/250MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182466/192188 	 [%] = 94.941412
**** File name: ./output/250MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	180080/192188 	 [%] = 93.699919
Xor file present: 	182623/192188 	 [%] = 95.023102
**** File name: ./output/250MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	192180/192188 	 [%] = 99.995837
Xor file present: 	182623/192188 	 [%] = 95.023102
**** File name: ./output/250MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	186592/192188 	 [%] = 97.088268
Xor file present: 	187903/192188 	 [%] = 97.770412
**** File name: ./output/250MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	192187/192188 	 [%] = 99.999480
Xor file present: 	187903/192188 	 [%] = 97.770412
**** File name: ./output/250MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	187705/192188 	 [%] = 97.667388
Xor file present: 	188654/192188 	 [%] = 98.161176
**** File name: ./output/250MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188654/192188 	 [%] = 98.161176
**** File name: ./output/250MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	187690/192188 	 [%] = 97.659583
Xor file present: 	188657/192188 	 [%] = 98.162736
**** File name: ./output/250MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188657/192188 	 [%] = 98.162736
**** File name: ./output/250MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	187615/192188 	 [%] = 97.620559
Xor file present: 	188669/192188 	 [%] = 98.168980
**** File name: ./output/250MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188669/192188 	 [%] = 98.168980
**** File name: ./output/250MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	186462/192188 	 [%] = 97.020626
Xor file present: 	187827/192188 	 [%] = 97.730868
**** File name: ./output/250MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
