**** File name: ./output/10MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	3996/7688 	 [%] = 51.977107
**** File name: ./output/10MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	4540/7688 	 [%] = 59.053070
Xor file present: 	4389/7688 	 [%] = 57.088970
**** File name: ./output/10MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	3306/7688 	 [%] = 43.002081
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	5090/7688 	 [%] = 66.207076
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	3548/7688 	 [%] = 46.149844
Xor file present: 	4344/7688 	 [%] = 56.503642
**** File name: ./output/10MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	5234/7688 	 [%] = 68.080125
Xor file present: 	4344/7688 	 [%] = 56.503642
**** File name: ./output/10MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	3039/7688 	 [%] = 39.529136
Xor file present: 	4870/7688 	 [%] = 63.345473
**** File name: ./output/10MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	4705/7688 	 [%] = 61.199272
Xor file present: 	4870/7688 	 [%] = 63.345473
**** File name: ./output/10MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	4290/7688 	 [%] = 55.801249
Xor file present: 	4808/7688 	 [%] = 62.539022
**** File name: ./output/10MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	6487/7688 	 [%] = 84.378252
Xor file present: 	4808/7688 	 [%] = 62.539022
**** File name: ./output/10MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	4389/7688 	 [%] = 57.088970
Xor file present: 	4886/7688 	 [%] = 63.553590
**** File name: ./output/10MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	6612/7688 	 [%] = 86.004162
Xor file present: 	4886/7688 	 [%] = 63.553590
**** File name: ./output/10MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	3940/7688 	 [%] = 51.248699
Xor file present: 	4807/7688 	 [%] = 62.526015
**** File name: ./output/10MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	6074/7688 	 [%] = 79.006243
Xor file present: 	4807/7688 	 [%] = 62.526015
**** File name: ./output/10MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	2728/7688 	 [%] = 35.483871
Xor file present: 	4868/7688 	 [%] = 63.319459
**** File name: ./output/10MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	4188/7688 	 [%] = 54.474506
Xor file present: 	4868/7688 	 [%] = 63.319459
**** File name: ./output/10MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	4220/7688 	 [%] = 54.890739
Xor file present: 	4777/7688 	 [%] = 62.135796
**** File name: ./output/10MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	6428/7688 	 [%] = 83.610822
Xor file present: 	4777/7688 	 [%] = 62.135796
**** File name: ./output/10MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	2794/7688 	 [%] = 36.342352
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	4293/7688 	 [%] = 55.840271
Xor file present: 	4843/7688 	 [%] = 62.994277
**** File name: ./output/10MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	2663/7688 	 [%] = 34.638398
Xor file present: 	4452/7688 	 [%] = 57.908429
**** File name: ./output/10MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	3844/7688 	 [%] = 50.000000
Xor file present: 	4452/7688 	 [%] = 57.908429
**** File name: ./output/10MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	2878/7688 	 [%] = 37.434964
Xor file present: 	4511/7688 	 [%] = 58.675858
**** File name: ./output/10MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	4206/7688 	 [%] = 54.708637
Xor file present: 	4511/7688 	 [%] = 58.675858
**** File name: ./output/10MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	2678/7688 	 [%] = 34.833507
Xor file present: 	4470/7688 	 [%] = 58.142560
**** File name: ./output/10MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	3858/7688 	 [%] = 50.182102
Xor file present: 	4470/7688 	 [%] = 58.142560
**** File name: ./output/10MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	2730/7688 	 [%] = 35.509886
Xor file present: 	4453/7688 	 [%] = 57.921436
**** File name: ./output/10MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	4002/7688 	 [%] = 52.055151
Xor file present: 	4453/7688 	 [%] = 57.921436
**** File name: ./output/10MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	3386/7688 	 [%] = 44.042664
Xor file present: 	4427/7688 	 [%] = 57.583247
**** File name: ./output/10MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	5030/7688 	 [%] = 65.426639
Xor file present: 	4427/7688 	 [%] = 57.583247
**** File name: ./output/10MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	3265/7688 	 [%] = 42.468783
Xor file present: 	4402/7688 	 [%] = 57.258065
**** File name: ./output/10MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	4713/7688 	 [%] = 61.303330
Xor file present: 	4402/7688 	 [%] = 57.258065
**** File name: ./output/10MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	3380/7688 	 [%] = 43.964620
Xor file present: 	4779/7688 	 [%] = 62.161811
**** File name: ./output/10MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	5226/7688 	 [%] = 67.976067
Xor file present: 	4779/7688 	 [%] = 62.161811
**** File name: ./output/10MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	3326/7688 	 [%] = 43.262227
Xor file present: 	4439/7688 	 [%] = 57.739334
**** File name: ./output/10MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	4814/7688 	 [%] = 62.617066
Xor file present: 	4439/7688 	 [%] = 57.739334
**** File name: ./output/10MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	2956/7688 	 [%] = 38.449532
Xor file present: 	4893/7688 	 [%] = 63.644641
**** File name: ./output/10MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	4547/7688 	 [%] = 59.144121
Xor file present: 	4893/7688 	 [%] = 63.644641
**** File name: ./output/10MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	2721/7688 	 [%] = 35.392820
Xor file present: 	4441/7688 	 [%] = 57.765349
**** File name: ./output/10MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	3916/7688 	 [%] = 50.936524
Xor file present: 	4441/7688 	 [%] = 57.765349
**** File name: ./output/10MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	2668/7688 	 [%] = 34.703434
Xor file present: 	4847/7688 	 [%] = 63.046306
**** File name: ./output/10MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	3977/7688 	 [%] = 51.729969
Xor file present: 	4847/7688 	 [%] = 63.046306
**** File name: ./output/10MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	3193/7688 	 [%] = 41.532258
Xor file present: 	4536/7688 	 [%] = 59.001041
**** File name: ./output/10MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	4802/7688 	 [%] = 62.460978
Xor file present: 	4536/7688 	 [%] = 59.001041
**** File name: ./output/10MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	3066/7688 	 [%] = 39.880333
Xor file present: 	4374/7688 	 [%] = 56.893861
**** File name: ./output/10MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	4427/7688 	 [%] = 57.583247
Xor file present: 	4374/7688 	 [%] = 56.893861
**** File name: ./output/10MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	3351/7688 	 [%] = 43.587409
Xor file present: 	4385/7688 	 [%] = 57.036941
**** File name: ./output/10MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	4938/7688 	 [%] = 64.229969
Xor file present: 	4385/7688 	 [%] = 57.036941
**** File name: ./output/10MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	2811/7688 	 [%] = 36.563476
Xor file present: 	4910/7688 	 [%] = 63.865765
**** File name: ./output/10MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	4374/7688 	 [%] = 56.893861
Xor file present: 	4910/7688 	 [%] = 63.865765
**** File name: ./output/10MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	3398/7688 	 [%] = 44.198751
Xor file present: 	4460/7688 	 [%] = 58.012487
**** File name: ./output/10MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	5100/7688 	 [%] = 66.337149
Xor file present: 	4460/7688 	 [%] = 58.012487
**** File name: ./output/10MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	2991/7688 	 [%] = 38.904787
Xor file present: 	4850/7688 	 [%] = 63.085328
**** File name: ./output/10MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	4573/7688 	 [%] = 59.482310
Xor file present: 	4850/7688 	 [%] = 63.085328
**** File name: ./output/10MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	2758/7688 	 [%] = 35.874089
Xor file present: 	4809/7688 	 [%] = 62.552029
**** File name: ./output/10MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	4152/7688 	 [%] = 54.006243
Xor file present: 	4809/7688 	 [%] = 62.552029
**** File name: ./output/10MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	1982/7688 	 [%] = 25.780437
Xor file present: 	4245/7688 	 [%] = 55.215921
**** File name: ./output/10MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	2503/7688 	 [%] = 32.557232
Xor file present: 	4245/7688 	 [%] = 55.215921
**** File name: ./output/10MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	2564/7688 	 [%] = 33.350676
Xor file present: 	4408/7688 	 [%] = 57.336108
**** File name: ./output/10MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	3528/7688 	 [%] = 45.889698
Xor file present: 	4408/7688 	 [%] = 57.336108
**** File name: ./output/10MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	3329/7688 	 [%] = 43.301249
Xor file present: 	4510/7688 	 [%] = 58.662851
**** File name: ./output/10MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	4936/7688 	 [%] = 64.203954
Xor file present: 	4510/7688 	 [%] = 58.662851
**** File name: ./output/10MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	2673/7688 	 [%] = 34.768470
Xor file present: 	4866/7688 	 [%] = 63.293444
**** File name: ./output/10MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	4007/7688 	 [%] = 52.120187
Xor file present: 	4866/7688 	 [%] = 63.293444
**** File name: ./output/10MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	3750/7688 	 [%] = 48.777315
Xor file present: 	4480/7688 	 [%] = 58.272633
**** File name: ./output/10MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	5645/7688 	 [%] = 73.426119
Xor file present: 	4480/7688 	 [%] = 58.272633
**** File name: ./output/10MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	3458/7688 	 [%] = 44.979188
Xor file present: 	4412/7688 	 [%] = 57.388137
**** File name: ./output/10MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	5090/7688 	 [%] = 66.207076
Xor file present: 	4412/7688 	 [%] = 57.388137
**** File name: ./output/10MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	4413/7688 	 [%] = 57.401145
Xor file present: 	4839/7688 	 [%] = 62.942248
**** File name: ./output/10MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	6573/7688 	 [%] = 85.496878
Xor file present: 	4839/7688 	 [%] = 62.942248
**** File name: ./output/10MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	2760/7688 	 [%] = 35.900104
Xor file present: 	4907/7688 	 [%] = 63.826743
**** File name: ./output/10MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	4325/7688 	 [%] = 56.256504
Xor file present: 	4907/7688 	 [%] = 63.826743
**** File name: ./output/10MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	3507/7688 	 [%] = 45.616545
Xor file present: 	4457/7688 	 [%] = 57.973465
**** File name: ./output/10MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	5254/7688 	 [%] = 68.340271
Xor file present: 	4457/7688 	 [%] = 57.973465
**** File name: ./output/10MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	2645/7688 	 [%] = 34.404266
Xor file present: 	4444/7688 	 [%] = 57.804370
**** File name: ./output/10MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	3766/7688 	 [%] = 48.985432
Xor file present: 	4444/7688 	 [%] = 57.804370
**** File name: ./output/10MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	3322/7688 	 [%] = 43.210198
Xor file present: 	4372/7688 	 [%] = 56.867846
**** File name: ./output/10MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	4877/7688 	 [%] = 63.436524
Xor file present: 	4372/7688 	 [%] = 56.867846
**** File name: ./output/10MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	3325/7688 	 [%] = 43.249220
Xor file present: 	4398/7688 	 [%] = 57.206035
**** File name: ./output/10MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	4893/7688 	 [%] = 63.644641
Xor file present: 	4398/7688 	 [%] = 57.206035
**** File name: ./output/10MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	2803/7688 	 [%] = 36.459417
Xor file present: 	4827/7688 	 [%] = 62.786160
**** File name: ./output/10MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	4308/7688 	 [%] = 56.035380
Xor file present: 	4827/7688 	 [%] = 62.786160
**** File name: ./output/10MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	2664/7688 	 [%] = 34.651405
Xor file present: 	4421/7688 	 [%] = 57.505203
**** File name: ./output/10MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	3821/7688 	 [%] = 49.700832
Xor file present: 	4421/7688 	 [%] = 57.505203
**** File name: ./output/10MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	3268/7688 	 [%] = 42.507804
Xor file present: 	4393/7688 	 [%] = 57.140999
**** File name: ./output/10MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	4745/7688 	 [%] = 61.719563
Xor file present: 	4393/7688 	 [%] = 57.140999
**** File name: ./output/10MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	3065/7688 	 [%] = 39.867326
Xor file present: 	4927/7688 	 [%] = 64.086889
**** File name: ./output/10MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	4754/7688 	 [%] = 61.836629
Xor file present: 	4927/7688 	 [%] = 64.086889
**** File name: ./output/10MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	5843/7688 	 [%] = 76.001561
Xor file present: 	6468/7688 	 [%] = 84.131113
**** File name: ./output/10MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	7639/7688 	 [%] = 99.362643
Xor file present: 	6468/7688 	 [%] = 84.131113
**** File name: ./output/10MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	5022/7688 	 [%] = 65.322581
Xor file present: 	6637/7688 	 [%] = 86.329344
**** File name: ./output/10MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	7588/7688 	 [%] = 98.699272
Xor file present: 	6637/7688 	 [%] = 86.329344
**** File name: ./output/10MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	3610/7688 	 [%] = 46.956296
Xor file present: 	6339/7688 	 [%] = 82.453174
**** File name: ./output/10MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	6916/7688 	 [%] = 89.958377
Xor file present: 	6339/7688 	 [%] = 82.453174
**** File name: ./output/10MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	5856/7688 	 [%] = 76.170656
Xor file present: 	6436/7688 	 [%] = 83.714880
**** File name: ./output/10MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	7635/7688 	 [%] = 99.310614
Xor file present: 	6436/7688 	 [%] = 83.714880
**** File name: ./output/10MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	4352/7688 	 [%] = 56.607700
Xor file present: 	6546/7688 	 [%] = 85.145682
**** File name: ./output/10MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	7472/7688 	 [%] = 97.190427
Xor file present: 	6546/7688 	 [%] = 85.145682
**** File name: ./output/10MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	5811/7688 	 [%] = 75.585328
Xor file present: 	6482/7688 	 [%] = 84.313215
**** File name: ./output/10MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	7642/7688 	 [%] = 99.401665
Xor file present: 	6482/7688 	 [%] = 84.313215
**** File name: ./output/10MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	6469/7688 	 [%] = 84.144121
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	7674/7688 	 [%] = 99.817898
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	6380/7688 	 [%] = 82.986472
Xor file present: 	6666/7688 	 [%] = 86.706556
**** File name: ./output/10MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	7673/7688 	 [%] = 99.804891
Xor file present: 	6666/7688 	 [%] = 86.706556
**** File name: ./output/10MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	6352/7688 	 [%] = 82.622268
Xor file present: 	6667/7688 	 [%] = 86.719563
**** File name: ./output/10MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	7671/7688 	 [%] = 99.778876
Xor file present: 	6667/7688 	 [%] = 86.719563
**** File name: ./output/10MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	6281/7688 	 [%] = 81.698751
Xor file present: 	6587/7688 	 [%] = 85.678980
**** File name: ./output/10MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	7674/7688 	 [%] = 99.817898
Xor file present: 	6587/7688 	 [%] = 85.678980
**** File name: ./output/10MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	3883/7688 	 [%] = 50.507284
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	7255/7688 	 [%] = 94.367846
Xor file present: 	6610/7688 	 [%] = 85.978148
**** File name: ./output/10MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	3884/7688 	 [%] = 50.520291
Xor file present: 	6447/7688 	 [%] = 83.857960
**** File name: ./output/10MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	7130/7688 	 [%] = 92.741935
Xor file present: 	6447/7688 	 [%] = 83.857960
**** File name: ./output/10MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	5960/7688 	 [%] = 77.523413
Xor file present: 	6431/7688 	 [%] = 83.649844
**** File name: ./output/10MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	7646/7688 	 [%] = 99.453694
Xor file present: 	6431/7688 	 [%] = 83.649844
**** File name: ./output/10MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	4927/7688 	 [%] = 64.086889
Xor file present: 	6614/7688 	 [%] = 86.030177
**** File name: ./output/10MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	7570/7688 	 [%] = 98.465140
Xor file present: 	6614/7688 	 [%] = 86.030177
**** File name: ./output/10MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	5813/7688 	 [%] = 75.611342
Xor file present: 	6371/7688 	 [%] = 82.869407
**** File name: ./output/10MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	7664/7688 	 [%] = 99.687825
Xor file present: 	6371/7688 	 [%] = 82.869407
**** File name: ./output/10MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	5201/7688 	 [%] = 67.650884
Xor file present: 	6405/7688 	 [%] = 83.311655
**** File name: ./output/10MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	7529/7688 	 [%] = 97.931842
Xor file present: 	6405/7688 	 [%] = 83.311655
**** File name: ./output/10MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	4525/7688 	 [%] = 58.857960
Xor file present: 	6631/7688 	 [%] = 86.251301
**** File name: ./output/10MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	7466/7688 	 [%] = 97.112383
Xor file present: 	6631/7688 	 [%] = 86.251301
**** File name: ./output/10MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	5758/7688 	 [%] = 74.895942
Xor file present: 	6410/7688 	 [%] = 83.376691
**** File name: ./output/10MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	7609/7688 	 [%] = 98.972425
Xor file present: 	6410/7688 	 [%] = 83.376691
**** File name: ./output/10MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	6422/7688 	 [%] = 83.532778
Xor file present: 	6638/7688 	 [%] = 86.342352
**** File name: ./output/10MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	7678/7688 	 [%] = 99.869927
Xor file present: 	6638/7688 	 [%] = 86.342352
**** File name: ./output/10MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	6298/7688 	 [%] = 81.919875
Xor file present: 	6606/7688 	 [%] = 85.926119
**** File name: ./output/10MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	7674/7688 	 [%] = 99.817898
Xor file present: 	6606/7688 	 [%] = 85.926119
**** File name: ./output/10MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	4237/7688 	 [%] = 55.111863
Xor file present: 	6445/7688 	 [%] = 83.831946
**** File name: ./output/10MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	7308/7688 	 [%] = 95.057232
Xor file present: 	6445/7688 	 [%] = 83.831946
**** File name: ./output/10MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	6059/7688 	 [%] = 78.811134
Xor file present: 	6490/7688 	 [%] = 84.417274
**** File name: ./output/10MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	7664/7688 	 [%] = 99.687825
Xor file present: 	6490/7688 	 [%] = 84.417274
**** File name: ./output/10MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	6415/7688 	 [%] = 83.441727
Xor file present: 	6620/7688 	 [%] = 86.108221
**** File name: ./output/10MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	7678/7688 	 [%] = 99.869927
Xor file present: 	6620/7688 	 [%] = 86.108221
**** File name: ./output/10MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	5862/7688 	 [%] = 76.248699
Xor file present: 	6404/7688 	 [%] = 83.298647
**** File name: ./output/10MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	7637/7688 	 [%] = 99.336629
Xor file present: 	6404/7688 	 [%] = 83.298647
**** File name: ./output/10MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	6377/7688 	 [%] = 82.947451
Xor file present: 	6629/7688 	 [%] = 86.225286
**** File name: ./output/10MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	7684/7688 	 [%] = 99.947971
Xor file present: 	6629/7688 	 [%] = 86.225286
**** File name: ./output/10MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	4881/7688 	 [%] = 63.488554
Xor file present: 	6683/7688 	 [%] = 86.927680
**** File name: ./output/10MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	7561/7688 	 [%] = 98.348075
Xor file present: 	6683/7688 	 [%] = 86.927680
**** File name: ./output/10MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	5784/7688 	 [%] = 75.234131
Xor file present: 	6472/7688 	 [%] = 84.183143
**** File name: ./output/10MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	7640/7688 	 [%] = 99.375650
Xor file present: 	6472/7688 	 [%] = 84.183143
**** File name: ./output/10MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	6378/7688 	 [%] = 82.960458
Xor file present: 	6655/7688 	 [%] = 86.563476
**** File name: ./output/10MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	7674/7688 	 [%] = 99.817898
Xor file present: 	6655/7688 	 [%] = 86.563476
**** File name: ./output/10MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	4491/7688 	 [%] = 58.415713
Xor file present: 	6608/7688 	 [%] = 85.952133
**** File name: ./output/10MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	7437/7688 	 [%] = 96.735172
Xor file present: 	6608/7688 	 [%] = 85.952133
**** File name: ./output/10MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	4365/7688 	 [%] = 56.776795
Xor file present: 	6456/7688 	 [%] = 83.975026
**** File name: ./output/10MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	7382/7688 	 [%] = 96.019771
Xor file present: 	6456/7688 	 [%] = 83.975026
**** File name: ./output/10MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	6321/7688 	 [%] = 82.219043
Xor file present: 	6617/7688 	 [%] = 86.069199
**** File name: ./output/10MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	7680/7688 	 [%] = 99.895942
Xor file present: 	6617/7688 	 [%] = 86.069199
**** File name: ./output/10MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	4829/7688 	 [%] = 62.812175
Xor file present: 	6700/7688 	 [%] = 87.148803
**** File name: ./output/10MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	7554/7688 	 [%] = 98.257024
