**** File name: ./output/500MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	200897/384376 	 [%] = 52.265750
Xor file present: 	332685/384376 	 [%] = 86.551970
**** File name: ./output/500MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	383680/384376 	 [%] = 99.818927
Xor file present: 	332685/384376 	 [%] = 86.551970
**** File name: ./output/500MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	314990/384376 	 [%] = 81.948405
Xor file present: 	329858/384376 	 [%] = 85.816492
**** File name: ./output/500MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	383586/384376 	 [%] = 99.794472
Xor file present: 	329858/384376 	 [%] = 85.816492
**** File name: ./output/500MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	314144/384376 	 [%] = 81.728308
Xor file present: 	332580/384376 	 [%] = 86.524653
**** File name: ./output/500MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	383627/384376 	 [%] = 99.805139
Xor file present: 	332580/384376 	 [%] = 86.524653
**** File name: ./output/500MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	296997/384376 	 [%] = 77.267311
Xor file present: 	326559/384376 	 [%] = 84.958218
**** File name: ./output/500MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	382522/384376 	 [%] = 99.517660
Xor file present: 	326559/384376 	 [%] = 84.958218
**** File name: ./output/500MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	358948/384376 	 [%] = 93.384603
Xor file present: 	364987/384376 	 [%] = 94.955720
**** File name: ./output/500MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	384366/384376 	 [%] = 99.997398
Xor file present: 	364987/384376 	 [%] = 94.955720
**** File name: ./output/500MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	356444/384376 	 [%] = 92.733157
Xor file present: 	362252/384376 	 [%] = 94.244178
**** File name: ./output/500MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	384351/384376 	 [%] = 99.993496
Xor file present: 	362252/384376 	 [%] = 94.244178
**** File name: ./output/500MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	357653/384376 	 [%] = 93.047693
Xor file present: 	365235/384376 	 [%] = 95.020241
**** File name: ./output/500MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	384366/384376 	 [%] = 99.997398
Xor file present: 	365235/384376 	 [%] = 95.020241
**** File name: ./output/500MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	357597/384376 	 [%] = 93.033124
Xor file present: 	362669/384376 	 [%] = 94.352665
**** File name: ./output/500MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	384360/384376 	 [%] = 99.995837
Xor file present: 	362669/384376 	 [%] = 94.352665
**** File name: ./output/500MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	358850/384376 	 [%] = 93.359107
Xor file present: 	363638/384376 	 [%] = 94.604762
**** File name: ./output/500MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	384359/384376 	 [%] = 99.995577
Xor file present: 	363638/384376 	 [%] = 94.604762
**** File name: ./output/500MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	356575/384376 	 [%] = 92.767238
Xor file present: 	363566/384376 	 [%] = 94.586030
**** File name: ./output/500MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	384358/384376 	 [%] = 99.995317
Xor file present: 	363566/384376 	 [%] = 94.586030
**** File name: ./output/500MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	359356/384376 	 [%] = 93.490749
Xor file present: 	365096/384376 	 [%] = 94.984078
**** File name: ./output/500MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	365096/384376 	 [%] = 94.984078
**** File name: ./output/500MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	355009/384376 	 [%] = 92.359825
Xor file present: 	362500/384376 	 [%] = 94.308698
**** File name: ./output/500MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	362500/384376 	 [%] = 94.308698
**** File name: ./output/500MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	359306/384376 	 [%] = 93.477741
Xor file present: 	363480/384376 	 [%] = 94.563656
**** File name: ./output/500MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	384368/384376 	 [%] = 99.997919
Xor file present: 	363480/384376 	 [%] = 94.563656
**** File name: ./output/500MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	354939/384376 	 [%] = 92.341613
Xor file present: 	362446/384376 	 [%] = 94.294649
**** File name: ./output/500MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	384355/384376 	 [%] = 99.994537
Xor file present: 	362446/384376 	 [%] = 94.294649
**** File name: ./output/500MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	358685/384376 	 [%] = 93.316180
Xor file present: 	364839/384376 	 [%] = 94.917216
**** File name: ./output/500MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	364839/384376 	 [%] = 94.917216
**** File name: ./output/500MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	357001/384376 	 [%] = 92.878067
Xor file present: 	363292/384376 	 [%] = 94.514746
**** File name: ./output/500MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	384363/384376 	 [%] = 99.996618
Xor file present: 	363292/384376 	 [%] = 94.514746
**** File name: ./output/500MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	357428/384376 	 [%] = 92.989156
Xor file present: 	364844/384376 	 [%] = 94.918517
**** File name: ./output/500MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	384360/384376 	 [%] = 99.995837
Xor file present: 	364844/384376 	 [%] = 94.918517
**** File name: ./output/500MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	357044/384376 	 [%] = 92.889254
Xor file present: 	363127/384376 	 [%] = 94.471819
**** File name: ./output/500MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	384353/384376 	 [%] = 99.994016
Xor file present: 	363127/384376 	 [%] = 94.471819
**** File name: ./output/500MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	359131/384376 	 [%] = 93.432212
Xor file present: 	365376/384376 	 [%] = 95.056923
**** File name: ./output/500MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	365376/384376 	 [%] = 95.056923
**** File name: ./output/500MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	357617/384376 	 [%] = 93.038327
Xor file present: 	363275/384376 	 [%] = 94.510323
**** File name: ./output/500MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	384371/384376 	 [%] = 99.998699
Xor file present: 	363275/384376 	 [%] = 94.510323
**** File name: ./output/500MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	358638/384376 	 [%] = 93.303952
Xor file present: 	364635/384376 	 [%] = 94.864143
**** File name: ./output/500MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	384366/384376 	 [%] = 99.997398
Xor file present: 	364635/384376 	 [%] = 94.864143
**** File name: ./output/500MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	356006/384376 	 [%] = 92.619206
Xor file present: 	363316/384376 	 [%] = 94.520990
**** File name: ./output/500MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	384360/384376 	 [%] = 99.995837
Xor file present: 	363316/384376 	 [%] = 94.520990
**** File name: ./output/500MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	358971/384376 	 [%] = 93.390586
Xor file present: 	363020/384376 	 [%] = 94.443982
**** File name: ./output/500MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	384364/384376 	 [%] = 99.996878
Xor file present: 	363020/384376 	 [%] = 94.443982
**** File name: ./output/500MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	357603/384376 	 [%] = 93.034685
Xor file present: 	362335/384376 	 [%] = 94.265771
**** File name: ./output/500MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	384349/384376 	 [%] = 99.992976
Xor file present: 	362335/384376 	 [%] = 94.265771
**** File name: ./output/500MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	358850/384376 	 [%] = 93.359107
Xor file present: 	364638/384376 	 [%] = 94.864924
**** File name: ./output/500MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	384367/384376 	 [%] = 99.997659
Xor file present: 	364638/384376 	 [%] = 94.864924
**** File name: ./output/500MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	354361/384376 	 [%] = 92.191240
Xor file present: 	361487/384376 	 [%] = 94.045154
**** File name: ./output/500MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	384357/384376 	 [%] = 99.995057
Xor file present: 	361487/384376 	 [%] = 94.045154
**** File name: ./output/500MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	358859/384376 	 [%] = 93.361448
Xor file present: 	365100/384376 	 [%] = 94.985119
**** File name: ./output/500MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	384375/384376 	 [%] = 99.999740
Xor file present: 	365100/384376 	 [%] = 94.985119
**** File name: ./output/500MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	356201/384376 	 [%] = 92.669938
Xor file present: 	363319/384376 	 [%] = 94.521770
**** File name: ./output/500MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	384364/384376 	 [%] = 99.996878
Xor file present: 	363319/384376 	 [%] = 94.521770
**** File name: ./output/500MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	357461/384376 	 [%] = 92.997742
Xor file present: 	362124/384376 	 [%] = 94.210877
**** File name: ./output/500MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	384365/384376 	 [%] = 99.997138
Xor file present: 	362124/384376 	 [%] = 94.210877
**** File name: ./output/500MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	353945/384376 	 [%] = 92.083012
Xor file present: 	361948/384376 	 [%] = 94.165088
**** File name: ./output/500MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	384353/384376 	 [%] = 99.994016
Xor file present: 	361948/384376 	 [%] = 94.165088
**** File name: ./output/500MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	374275/384376 	 [%] = 97.372104
Xor file present: 	377141/384376 	 [%] = 98.117728
**** File name: ./output/500MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	377141/384376 	 [%] = 98.117728
**** File name: ./output/500MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	373362/384376 	 [%] = 97.134577
Xor file present: 	376642/384376 	 [%] = 97.987908
**** File name: ./output/500MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	376642/384376 	 [%] = 97.987908
**** File name: ./output/500MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	375179/384376 	 [%] = 97.607291
Xor file present: 	377216/384376 	 [%] = 98.137241
**** File name: ./output/500MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	377216/384376 	 [%] = 98.137241
**** File name: ./output/500MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	374884/384376 	 [%] = 97.530543
Xor file present: 	377380/384376 	 [%] = 98.179907
**** File name: ./output/500MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	377380/384376 	 [%] = 98.179907
**** File name: ./output/500MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	372497/384376 	 [%] = 96.909536
Xor file present: 	376428/384376 	 [%] = 97.932233
**** File name: ./output/500MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
