**** File name: ./output/100MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	43519/76876 	 [%] = 56.609345
Clear file present: 	65493/76876 	 [%] = 85.193038
Xor file present: 	48616/76876 	 [%] = 63.239503
**** File name: ./output/100MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	43395/76876 	 [%] = 56.448046
Xor file present: 	48656/76876 	 [%] = 63.291534
**** File name: ./output/100MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	65438/76876 	 [%] = 85.121494
Xor file present: 	48656/76876 	 [%] = 63.291534
**** File name: ./output/100MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	43620/76876 	 [%] = 56.740725
Xor file present: 	48720/76876 	 [%] = 63.374785
**** File name: ./output/100MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	65491/76876 	 [%] = 85.190437
Xor file present: 	48720/76876 	 [%] = 63.374785
**** File name: ./output/100MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	42330/76876 	 [%] = 55.062698
Xor file present: 	48531/76876 	 [%] = 63.128935
**** File name: ./output/100MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	64206/76876 	 [%] = 83.518914
Xor file present: 	48531/76876 	 [%] = 63.128935
**** File name: ./output/100MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	43509/76876 	 [%] = 56.596337
Xor file present: 	48660/76876 	 [%] = 63.296738
**** File name: ./output/100MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	65820/76876 	 [%] = 85.618398
Xor file present: 	48660/76876 	 [%] = 63.296738
**** File name: ./output/100MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	41043/76876 	 [%] = 53.388574
Xor file present: 	48723/76876 	 [%] = 63.378688
**** File name: ./output/100MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	62901/76876 	 [%] = 81.821375
Xor file present: 	48723/76876 	 [%] = 63.378688
**** File name: ./output/100MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	39894/76876 	 [%] = 51.893959
Xor file present: 	48621/76876 	 [%] = 63.246007
**** File name: ./output/100MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	61632/76876 	 [%] = 80.170664
Xor file present: 	48621/76876 	 [%] = 63.246007
**** File name: ./output/100MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	43527/76876 	 [%] = 56.619751
Xor file present: 	48442/76876 	 [%] = 63.013164
**** File name: ./output/100MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	65552/76876 	 [%] = 85.269785
Xor file present: 	48442/76876 	 [%] = 63.013164
**** File name: ./output/100MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	43452/76876 	 [%] = 56.522192
Xor file present: 	48622/76876 	 [%] = 63.247307
**** File name: ./output/100MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	65431/76876 	 [%] = 85.112389
Xor file present: 	48622/76876 	 [%] = 63.247307
**** File name: ./output/100MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	42747/76876 	 [%] = 55.605130
Xor file present: 	48536/76876 	 [%] = 63.135439
**** File name: ./output/100MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	64373/76876 	 [%] = 83.736147
Xor file present: 	48536/76876 	 [%] = 63.135439
**** File name: ./output/100MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	43389/76876 	 [%] = 56.440241
Xor file present: 	48571/76876 	 [%] = 63.180967
**** File name: ./output/100MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	65642/76876 	 [%] = 85.386857
Xor file present: 	48571/76876 	 [%] = 63.180967
**** File name: ./output/100MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	41357/76876 	 [%] = 53.797024
Xor file present: 	48637/76876 	 [%] = 63.266819
**** File name: ./output/100MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	63073/76876 	 [%] = 82.045112
Xor file present: 	48637/76876 	 [%] = 63.266819
**** File name: ./output/100MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	43208/76876 	 [%] = 56.204797
Xor file present: 	48557/76876 	 [%] = 63.162756
**** File name: ./output/100MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	64904/76876 	 [%] = 84.426869
Xor file present: 	48557/76876 	 [%] = 63.162756
**** File name: ./output/100MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	41381/76876 	 [%] = 53.828243
Xor file present: 	48687/76876 	 [%] = 63.331859
**** File name: ./output/100MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	63489/76876 	 [%] = 82.586243
Xor file present: 	48687/76876 	 [%] = 63.331859
**** File name: ./output/100MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	43391/76876 	 [%] = 56.442843
Xor file present: 	48724/76876 	 [%] = 63.379989
**** File name: ./output/100MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	65424/76876 	 [%] = 85.103283
Xor file present: 	48724/76876 	 [%] = 63.379989
**** File name: ./output/100MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	64332/76876 	 [%] = 83.682814
Xor file present: 	66404/76876 	 [%] = 86.378063
**** File name: ./output/100MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	76744/76876 	 [%] = 99.828295
Xor file present: 	66404/76876 	 [%] = 86.378063
**** File name: ./output/100MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	64335/76876 	 [%] = 83.686716
Xor file present: 	66473/76876 	 [%] = 86.467818
**** File name: ./output/100MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	76761/76876 	 [%] = 99.850408
Xor file present: 	66473/76876 	 [%] = 86.467818
**** File name: ./output/100MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	64271/76876 	 [%] = 83.603465
Xor file present: 	66410/76876 	 [%] = 86.385868
**** File name: ./output/100MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	76760/76876 	 [%] = 99.849108
Xor file present: 	66410/76876 	 [%] = 86.385868
**** File name: ./output/100MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	63047/76876 	 [%] = 82.011291
Xor file present: 	66477/76876 	 [%] = 86.473021
**** File name: ./output/100MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	76758/76876 	 [%] = 99.846506
Xor file present: 	66477/76876 	 [%] = 86.473021
**** File name: ./output/100MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	63838/76876 	 [%] = 83.040221
Xor file present: 	66387/76876 	 [%] = 86.355950
**** File name: ./output/100MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	76769/76876 	 [%] = 99.860815
Xor file present: 	66387/76876 	 [%] = 86.355950
**** File name: ./output/100MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	62773/76876 	 [%] = 81.654873
Xor file present: 	66492/76876 	 [%] = 86.492533
**** File name: ./output/100MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	76725/76876 	 [%] = 99.803580
Xor file present: 	66492/76876 	 [%] = 86.492533
**** File name: ./output/100MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	64377/76876 	 [%] = 83.741350
Xor file present: 	66460/76876 	 [%] = 86.450908
**** File name: ./output/100MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	76763/76876 	 [%] = 99.853010
Xor file present: 	66460/76876 	 [%] = 86.450908
**** File name: ./output/100MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	64406/76876 	 [%] = 83.779073
Xor file present: 	66576/76876 	 [%] = 86.601800
**** File name: ./output/100MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	76748/76876 	 [%] = 99.833498
Xor file present: 	66576/76876 	 [%] = 86.601800
**** File name: ./output/100MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	64355/76876 	 [%] = 83.712732
Xor file present: 	66304/76876 	 [%] = 86.247984
**** File name: ./output/100MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	76730/76876 	 [%] = 99.810084
Xor file present: 	66304/76876 	 [%] = 86.247984
**** File name: ./output/100MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	64237/76876 	 [%] = 83.559238
Xor file present: 	65603/76876 	 [%] = 85.336126
**** File name: ./output/100MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	76751/76876 	 [%] = 99.837400
Xor file present: 	65603/76876 	 [%] = 85.336126
**** File name: ./output/100MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	64532/76876 	 [%] = 83.942973
Xor file present: 	66376/76876 	 [%] = 86.341641
**** File name: ./output/100MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	76749/76876 	 [%] = 99.834799
Xor file present: 	66376/76876 	 [%] = 86.341641
**** File name: ./output/100MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	64191/76876 	 [%] = 83.499402
Xor file present: 	66391/76876 	 [%] = 86.361153
**** File name: ./output/100MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	76771/76876 	 [%] = 99.863416
Xor file present: 	66391/76876 	 [%] = 86.361153
**** File name: ./output/100MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	64361/76876 	 [%] = 83.720537
Xor file present: 	66399/76876 	 [%] = 86.371559
**** File name: ./output/100MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	76774/76876 	 [%] = 99.867319
Xor file present: 	66399/76876 	 [%] = 86.371559
**** File name: ./output/100MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	64453/76876 	 [%] = 83.840210
Xor file present: 	66493/76876 	 [%] = 86.493834
**** File name: ./output/100MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	76766/76876 	 [%] = 99.856912
Xor file present: 	66493/76876 	 [%] = 86.493834
**** File name: ./output/100MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	64224/76876 	 [%] = 83.542328
Xor file present: 	66442/76876 	 [%] = 86.427494
**** File name: ./output/100MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	76791/76876 	 [%] = 99.889432
Xor file present: 	66442/76876 	 [%] = 86.427494
**** File name: ./output/100MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	64410/76876 	 [%] = 83.784276
Xor file present: 	66401/76876 	 [%] = 86.374161
**** File name: ./output/100MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	76764/76876 	 [%] = 99.854311
Xor file present: 	66401/76876 	 [%] = 86.374161
**** File name: ./output/100MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	63780/76876 	 [%] = 82.964774
Xor file present: 	66561/76876 	 [%] = 86.582288
**** File name: ./output/100MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	76752/76876 	 [%] = 99.838701
Xor file present: 	66561/76876 	 [%] = 86.582288
**** File name: ./output/100MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	62798/76876 	 [%] = 81.687393
Xor file present: 	66575/76876 	 [%] = 86.600500
**** File name: ./output/100MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	76742/76876 	 [%] = 99.825693
Xor file present: 	66575/76876 	 [%] = 86.600500
**** File name: ./output/100MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	63988/76876 	 [%] = 83.235340
Xor file present: 	66522/76876 	 [%] = 86.531557
**** File name: ./output/100MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	76786/76876 	 [%] = 99.882928
Xor file present: 	66522/76876 	 [%] = 86.531557
**** File name: ./output/100MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	63191/76876 	 [%] = 82.198606
Xor file present: 	66475/76876 	 [%] = 86.470420
**** File name: ./output/100MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	76748/76876 	 [%] = 99.833498
Xor file present: 	66475/76876 	 [%] = 86.470420
**** File name: ./output/100MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	63536/76876 	 [%] = 82.647380
Xor file present: 	66592/76876 	 [%] = 86.622613
**** File name: ./output/100MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	76766/76876 	 [%] = 99.856912
Xor file present: 	66592/76876 	 [%] = 86.622613
**** File name: ./output/100MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	63355/76876 	 [%] = 82.411936
Xor file present: 	66273/76876 	 [%] = 86.207659
**** File name: ./output/100MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	76754/76876 	 [%] = 99.841303
Xor file present: 	66273/76876 	 [%] = 86.207659
**** File name: ./output/100MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	63286/76876 	 [%] = 82.322181
Xor file present: 	66257/76876 	 [%] = 86.186846
**** File name: ./output/100MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	76719/76876 	 [%] = 99.795775
Xor file present: 	66257/76876 	 [%] = 86.186846
**** File name: ./output/100MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	64361/76876 	 [%] = 83.720537
Xor file present: 	66558/76876 	 [%] = 86.578386
**** File name: ./output/100MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	76765/76876 	 [%] = 99.855612
Xor file present: 	66558/76876 	 [%] = 86.578386
**** File name: ./output/100MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	64367/76876 	 [%] = 83.728342
Xor file present: 	66102/76876 	 [%] = 85.985223
**** File name: ./output/100MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	76783/76876 	 [%] = 99.879026
Xor file present: 	66102/76876 	 [%] = 85.985223
**** File name: ./output/100MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	64231/76876 	 [%] = 83.551433
Xor file present: 	66495/76876 	 [%] = 86.496436
**** File name: ./output/100MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	76771/76876 	 [%] = 99.863416
Xor file present: 	66495/76876 	 [%] = 86.496436
**** File name: ./output/100MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	72185/76876 	 [%] = 93.897966
Xor file present: 	72994/76876 	 [%] = 94.950310
**** File name: ./output/100MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	72994/76876 	 [%] = 94.950310
**** File name: ./output/100MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	72189/76876 	 [%] = 93.903169
Xor file present: 	73062/76876 	 [%] = 95.038764
**** File name: ./output/100MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	73062/76876 	 [%] = 95.038764
**** File name: ./output/100MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	72243/76876 	 [%] = 93.973412
Xor file present: 	73088/76876 	 [%] = 95.072584
**** File name: ./output/100MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	73088/76876 	 [%] = 95.072584
**** File name: ./output/100MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	72362/76876 	 [%] = 94.128206
Xor file present: 	72904/76876 	 [%] = 94.833238
**** File name: ./output/100MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	72904/76876 	 [%] = 94.833238
**** File name: ./output/100MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	72021/76876 	 [%] = 93.684635
Xor file present: 	72905/76876 	 [%] = 94.834539
**** File name: ./output/100MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	72905/76876 	 [%] = 94.834539
**** File name: ./output/100MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	71526/76876 	 [%] = 93.040741
Xor file present: 	73056/76876 	 [%] = 95.030959
**** File name: ./output/100MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	73056/76876 	 [%] = 95.030959
**** File name: ./output/100MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	72071/76876 	 [%] = 93.749675
Xor file present: 	73044/76876 	 [%] = 95.015349
**** File name: ./output/100MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	76872/76876 	 [%] = 99.994797
Xor file present: 	73044/76876 	 [%] = 95.015349
**** File name: ./output/100MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	72312/76876 	 [%] = 94.063167
Xor file present: 	73014/76876 	 [%] = 94.976326
**** File name: ./output/100MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	76875/76876 	 [%] = 99.998699
Xor file present: 	73014/76876 	 [%] = 94.976326
**** File name: ./output/100MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	72255/76876 	 [%] = 93.989021
Xor file present: 	72954/76876 	 [%] = 94.898278
**** File name: ./output/100MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	72954/76876 	 [%] = 94.898278
**** File name: ./output/100MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	72191/76876 	 [%] = 93.905770
Xor file present: 	73014/76876 	 [%] = 94.976326
**** File name: ./output/100MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	73014/76876 	 [%] = 94.976326
**** File name: ./output/100MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	72285/76876 	 [%] = 94.028045
Xor file present: 	72936/76876 	 [%] = 94.874863
**** File name: ./output/100MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	76875/76876 	 [%] = 99.998699
Xor file present: 	72936/76876 	 [%] = 94.874863
**** File name: ./output/100MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	72244/76876 	 [%] = 93.974713
Xor file present: 	73010/76876 	 [%] = 94.971122
**** File name: ./output/100MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	76872/76876 	 [%] = 99.994797
Xor file present: 	73010/76876 	 [%] = 94.971122
**** File name: ./output/100MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	72028/76876 	 [%] = 93.693741
Xor file present: 	73089/76876 	 [%] = 95.073885
**** File name: ./output/100MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	73089/76876 	 [%] = 95.073885
**** File name: ./output/100MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	72289/76876 	 [%] = 94.033248
Xor file present: 	73001/76876 	 [%] = 94.959415
**** File name: ./output/100MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	76872/76876 	 [%] = 99.994797
Xor file present: 	73001/76876 	 [%] = 94.959415
**** File name: ./output/100MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	72052/76876 	 [%] = 93.724960
Xor file present: 	73054/76876 	 [%] = 95.028357
**** File name: ./output/100MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	73054/76876 	 [%] = 95.028357
**** File name: ./output/100MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	72111/76876 	 [%] = 93.801707
Xor file present: 	72946/76876 	 [%] = 94.887871
**** File name: ./output/100MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	72946/76876 	 [%] = 94.887871
**** File name: ./output/100MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	72103/76876 	 [%] = 93.791300
Xor file present: 	73067/76876 	 [%] = 95.045268
**** File name: ./output/100MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	76873/76876 	 [%] = 99.996098
Xor file present: 	73067/76876 	 [%] = 95.045268
**** File name: ./output/100MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	72194/76876 	 [%] = 93.909673
Xor file present: 	72863/76876 	 [%] = 94.779905
**** File name: ./output/100MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	72863/76876 	 [%] = 94.779905
**** File name: ./output/100MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	72172/76876 	 [%] = 93.881055
Xor file present: 	73083/76876 	 [%] = 95.066080
**** File name: ./output/100MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	73083/76876 	 [%] = 95.066080
**** File name: ./output/100MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	71881/76876 	 [%] = 93.502524
Xor file present: 	73040/76876 	 [%] = 95.010146
**** File name: ./output/100MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	73040/76876 	 [%] = 95.010146
**** File name: ./output/100MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	72092/76876 	 [%] = 93.776992
Xor file present: 	73127/76876 	 [%] = 95.123315
**** File name: ./output/100MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	76874/76876 	 [%] = 99.997398
Xor file present: 	73127/76876 	 [%] = 95.123315
**** File name: ./output/100MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	71831/76876 	 [%] = 93.437484
Xor file present: 	73099/76876 	 [%] = 95.086893
**** File name: ./output/100MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	76873/76876 	 [%] = 99.996098
Xor file present: 	73099/76876 	 [%] = 95.086893
**** File name: ./output/100MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	72222/76876 	 [%] = 93.946095
Xor file present: 	72989/76876 	 [%] = 94.943806
**** File name: ./output/100MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	76870/76876 	 [%] = 99.992195
Xor file present: 	72989/76876 	 [%] = 94.943806
**** File name: ./output/100MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	72201/76876 	 [%] = 93.918778
Xor file present: 	73004/76876 	 [%] = 94.963318
**** File name: ./output/100MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	76873/76876 	 [%] = 99.996098
Xor file present: 	73004/76876 	 [%] = 94.963318
**** File name: ./output/100MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	71976/76876 	 [%] = 93.626099
Xor file present: 	73083/76876 	 [%] = 95.066080
**** File name: ./output/100MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	73083/76876 	 [%] = 95.066080
**** File name: ./output/100MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	71171/76876 	 [%] = 92.578958
Xor file present: 	73090/76876 	 [%] = 95.075186
**** File name: ./output/100MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	76875/76876 	 [%] = 99.998699
Xor file present: 	73090/76876 	 [%] = 95.075186
**** File name: ./output/100MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	75117/76876 	 [%] = 97.711900
Xor file present: 	75462/76876 	 [%] = 98.160674
**** File name: ./output/100MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	75462/76876 	 [%] = 98.160674
**** File name: ./output/100MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	75074/76876 	 [%] = 97.655965
Xor file present: 	75376/76876 	 [%] = 98.048806
**** File name: ./output/100MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	75376/76876 	 [%] = 98.048806
**** File name: ./output/100MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	75122/76876 	 [%] = 97.718404
Xor file present: 	75490/76876 	 [%] = 98.197097
**** File name: ./output/100MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	75490/76876 	 [%] = 98.197097
**** File name: ./output/100MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	75152/76876 	 [%] = 97.757428
Xor file present: 	75455/76876 	 [%] = 98.151569
**** File name: ./output/100MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
Xor file present: 	75455/76876 	 [%] = 98.151569
**** File name: ./output/100MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	75105/76876 	 [%] = 97.696290
Xor file present: 	75417/76876 	 [%] = 98.102139
**** File name: ./output/100MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	76876/76876 	 [%] = 100.000000
