**** File name: ./output/50MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	21869/38438 	 [%] = 56.894219
Clear file present: 	22098/38438 	 [%] = 57.489984
Xor file present: 	24221/38438 	 [%] = 63.013164
**** File name: ./output/50MB-spr1-no7.bin_clear_data.in ****
Clear file present: 	32971/38438 	 [%] = 85.777096
Xor file present: 	24221/38438 	 [%] = 63.013164
**** File name: ./output/50MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	21114/38438 	 [%] = 54.930017
Xor file present: 	24235/38438 	 [%] = 63.049586
**** File name: ./output/50MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	32044/38438 	 [%] = 83.365420
Xor file present: 	24235/38438 	 [%] = 63.049586
**** File name: ./output/50MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	21054/38438 	 [%] = 54.773922
Xor file present: 	24278/38438 	 [%] = 63.161455
**** File name: ./output/50MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	32004/38438 	 [%] = 83.261356
Xor file present: 	24278/38438 	 [%] = 63.161455
**** File name: ./output/50MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	22059/38438 	 [%] = 57.388522
Xor file present: 	24273/38438 	 [%] = 63.148447
**** File name: ./output/50MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	33111/38438 	 [%] = 86.141318
Xor file present: 	24273/38438 	 [%] = 63.148447
**** File name: ./output/50MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	22252/38438 	 [%] = 57.890629
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	33173/38438 	 [%] = 86.302617
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	21865/38438 	 [%] = 56.883813
Xor file present: 	24272/38438 	 [%] = 63.145845
**** File name: ./output/50MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	33070/38438 	 [%] = 86.034653
Xor file present: 	24272/38438 	 [%] = 63.145845
**** File name: ./output/50MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	21281/38438 	 [%] = 55.364483
Xor file present: 	24120/38438 	 [%] = 62.750403
**** File name: ./output/50MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	32161/38438 	 [%] = 83.669806
Xor file present: 	24120/38438 	 [%] = 62.750403
**** File name: ./output/50MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	21089/38438 	 [%] = 54.864977
Xor file present: 	24299/38438 	 [%] = 63.216088
**** File name: ./output/50MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	32115/38438 	 [%] = 83.550133
Xor file present: 	24299/38438 	 [%] = 63.216088
**** File name: ./output/50MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	21572/38438 	 [%] = 56.121546
Xor file present: 	24222/38438 	 [%] = 63.015766
**** File name: ./output/50MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	32510/38438 	 [%] = 84.577762
Xor file present: 	24222/38438 	 [%] = 63.015766
**** File name: ./output/50MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	20996/38438 	 [%] = 54.623029
Xor file present: 	24259/38438 	 [%] = 63.112025
**** File name: ./output/50MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	32006/38438 	 [%] = 83.266559
Xor file present: 	24259/38438 	 [%] = 63.112025
**** File name: ./output/50MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	20502/38438 	 [%] = 53.337843
Xor file present: 	24335/38438 	 [%] = 63.309746
**** File name: ./output/50MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	31286/38438 	 [%] = 81.393413
Xor file present: 	24335/38438 	 [%] = 63.309746
**** File name: ./output/50MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	20986/38438 	 [%] = 54.597013
Xor file present: 	24209/38438 	 [%] = 62.981945
**** File name: ./output/50MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	31780/38438 	 [%] = 82.678599
Xor file present: 	24209/38438 	 [%] = 62.981945
**** File name: ./output/50MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	19378/38438 	 [%] = 50.413653
Xor file present: 	24088/38438 	 [%] = 62.667152
**** File name: ./output/50MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	29510/38438 	 [%] = 76.772985
Xor file present: 	24088/38438 	 [%] = 62.667152
**** File name: ./output/50MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	20843/38438 	 [%] = 54.224986
Xor file present: 	24203/38438 	 [%] = 62.966335
**** File name: ./output/50MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	31889/38438 	 [%] = 82.962173
Xor file present: 	24203/38438 	 [%] = 62.966335
**** File name: ./output/50MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	19725/38438 	 [%] = 51.316406
Xor file present: 	23764/38438 	 [%] = 61.824236
**** File name: ./output/50MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	30106/38438 	 [%] = 78.323534
Xor file present: 	23764/38438 	 [%] = 61.824236
**** File name: ./output/50MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	20817/38438 	 [%] = 54.157344
Xor file present: 	24384/38438 	 [%] = 63.437224
**** File name: ./output/50MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	31621/38438 	 [%] = 82.264946
Xor file present: 	24384/38438 	 [%] = 63.437224
**** File name: ./output/50MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	20623/38438 	 [%] = 53.652635
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	31363/38438 	 [%] = 81.593735
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	20736/38438 	 [%] = 53.946615
Xor file present: 	23997/38438 	 [%] = 62.430407
**** File name: ./output/50MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	31423/38438 	 [%] = 81.749831
Xor file present: 	23997/38438 	 [%] = 62.430407
**** File name: ./output/50MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	20852/38438 	 [%] = 54.248400
Xor file present: 	24280/38438 	 [%] = 63.166658
**** File name: ./output/50MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	31785/38438 	 [%] = 82.691607
Xor file present: 	24280/38438 	 [%] = 63.166658
**** File name: ./output/50MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	20694/38438 	 [%] = 53.837348
Xor file present: 	23951/38438 	 [%] = 62.310734
**** File name: ./output/50MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	31600/38438 	 [%] = 82.210313
Xor file present: 	23951/38438 	 [%] = 62.310734
**** File name: ./output/50MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	22038/38438 	 [%] = 57.333888
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	33049/38438 	 [%] = 85.980020
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	20633/38438 	 [%] = 53.678651
Xor file present: 	23923/38438 	 [%] = 62.237890
**** File name: ./output/50MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	31372/38438 	 [%] = 81.617150
Xor file present: 	23923/38438 	 [%] = 62.237890
**** File name: ./output/50MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	21049/38438 	 [%] = 54.760914
Xor file present: 	24220/38438 	 [%] = 63.010562
**** File name: ./output/50MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	31971/38438 	 [%] = 83.175503
Xor file present: 	24220/38438 	 [%] = 63.010562
**** File name: ./output/50MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	21172/38438 	 [%] = 55.080910
Xor file present: 	24299/38438 	 [%] = 63.216088
**** File name: ./output/50MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	31920/38438 	 [%] = 83.042822
Xor file present: 	24299/38438 	 [%] = 63.216088
**** File name: ./output/50MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	21137/38438 	 [%] = 54.989854
Xor file present: 	24134/38438 	 [%] = 62.786826
**** File name: ./output/50MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	31911/38438 	 [%] = 83.019408
Xor file present: 	24134/38438 	 [%] = 62.786826
**** File name: ./output/50MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	20098/38438 	 [%] = 52.286800
Xor file present: 	24207/38438 	 [%] = 62.976742
**** File name: ./output/50MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	30815/38438 	 [%] = 80.168063
Xor file present: 	24207/38438 	 [%] = 62.976742
**** File name: ./output/50MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	20654/38438 	 [%] = 53.733285
Xor file present: 	24333/38438 	 [%] = 63.304542
**** File name: ./output/50MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	31756/38438 	 [%] = 82.616161
Xor file present: 	24333/38438 	 [%] = 63.304542
**** File name: ./output/50MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	20740/38438 	 [%] = 53.957022
Xor file present: 	24122/38438 	 [%] = 62.755606
**** File name: ./output/50MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	31531/38438 	 [%] = 82.030803
Xor file present: 	24122/38438 	 [%] = 62.755606
**** File name: ./output/50MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	21893/38438 	 [%] = 56.956657
Xor file present: 	24376/38438 	 [%] = 63.416411
**** File name: ./output/50MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	32982/38438 	 [%] = 85.805713
Xor file present: 	24376/38438 	 [%] = 63.416411
**** File name: ./output/50MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	21830/38438 	 [%] = 56.792757
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	32998/38438 	 [%] = 85.847339
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	21863/38438 	 [%] = 56.878610
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	32912/38438 	 [%] = 85.623602
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	21069/38438 	 [%] = 54.812946
Xor file present: 	24182/38438 	 [%] = 62.911702
**** File name: ./output/50MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	32127/38438 	 [%] = 83.581352
Xor file present: 	24182/38438 	 [%] = 62.911702
**** File name: ./output/50MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	21948/38438 	 [%] = 57.099745
Xor file present: 	24264/38438 	 [%] = 63.125033
**** File name: ./output/50MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	32905/38438 	 [%] = 85.605390
Xor file present: 	24264/38438 	 [%] = 63.125033
**** File name: ./output/50MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	20913/38438 	 [%] = 54.407097
Xor file present: 	24251/38438 	 [%] = 63.091212
**** File name: ./output/50MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	31952/38438 	 [%] = 83.126073
Xor file present: 	24251/38438 	 [%] = 63.091212
**** File name: ./output/50MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	20861/38438 	 [%] = 54.271814
Xor file present: 	24198/38438 	 [%] = 62.953327
**** File name: ./output/50MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	31749/38438 	 [%] = 82.597950
Xor file present: 	24198/38438 	 [%] = 62.953327
**** File name: ./output/50MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	19552/38438 	 [%] = 50.866330
Xor file present: 	24267/38438 	 [%] = 63.132837
**** File name: ./output/50MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	30264/38438 	 [%] = 78.734586
Xor file present: 	24267/38438 	 [%] = 63.132837
**** File name: ./output/50MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	21175/38438 	 [%] = 55.088714
Xor file present: 	24201/38438 	 [%] = 62.961132
**** File name: ./output/50MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	31996/38438 	 [%] = 83.240543
Xor file present: 	24201/38438 	 [%] = 62.961132
**** File name: ./output/50MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	21201/38438 	 [%] = 55.156356
Xor file present: 	24216/38438 	 [%] = 63.000156
**** File name: ./output/50MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	32065/38438 	 [%] = 83.420053
Xor file present: 	24216/38438 	 [%] = 63.000156
**** File name: ./output/50MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	21296/38438 	 [%] = 55.403507
Xor file present: 	24314/38438 	 [%] = 63.255112
**** File name: ./output/50MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	32224/38438 	 [%] = 83.833706
Xor file present: 	24314/38438 	 [%] = 63.255112
**** File name: ./output/50MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	20954/38438 	 [%] = 54.513762
Xor file present: 	24268/38438 	 [%] = 63.135439
**** File name: ./output/50MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	31837/38438 	 [%] = 82.826890
Xor file present: 	24268/38438 	 [%] = 63.135439
**** File name: ./output/50MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	21045/38438 	 [%] = 54.750507
Xor file present: 	24309/38438 	 [%] = 63.242104
**** File name: ./output/50MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	32114/38438 	 [%] = 83.547531
Xor file present: 	24309/38438 	 [%] = 63.242104
**** File name: ./output/50MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	21781/38438 	 [%] = 56.665279
Xor file present: 	24247/38438 	 [%] = 63.080805
**** File name: ./output/50MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	32625/38438 	 [%] = 84.876945
Xor file present: 	24247/38438 	 [%] = 63.080805
**** File name: ./output/50MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	20996/38438 	 [%] = 54.623029
Xor file present: 	24204/38438 	 [%] = 62.968937
**** File name: ./output/50MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	31801/38438 	 [%] = 82.733233
Xor file present: 	24204/38438 	 [%] = 62.968937
**** File name: ./output/50MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	20996/38438 	 [%] = 54.623029
Xor file present: 	24264/38438 	 [%] = 63.125033
**** File name: ./output/50MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	32101/38438 	 [%] = 83.513710
Xor file present: 	24264/38438 	 [%] = 63.125033
**** File name: ./output/50MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	22024/38438 	 [%] = 57.297466
Xor file present: 	24283/38438 	 [%] = 63.174463
**** File name: ./output/50MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	33090/38438 	 [%] = 86.086685
Xor file present: 	24283/38438 	 [%] = 63.174463
**** File name: ./output/50MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	32232/38438 	 [%] = 83.854519
Xor file present: 	33196/38438 	 [%] = 86.362454
**** File name: ./output/50MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	38362/38438 	 [%] = 99.802279
Xor file present: 	33196/38438 	 [%] = 86.362454
**** File name: ./output/50MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	32263/38438 	 [%] = 83.935168
Xor file present: 	33123/38438 	 [%] = 86.172538
**** File name: ./output/50MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	38375/38438 	 [%] = 99.836100
Xor file present: 	33123/38438 	 [%] = 86.172538
**** File name: ./output/50MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	32233/38438 	 [%] = 83.857121
Xor file present: 	33319/38438 	 [%] = 86.682450
**** File name: ./output/50MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	38382/38438 	 [%] = 99.854311
Xor file present: 	33319/38438 	 [%] = 86.682450
**** File name: ./output/50MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	32325/38438 	 [%] = 84.096467
Xor file present: 	33316/38438 	 [%] = 86.674645
**** File name: ./output/50MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	38401/38438 	 [%] = 99.903741
Xor file present: 	33316/38438 	 [%] = 86.674645
**** File name: ./output/50MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	32223/38438 	 [%] = 83.831105
Xor file present: 	33345/38438 	 [%] = 86.750091
**** File name: ./output/50MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	38374/38438 	 [%] = 99.833498
Xor file present: 	33345/38438 	 [%] = 86.750091
**** File name: ./output/50MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	32368/38438 	 [%] = 84.208336
Xor file present: 	33209/38438 	 [%] = 86.396275
**** File name: ./output/50MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	38374/38438 	 [%] = 99.833498
Xor file present: 	33209/38438 	 [%] = 86.396275
**** File name: ./output/50MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	32284/38438 	 [%] = 83.989802
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	38379/38438 	 [%] = 99.846506
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	32302/38438 	 [%] = 84.036630
Xor file present: 	33165/38438 	 [%] = 86.281804
**** File name: ./output/50MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	38386/38438 	 [%] = 99.864717
Xor file present: 	33165/38438 	 [%] = 86.281804
**** File name: ./output/50MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	32354/38438 	 [%] = 84.171913
Xor file present: 	33230/38438 	 [%] = 86.450908
**** File name: ./output/50MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	38363/38438 	 [%] = 99.804881
Xor file present: 	33230/38438 	 [%] = 86.450908
**** File name: ./output/50MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	32286/38438 	 [%] = 83.995005
Xor file present: 	33277/38438 	 [%] = 86.573183
**** File name: ./output/50MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	38383/38438 	 [%] = 99.856912
Xor file present: 	33277/38438 	 [%] = 86.573183
**** File name: ./output/50MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	32223/38438 	 [%] = 83.831105
Xor file present: 	33211/38438 	 [%] = 86.401478
**** File name: ./output/50MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	38390/38438 	 [%] = 99.875124
Xor file present: 	33211/38438 	 [%] = 86.401478
**** File name: ./output/50MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	31292/38438 	 [%] = 81.409022
Xor file present: 	33320/38438 	 [%] = 86.685051
**** File name: ./output/50MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	38363/38438 	 [%] = 99.804881
Xor file present: 	33320/38438 	 [%] = 86.685051
**** File name: ./output/50MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	32178/38438 	 [%] = 83.714033
Xor file present: 	33221/38438 	 [%] = 86.427494
**** File name: ./output/50MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	38388/38438 	 [%] = 99.869920
Xor file present: 	33221/38438 	 [%] = 86.427494
**** File name: ./output/50MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	32393/38438 	 [%] = 84.273375
Xor file present: 	33199/38438 	 [%] = 86.370259
**** File name: ./output/50MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	38363/38438 	 [%] = 99.804881
Xor file present: 	33199/38438 	 [%] = 86.370259
**** File name: ./output/50MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	31551/38438 	 [%] = 82.082835
Xor file present: 	33328/38438 	 [%] = 86.705864
**** File name: ./output/50MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	38374/38438 	 [%] = 99.833498
Xor file present: 	33328/38438 	 [%] = 86.705864
**** File name: ./output/50MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	32327/38438 	 [%] = 84.101670
Xor file present: 	33246/38438 	 [%] = 86.492533
**** File name: ./output/50MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	38401/38438 	 [%] = 99.903741
Xor file present: 	33246/38438 	 [%] = 86.492533
**** File name: ./output/50MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	32372/38438 	 [%] = 84.218742
Xor file present: 	33252/38438 	 [%] = 86.508143
**** File name: ./output/50MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	38392/38438 	 [%] = 99.880327
Xor file present: 	33252/38438 	 [%] = 86.508143
**** File name: ./output/50MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	27350/38438 	 [%] = 71.153546
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	38136/38438 	 [%] = 99.214319
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	32248/38438 	 [%] = 83.896144
Xor file present: 	33281/38438 	 [%] = 86.583589
**** File name: ./output/50MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	38398/38438 	 [%] = 99.895936
Xor file present: 	33281/38438 	 [%] = 86.583589
**** File name: ./output/50MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	32391/38438 	 [%] = 84.268172
Xor file present: 	33318/38438 	 [%] = 86.679848
**** File name: ./output/50MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	38374/38438 	 [%] = 99.833498
Xor file present: 	33318/38438 	 [%] = 86.679848
**** File name: ./output/50MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	32347/38438 	 [%] = 84.153702
Xor file present: 	33183/38438 	 [%] = 86.328633
**** File name: ./output/50MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	38386/38438 	 [%] = 99.864717
Xor file present: 	33183/38438 	 [%] = 86.328633
**** File name: ./output/50MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	32326/38438 	 [%] = 84.099069
Xor file present: 	33244/38438 	 [%] = 86.487330
**** File name: ./output/50MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	38371/38438 	 [%] = 99.825693
Xor file present: 	33244/38438 	 [%] = 86.487330
**** File name: ./output/50MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	32137/38438 	 [%] = 83.607368
Xor file present: 	33291/38438 	 [%] = 86.609605
**** File name: ./output/50MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	38386/38438 	 [%] = 99.864717
Xor file present: 	33291/38438 	 [%] = 86.609605
**** File name: ./output/50MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	32240/38438 	 [%] = 83.875332
Xor file present: 	33167/38438 	 [%] = 86.287008
**** File name: ./output/50MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	38369/38438 	 [%] = 99.820490
Xor file present: 	33167/38438 	 [%] = 86.287008
**** File name: ./output/50MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	32258/38438 	 [%] = 83.922160
Xor file present: 	33260/38438 	 [%] = 86.528956
**** File name: ./output/50MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	38384/38438 	 [%] = 99.859514
Xor file present: 	33260/38438 	 [%] = 86.528956
**** File name: ./output/50MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	32297/38438 	 [%] = 84.023622
Xor file present: 	32844/38438 	 [%] = 85.446693
**** File name: ./output/50MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	38377/38438 	 [%] = 99.841303
Xor file present: 	32844/38438 	 [%] = 85.446693
**** File name: ./output/50MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	30141/38438 	 [%] = 78.414590
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	38307/38438 	 [%] = 99.659191
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	32337/38438 	 [%] = 84.127686
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	38372/38438 	 [%] = 99.828295
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	32269/38438 	 [%] = 83.950778
Xor file present: 	32754/38438 	 [%] = 85.212550
**** File name: ./output/50MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	38362/38438 	 [%] = 99.802279
Xor file present: 	32754/38438 	 [%] = 85.212550
**** File name: ./output/50MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	32416/38438 	 [%] = 84.333212
Xor file present: 	33231/38438 	 [%] = 86.453510
**** File name: ./output/50MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	38393/38438 	 [%] = 99.882928
Xor file present: 	33231/38438 	 [%] = 86.453510
**** File name: ./output/50MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	32146/38438 	 [%] = 83.630782
Xor file present: 	33194/38438 	 [%] = 86.357251
**** File name: ./output/50MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	38384/38438 	 [%] = 99.859514
Xor file present: 	33194/38438 	 [%] = 86.357251
**** File name: ./output/50MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	31484/38438 	 [%] = 81.908528
Xor file present: 	33322/38438 	 [%] = 86.690254
**** File name: ./output/50MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	38352/38438 	 [%] = 99.776263
