**** File name: ./output/1MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	445/769 	 [%] = 57.867360
Clear file present: 	472/769 	 [%] = 61.378414
Xor file present: 	504/769 	 [%] = 65.539662
**** File name: ./output/1MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	680/769 	 [%] = 88.426528
Xor file present: 	504/769 	 [%] = 65.539662
**** File name: ./output/1MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	501/769 	 [%] = 65.149545
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	715/769 	 [%] = 92.977893
Xor file present: 	486/769 	 [%] = 63.198960
**** File name: ./output/1MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	476/769 	 [%] = 61.898570
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	686/769 	 [%] = 89.206762
Xor file present: 	489/769 	 [%] = 63.589077
**** File name: ./output/1MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	356/769 	 [%] = 46.293888
Xor file present: 	371/769 	 [%] = 48.244473
**** File name: ./output/1MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	470/769 	 [%] = 61.118336
Xor file present: 	371/769 	 [%] = 48.244473
**** File name: ./output/1MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	369/769 	 [%] = 47.984395
Xor file present: 	388/769 	 [%] = 50.455137
**** File name: ./output/1MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	504/769 	 [%] = 65.539662
Xor file present: 	388/769 	 [%] = 50.455137
**** File name: ./output/1MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	432/769 	 [%] = 56.176853
Xor file present: 	459/769 	 [%] = 59.687906
**** File name: ./output/1MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	669/769 	 [%] = 86.996099
Xor file present: 	459/769 	 [%] = 59.687906
**** File name: ./output/1MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	472/769 	 [%] = 61.378414
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	696/769 	 [%] = 90.507152
Xor file present: 	483/769 	 [%] = 62.808843
**** File name: ./output/1MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	476/769 	 [%] = 61.898570
Xor file present: 	471/769 	 [%] = 61.248375
**** File name: ./output/1MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	685/769 	 [%] = 89.076723
Xor file present: 	471/769 	 [%] = 61.248375
**** File name: ./output/1MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	477/769 	 [%] = 62.028609
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	681/769 	 [%] = 88.556567
Xor file present: 	485/769 	 [%] = 63.068921
**** File name: ./output/1MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	469/769 	 [%] = 60.988296
Xor file present: 	481/769 	 [%] = 62.548765
**** File name: ./output/1MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	661/769 	 [%] = 85.955787
Xor file present: 	481/769 	 [%] = 62.548765
**** File name: ./output/1MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	468/769 	 [%] = 60.858257
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	686/769 	 [%] = 89.206762
Xor file present: 	492/769 	 [%] = 63.979194
**** File name: ./output/1MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	372/769 	 [%] = 48.374512
Xor file present: 	396/769 	 [%] = 51.495449
**** File name: ./output/1MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	545/769 	 [%] = 70.871261
Xor file present: 	396/769 	 [%] = 51.495449
**** File name: ./output/1MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	470/769 	 [%] = 61.118336
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	676/769 	 [%] = 87.906372
Xor file present: 	484/769 	 [%] = 62.938882
**** File name: ./output/1MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	484/769 	 [%] = 62.938882
Xor file present: 	468/769 	 [%] = 60.858257
**** File name: ./output/1MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	677/769 	 [%] = 88.036411
Xor file present: 	468/769 	 [%] = 60.858257
**** File name: ./output/1MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	490/769 	 [%] = 63.719116
Xor file present: 	502/769 	 [%] = 65.279584
**** File name: ./output/1MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	716/769 	 [%] = 93.107932
Xor file present: 	502/769 	 [%] = 65.279584
**** File name: ./output/1MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	370/769 	 [%] = 48.114434
Xor file present: 	381/769 	 [%] = 49.544863
**** File name: ./output/1MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	509/769 	 [%] = 66.189857
Xor file present: 	381/769 	 [%] = 49.544863
**** File name: ./output/1MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	421/769 	 [%] = 54.746424
Xor file present: 	449/769 	 [%] = 58.387516
**** File name: ./output/1MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	604/769 	 [%] = 78.543563
Xor file present: 	449/769 	 [%] = 58.387516
**** File name: ./output/1MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	484/769 	 [%] = 62.938882
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	702/769 	 [%] = 91.287386
Xor file present: 	490/769 	 [%] = 63.719116
**** File name: ./output/1MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	488/769 	 [%] = 63.459038
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	703/769 	 [%] = 91.417425
Xor file present: 	496/769 	 [%] = 64.499350
**** File name: ./output/1MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	342/769 	 [%] = 44.473342
Xor file present: 	372/769 	 [%] = 48.374512
**** File name: ./output/1MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	472/769 	 [%] = 61.378414
Xor file present: 	372/769 	 [%] = 48.374512
**** File name: ./output/1MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	356/769 	 [%] = 46.293888
Xor file present: 	363/769 	 [%] = 47.204161
**** File name: ./output/1MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	482/769 	 [%] = 62.678804
Xor file present: 	363/769 	 [%] = 47.204161
**** File name: ./output/1MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	603/769 	 [%] = 78.413524
Xor file present: 	659/769 	 [%] = 85.695709
**** File name: ./output/1MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	659/769 	 [%] = 85.695709
**** File name: ./output/1MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	603/769 	 [%] = 78.413524
Xor file present: 	657/769 	 [%] = 85.435631
**** File name: ./output/1MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	657/769 	 [%] = 85.435631
**** File name: ./output/1MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	511/769 	 [%] = 66.449935
Xor file present: 	605/769 	 [%] = 78.673602
**** File name: ./output/1MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	746/769 	 [%] = 97.009103
Xor file present: 	605/769 	 [%] = 78.673602
**** File name: ./output/1MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	584/769 	 [%] = 75.942783
Xor file present: 	637/769 	 [%] = 82.834850
**** File name: ./output/1MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	637/769 	 [%] = 82.834850
**** File name: ./output/1MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	634/769 	 [%] = 82.444733
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	668/769 	 [%] = 86.866060
**** File name: ./output/1MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	630/769 	 [%] = 81.924577
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	655/769 	 [%] = 85.175553
**** File name: ./output/1MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	625/769 	 [%] = 81.274382
Xor file present: 	671/769 	 [%] = 87.256177
**** File name: ./output/1MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	768/769 	 [%] = 99.869961
Xor file present: 	671/769 	 [%] = 87.256177
**** File name: ./output/1MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	636/769 	 [%] = 82.704811
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	670/769 	 [%] = 87.126138
**** File name: ./output/1MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	448/769 	 [%] = 58.257477
Xor file present: 	596/769 	 [%] = 77.503251
**** File name: ./output/1MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	703/769 	 [%] = 91.417425
Xor file present: 	596/769 	 [%] = 77.503251
**** File name: ./output/1MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	578/769 	 [%] = 75.162549
Xor file present: 	641/769 	 [%] = 83.355007
**** File name: ./output/1MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	765/769 	 [%] = 99.479844
Xor file present: 	641/769 	 [%] = 83.355007
**** File name: ./output/1MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	641/769 	 [%] = 83.355007
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	762/769 	 [%] = 99.089727
Xor file present: 	665/769 	 [%] = 86.475943
**** File name: ./output/1MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	505/769 	 [%] = 65.669701
Xor file present: 	585/769 	 [%] = 76.072822
**** File name: ./output/1MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	742/769 	 [%] = 96.488947
Xor file present: 	585/769 	 [%] = 76.072822
**** File name: ./output/1MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	568/769 	 [%] = 73.862159
Xor file present: 	656/769 	 [%] = 85.305592
**** File name: ./output/1MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	766/769 	 [%] = 99.609883
Xor file present: 	656/769 	 [%] = 85.305592
**** File name: ./output/1MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	563/769 	 [%] = 73.211964
Xor file present: 	678/769 	 [%] = 88.166450
**** File name: ./output/1MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	751/769 	 [%] = 97.659298
Xor file present: 	678/769 	 [%] = 88.166450
**** File name: ./output/1MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	563/769 	 [%] = 73.211964
Xor file present: 	663/769 	 [%] = 86.215865
**** File name: ./output/1MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	766/769 	 [%] = 99.609883
Xor file present: 	663/769 	 [%] = 86.215865
**** File name: ./output/1MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	515/769 	 [%] = 66.970091
Xor file present: 	604/769 	 [%] = 78.543563
**** File name: ./output/1MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	752/769 	 [%] = 97.789337
Xor file present: 	604/769 	 [%] = 78.543563
**** File name: ./output/1MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	556/769 	 [%] = 72.301691
Xor file present: 	628/769 	 [%] = 81.664499
**** File name: ./output/1MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	762/769 	 [%] = 99.089727
Xor file present: 	628/769 	 [%] = 81.664499
**** File name: ./output/1MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	616/769 	 [%] = 80.104031
Xor file present: 	677/769 	 [%] = 88.036411
**** File name: ./output/1MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	677/769 	 [%] = 88.036411
**** File name: ./output/1MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	594/769 	 [%] = 77.243173
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	766/769 	 [%] = 99.609883
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	493/769 	 [%] = 64.109233
Xor file present: 	598/769 	 [%] = 77.763329
**** File name: ./output/1MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	729/769 	 [%] = 94.798440
Xor file present: 	598/769 	 [%] = 77.763329
**** File name: ./output/1MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	611/769 	 [%] = 79.453836
Xor file present: 	653/769 	 [%] = 84.915475
**** File name: ./output/1MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	760/769 	 [%] = 98.829649
Xor file present: 	653/769 	 [%] = 84.915475
**** File name: ./output/1MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	462/769 	 [%] = 60.078023
Xor file present: 	586/769 	 [%] = 76.202861
**** File name: ./output/1MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	696/769 	 [%] = 90.507152
Xor file present: 	586/769 	 [%] = 76.202861
**** File name: ./output/1MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	617/769 	 [%] = 80.234070
Xor file present: 	658/769 	 [%] = 85.565670
**** File name: ./output/1MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	764/769 	 [%] = 99.349805
Xor file present: 	658/769 	 [%] = 85.565670
**** File name: ./output/1MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	552/769 	 [%] = 71.781534
Xor file present: 	623/769 	 [%] = 81.014304
**** File name: ./output/1MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	744/769 	 [%] = 96.749025
Xor file present: 	623/769 	 [%] = 81.014304
**** File name: ./output/1MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	635/769 	 [%] = 82.574772
Xor file present: 	647/769 	 [%] = 84.135241
**** File name: ./output/1MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	766/769 	 [%] = 99.609883
Xor file present: 	647/769 	 [%] = 84.135241
**** File name: ./output/1MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	654/769 	 [%] = 85.045514
Xor file present: 	672/769 	 [%] = 87.386216
**** File name: ./output/1MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	672/769 	 [%] = 87.386216
**** File name: ./output/1MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	508/769 	 [%] = 66.059818
Xor file present: 	594/769 	 [%] = 77.243173
**** File name: ./output/1MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	745/769 	 [%] = 96.879064
Xor file present: 	594/769 	 [%] = 77.243173
**** File name: ./output/1MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	630/769 	 [%] = 81.924577
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	510/769 	 [%] = 66.319896
Xor file present: 	613/769 	 [%] = 79.713914
**** File name: ./output/1MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	752/769 	 [%] = 97.789337
Xor file present: 	613/769 	 [%] = 79.713914
**** File name: ./output/1MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	564/769 	 [%] = 73.342003
Xor file present: 	629/769 	 [%] = 81.794538
**** File name: ./output/1MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	760/769 	 [%] = 98.829649
Xor file present: 	629/769 	 [%] = 81.794538
**** File name: ./output/1MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	628/769 	 [%] = 81.664499
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	624/769 	 [%] = 81.144343
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	767/769 	 [%] = 99.739922
Xor file present: 	664/769 	 [%] = 86.345904
**** File name: ./output/1MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	620/769 	 [%] = 80.624187
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no33.bin_clear_data.in ****
Clear file present: 	769/769 	 [%] = 100.000000
Xor file present: 	669/769 	 [%] = 86.996099
**** File name: ./output/1MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	480/769 	 [%] = 62.418726
Xor file present: 	600/769 	 [%] = 78.023407
**** File name: ./output/1MB-spr2-no34.bin_clear_data.in ****
Clear file present: 	762/769 	 [%] = 99.089727
Xor file present: 	600/769 	 [%] = 78.023407
**** File name: ./output/1MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	547/769 	 [%] = 71.131339
Xor file present: 	625/769 	 [%] = 81.274382
**** File name: ./output/1MB-spr2-no35.bin_clear_data.in ****
Clear file present: 	751/769 	 [%] = 97.659298
Xor file present: 	625/769 	 [%] = 81.274382
**** File name: ./output/1MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	462/769 	 [%] = 60.078023
Xor file present: 	567/769 	 [%] = 73.732120
**** File name: ./output/1MB-spr2-no36.bin_clear_data.in ****
Clear file present: 	676/769 	 [%] = 87.906372
Xor file present: 	567/769 	 [%] = 73.732120
