**** File name: ./output/75MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	32485/57657 	 [%] = 56.341815
**** File name: ./output/75MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	49171/57657 	 [%] = 85.281926
Xor file present: 	36438/57657 	 [%] = 63.197877
**** File name: ./output/75MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	30924/57657 	 [%] = 53.634424
Xor file present: 	36503/57657 	 [%] = 63.310613
**** File name: ./output/75MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	47473/57657 	 [%] = 82.336924
Xor file present: 	36503/57657 	 [%] = 63.310613
**** File name: ./output/75MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	32465/57657 	 [%] = 56.307127
Xor file present: 	36517/57657 	 [%] = 63.334894
**** File name: ./output/75MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	48935/57657 	 [%] = 84.872609
Xor file present: 	36517/57657 	 [%] = 63.334894
**** File name: ./output/75MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	30748/57657 	 [%] = 53.329171
Xor file present: 	36399/57657 	 [%] = 63.130236
**** File name: ./output/75MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	47100/57657 	 [%] = 81.689994
Xor file present: 	36399/57657 	 [%] = 63.130236
**** File name: ./output/75MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	32683/57657 	 [%] = 56.685225
Xor file present: 	36422/57657 	 [%] = 63.170127
**** File name: ./output/75MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	49268/57657 	 [%] = 85.450162
Xor file present: 	36422/57657 	 [%] = 63.170127
**** File name: ./output/75MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	30616/57657 	 [%] = 53.100231
Xor file present: 	36193/57657 	 [%] = 62.772950
**** File name: ./output/75MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	46838/57657 	 [%] = 81.235583
Xor file present: 	36193/57657 	 [%] = 62.772950
**** File name: ./output/75MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	32498/57657 	 [%] = 56.364362
Xor file present: 	36467/57657 	 [%] = 63.248175
**** File name: ./output/75MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	48951/57657 	 [%] = 84.900359
Xor file present: 	36467/57657 	 [%] = 63.248175
**** File name: ./output/75MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	30998/57657 	 [%] = 53.762769
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	47349/57657 	 [%] = 82.121859
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	31066/57657 	 [%] = 53.880708
Xor file present: 	36362/57657 	 [%] = 63.066063
**** File name: ./output/75MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	47500/57657 	 [%] = 82.383752
Xor file present: 	36362/57657 	 [%] = 63.066063
**** File name: ./output/75MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	32536/57657 	 [%] = 56.430269
Xor file present: 	36452/57657 	 [%] = 63.222159
**** File name: ./output/75MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	48980/57657 	 [%] = 84.950656
Xor file present: 	36452/57657 	 [%] = 63.222159
**** File name: ./output/75MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	32543/57657 	 [%] = 56.442409
Xor file present: 	36395/57657 	 [%] = 63.123298
**** File name: ./output/75MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	48872/57657 	 [%] = 84.763342
Xor file present: 	36395/57657 	 [%] = 63.123298
**** File name: ./output/75MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	30689/57657 	 [%] = 53.226841
Xor file present: 	36141/57657 	 [%] = 62.682762
**** File name: ./output/75MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	46706/57657 	 [%] = 81.006643
Xor file present: 	36141/57657 	 [%] = 62.682762
**** File name: ./output/75MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	32401/57657 	 [%] = 56.196125
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	48876/57657 	 [%] = 84.770279
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	32575/57657 	 [%] = 56.497910
Xor file present: 	36493/57657 	 [%] = 63.293269
**** File name: ./output/75MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	49111/57657 	 [%] = 85.177862
Xor file present: 	36493/57657 	 [%] = 63.293269
**** File name: ./output/75MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	32771/57657 	 [%] = 56.837851
Xor file present: 	36401/57657 	 [%] = 63.133704
**** File name: ./output/75MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	49141/57657 	 [%] = 85.229894
Xor file present: 	36401/57657 	 [%] = 63.133704
**** File name: ./output/75MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	31038/57657 	 [%] = 53.832145
Xor file present: 	36357/57657 	 [%] = 63.057391
**** File name: ./output/75MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	47035/57657 	 [%] = 81.577259
Xor file present: 	36357/57657 	 [%] = 63.057391
**** File name: ./output/75MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	32444/57657 	 [%] = 56.270704
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	49017/57657 	 [%] = 85.014829
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	30739/57657 	 [%] = 53.313561
Xor file present: 	35987/57657 	 [%] = 62.415665
**** File name: ./output/75MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	46929/57657 	 [%] = 81.393413
Xor file present: 	35987/57657 	 [%] = 62.415665
**** File name: ./output/75MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	32734/57657 	 [%] = 56.773679
Xor file present: 	36339/57657 	 [%] = 63.026172
**** File name: ./output/75MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	49162/57657 	 [%] = 85.266316
Xor file present: 	36339/57657 	 [%] = 63.026172
**** File name: ./output/75MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	32653/57657 	 [%] = 56.633193
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	49177/57657 	 [%] = 85.292332
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	31895/57657 	 [%] = 55.318522
Xor file present: 	36443/57657 	 [%] = 63.206549
**** File name: ./output/75MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	48230/57657 	 [%] = 83.649860
Xor file present: 	36443/57657 	 [%] = 63.206549
**** File name: ./output/75MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	30712/57657 	 [%] = 53.266733
Xor file present: 	36332/57657 	 [%] = 63.014031
**** File name: ./output/75MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	46972/57657 	 [%] = 81.467992
Xor file present: 	36332/57657 	 [%] = 63.014031
**** File name: ./output/75MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	32466/57657 	 [%] = 56.308861
Xor file present: 	36409/57657 	 [%] = 63.147580
**** File name: ./output/75MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	48733/57657 	 [%] = 84.522261
Xor file present: 	36409/57657 	 [%] = 63.147580
**** File name: ./output/75MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	32331/57657 	 [%] = 56.074718
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	48838/57657 	 [%] = 84.704372
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	30019/57657 	 [%] = 52.064797
Xor file present: 	36515/57657 	 [%] = 63.331425
**** File name: ./output/75MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	46189/57657 	 [%] = 80.109961
Xor file present: 	36515/57657 	 [%] = 63.331425
**** File name: ./output/75MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	32568/57657 	 [%] = 56.485769
Xor file present: 	36525/57657 	 [%] = 63.348769
**** File name: ./output/75MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	49073/57657 	 [%] = 85.111955
Xor file present: 	36525/57657 	 [%] = 63.348769
**** File name: ./output/75MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	30954/57657 	 [%] = 53.686456
Xor file present: 	36278/57657 	 [%] = 62.920374
**** File name: ./output/75MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	47425/57657 	 [%] = 82.253673
Xor file present: 	36278/57657 	 [%] = 62.920374
**** File name: ./output/75MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	47121/57657 	 [%] = 81.726417
Xor file present: 	49782/57657 	 [%] = 86.341641
**** File name: ./output/75MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	57544/57657 	 [%] = 99.804013
Xor file present: 	49782/57657 	 [%] = 86.341641
**** File name: ./output/75MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	48260/57657 	 [%] = 83.701892
Xor file present: 	49851/57657 	 [%] = 86.461314
**** File name: ./output/75MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	57573/57657 	 [%] = 99.854311
Xor file present: 	49851/57657 	 [%] = 86.461314
**** File name: ./output/75MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	47201/57657 	 [%] = 81.865168
Xor file present: 	49790/57657 	 [%] = 86.355516
**** File name: ./output/75MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	57549/57657 	 [%] = 99.812685
Xor file present: 	49790/57657 	 [%] = 86.355516
**** File name: ./output/75MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	47515/57657 	 [%] = 82.409768
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	57566/57657 	 [%] = 99.842170
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	47988/57657 	 [%] = 83.230137
Xor file present: 	49805/57657 	 [%] = 86.381532
**** File name: ./output/75MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	57572/57657 	 [%] = 99.852576
Xor file present: 	49805/57657 	 [%] = 86.381532
**** File name: ./output/75MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	47529/57657 	 [%] = 82.434050
Xor file present: 	49965/57657 	 [%] = 86.659035
**** File name: ./output/75MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	57548/57657 	 [%] = 99.810951
Xor file present: 	49965/57657 	 [%] = 86.659035
**** File name: ./output/75MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	47603/57657 	 [%] = 82.562395
Xor file present: 	49887/57657 	 [%] = 86.523753
**** File name: ./output/75MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	57556/57657 	 [%] = 99.824826
Xor file present: 	49887/57657 	 [%] = 86.523753
**** File name: ./output/75MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	48070/57657 	 [%] = 83.372357
Xor file present: 	49902/57657 	 [%] = 86.549768
**** File name: ./output/75MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	57559/57657 	 [%] = 99.830029
Xor file present: 	49902/57657 	 [%] = 86.549768
**** File name: ./output/75MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	48284/57657 	 [%] = 83.743518
Xor file present: 	49871/57657 	 [%] = 86.496002
**** File name: ./output/75MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	57555/57657 	 [%] = 99.823092
Xor file present: 	49871/57657 	 [%] = 86.496002
**** File name: ./output/75MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	47473/57657 	 [%] = 82.336924
Xor file present: 	49911/57657 	 [%] = 86.565378
**** File name: ./output/75MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	57556/57657 	 [%] = 99.824826
Xor file present: 	49911/57657 	 [%] = 86.565378
**** File name: ./output/75MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	48204/57657 	 [%] = 83.604766
Xor file present: 	49866/57657 	 [%] = 86.487330
**** File name: ./output/75MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	57559/57657 	 [%] = 99.830029
Xor file present: 	49866/57657 	 [%] = 86.487330
**** File name: ./output/75MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	48320/57657 	 [%] = 83.805956
Xor file present: 	49850/57657 	 [%] = 86.459580
**** File name: ./output/75MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	57586/57657 	 [%] = 99.876858
Xor file present: 	49850/57657 	 [%] = 86.459580
**** File name: ./output/75MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	48177/57657 	 [%] = 83.557937
Xor file present: 	49844/57657 	 [%] = 86.449174
**** File name: ./output/75MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	57583/57657 	 [%] = 99.871655
Xor file present: 	49844/57657 	 [%] = 86.449174
**** File name: ./output/75MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	47752/57657 	 [%] = 82.820820
Xor file present: 	49812/57657 	 [%] = 86.393673
**** File name: ./output/75MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	57568/57657 	 [%] = 99.845639
Xor file present: 	49812/57657 	 [%] = 86.393673
**** File name: ./output/75MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	48276/57657 	 [%] = 83.729643
Xor file present: 	49822/57657 	 [%] = 86.411017
**** File name: ./output/75MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	57567/57657 	 [%] = 99.843904
Xor file present: 	49822/57657 	 [%] = 86.411017
**** File name: ./output/75MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	48248/57657 	 [%] = 83.681079
Xor file present: 	49662/57657 	 [%] = 86.133514
**** File name: ./output/75MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	57563/57657 	 [%] = 99.836967
Xor file present: 	49662/57657 	 [%] = 86.133514
**** File name: ./output/75MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	47937/57657 	 [%] = 83.141683
Xor file present: 	49943/57657 	 [%] = 86.620879
**** File name: ./output/75MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	57565/57657 	 [%] = 99.840436
Xor file present: 	49943/57657 	 [%] = 86.620879
**** File name: ./output/75MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	48279/57657 	 [%] = 83.734846
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	57563/57657 	 [%] = 99.836967
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	48176/57657 	 [%] = 83.556203
Xor file present: 	49890/57657 	 [%] = 86.528956
**** File name: ./output/75MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	57574/57657 	 [%] = 99.856045
Xor file present: 	49890/57657 	 [%] = 86.528956
**** File name: ./output/75MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	47546/57657 	 [%] = 82.463534
Xor file present: 	49835/57657 	 [%] = 86.433564
**** File name: ./output/75MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	57540/57657 	 [%] = 99.797076
Xor file present: 	49835/57657 	 [%] = 86.433564
**** File name: ./output/75MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	47950/57657 	 [%] = 83.164230
Xor file present: 	50050/57657 	 [%] = 86.806459
**** File name: ./output/75MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	57578/57657 	 [%] = 99.862983
Xor file present: 	50050/57657 	 [%] = 86.806459
**** File name: ./output/75MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	48316/57657 	 [%] = 83.799018
Xor file present: 	49814/57657 	 [%] = 86.397142
**** File name: ./output/75MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	57569/57657 	 [%] = 99.847373
Xor file present: 	49814/57657 	 [%] = 86.397142
**** File name: ./output/75MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	48202/57657 	 [%] = 83.601297
Xor file present: 	49878/57657 	 [%] = 86.508143
**** File name: ./output/75MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	57585/57657 	 [%] = 99.875124
Xor file present: 	49878/57657 	 [%] = 86.508143
**** File name: ./output/75MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	47704/57657 	 [%] = 82.737569
Xor file present: 	49900/57657 	 [%] = 86.546300
**** File name: ./output/75MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	57546/57657 	 [%] = 99.807482
Xor file present: 	49900/57657 	 [%] = 86.546300
**** File name: ./output/75MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	48075/57657 	 [%] = 83.381029
Xor file present: 	49833/57657 	 [%] = 86.430095
**** File name: ./output/75MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	57570/57657 	 [%] = 99.849108
Xor file present: 	49833/57657 	 [%] = 86.430095
**** File name: ./output/75MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	48306/57657 	 [%] = 83.781674
Xor file present: 	49845/57657 	 [%] = 86.450908
**** File name: ./output/75MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	57571/57657 	 [%] = 99.850842
Xor file present: 	49845/57657 	 [%] = 86.450908
**** File name: ./output/75MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	47424/57657 	 [%] = 82.251938
Xor file present: 	49837/57657 	 [%] = 86.437033
**** File name: ./output/75MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	57568/57657 	 [%] = 99.845639
Xor file present: 	49837/57657 	 [%] = 86.437033
**** File name: ./output/75MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	47967/57657 	 [%] = 83.193715
Xor file present: 	50044/57657 	 [%] = 86.796053
**** File name: ./output/75MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	57581/57657 	 [%] = 99.868186
Xor file present: 	50044/57657 	 [%] = 86.796053
**** File name: ./output/75MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	47382/57657 	 [%] = 82.179094
Xor file present: 	49938/57657 	 [%] = 86.612207
**** File name: ./output/75MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	57563/57657 	 [%] = 99.836967
Xor file present: 	49938/57657 	 [%] = 86.612207
**** File name: ./output/75MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	47431/57657 	 [%] = 82.264079
Xor file present: 	49817/57657 	 [%] = 86.402345
**** File name: ./output/75MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	57552/57657 	 [%] = 99.817889
Xor file present: 	49817/57657 	 [%] = 86.402345
**** File name: ./output/75MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	48337/57657 	 [%] = 83.835441
Xor file present: 	49847/57657 	 [%] = 86.454377
**** File name: ./output/75MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	57577/57657 	 [%] = 99.861248
Xor file present: 	49847/57657 	 [%] = 86.454377
**** File name: ./output/75MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	48285/57657 	 [%] = 83.745252
Xor file present: 	49779/57657 	 [%] = 86.336438
**** File name: ./output/75MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	57562/57657 	 [%] = 99.835232
