**** File name: ./output/750MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	299008/576564 	 [%] = 51.860331
**** File name: ./output/750MB-spr6-no2.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	574966/576564 	 [%] = 99.722841
**** File name: ./output/750MB-spr6-no3.bin_clear_data.in ****
Clear file present: 	574589/576564 	 [%] = 99.657453
Xor file present: 	574999/576564 	 [%] = 99.728564
**** File name: ./output/750MB-spr6-no3.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	574999/576564 	 [%] = 99.728564
**** File name: ./output/750MB-spr6-no4.bin_clear_data.in ****
Clear file present: 	574512/576564 	 [%] = 99.644098
Xor file present: 	575120/576564 	 [%] = 99.749551
**** File name: ./output/750MB-spr6-no4.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575120/576564 	 [%] = 99.749551
**** File name: ./output/750MB-spr6-no5.bin_clear_data.in ****
Clear file present: 	574447/576564 	 [%] = 99.632825
Xor file present: 	575069/576564 	 [%] = 99.740705
**** File name: ./output/750MB-spr6-no5.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575069/576564 	 [%] = 99.740705
**** File name: ./output/750MB-spr6-no6.bin_clear_data.in ****
Clear file present: 	574404/576564 	 [%] = 99.625367
Xor file present: 	575064/576564 	 [%] = 99.739838
**** File name: ./output/750MB-spr6-no6.bin_clear_data.in ****
Clear file present: 	576564/576564 	 [%] = 100.000000
Xor file present: 	575064/576564 	 [%] = 99.739838
