**** File name: ./output/1GB-spr1-no1.bin_clear_data.in ****
Clear file present: 	408001/787201 	 [%] = 51.829329
Xor file present: 	628546/787201 	 [%] = 79.845681
**** File name: ./output/1GB-spr2-no6.bin_clear_data.in ****
Clear file present: 	490540/787201 	 [%] = 62.314453
Xor file present: 	628546/787201 	 [%] = 79.845681
**** File name: ./output/1GB-spr3-no1.bin_clear_data.in ****
Clear file present: 	676871/787201 	 [%] = 85.984520
Xor file present: 	736147/787201 	 [%] = 93.514490
**** File name: ./output/1GB-spr3-no1.bin_clear_data.in ****
Clear file present: 	787005/787201 	 [%] = 99.975102
Xor file present: 	736147/787201 	 [%] = 93.514490
**** File name: ./output/1GB-spr3-no2.bin_clear_data.in ****
Clear file present: 	731485/787201 	 [%] = 92.922265
Xor file present: 	746375/787201 	 [%] = 94.813777
**** File name: ./output/1GB-spr3-no2.bin_clear_data.in ****
Clear file present: 	787185/787201 	 [%] = 99.997967
Xor file present: 	746375/787201 	 [%] = 94.813777
**** File name: ./output/1GB-spr3-no3.bin_clear_data.in ****
Clear file present: 	718270/787201 	 [%] = 91.243532
Xor file present: 	742370/787201 	 [%] = 94.305012
**** File name: ./output/1GB-spr3-no3.bin_clear_data.in ****
Clear file present: 	787178/787201 	 [%] = 99.997078
Xor file present: 	742370/787201 	 [%] = 94.305012
**** File name: ./output/1GB-spr3-no4.bin_clear_data.in ****
Clear file present: 	728630/787201 	 [%] = 92.559588
Xor file present: 	743221/787201 	 [%] = 94.413117
**** File name: ./output/1GB-spr3-no4.bin_clear_data.in ****
Clear file present: 	787174/787201 	 [%] = 99.996570
Xor file present: 	743221/787201 	 [%] = 94.413117
**** File name: ./output/1GB-spr3-no5.bin_clear_data.in ****
Clear file present: 	724315/787201 	 [%] = 92.011443
Xor file present: 	743902/787201 	 [%] = 94.499626
**** File name: ./output/1GB-spr3-no5.bin_clear_data.in ****
Clear file present: 	787163/787201 	 [%] = 99.995173
Xor file present: 	743902/787201 	 [%] = 94.499626
**** File name: ./output/1GB-spr3-no6.bin_clear_data.in ****
Clear file present: 	726284/787201 	 [%] = 92.261570
Xor file present: 	744114/787201 	 [%] = 94.526557
**** File name: ./output/1GB-spr3-no6.bin_clear_data.in ****
Clear file present: 	787178/787201 	 [%] = 99.997078
Xor file present: 	744114/787201 	 [%] = 94.526557
**** File name: ./output/1GB-spr4-no1.bin_clear_data.in ****
Clear file present: 	763626/787201 	 [%] = 97.005212
Xor file present: 	769827/787201 	 [%] = 97.792940
**** File name: ./output/1GB-spr4-no1.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	769827/787201 	 [%] = 97.792940
**** File name: ./output/1GB-spr4-no2.bin_clear_data.in ****
Clear file present: 	766845/787201 	 [%] = 97.414129
Xor file present: 	771550/787201 	 [%] = 98.011817
**** File name: ./output/1GB-spr4-no2.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	771550/787201 	 [%] = 98.011817
**** File name: ./output/1GB-spr4-no3.bin_clear_data.in ****
Clear file present: 	765805/787201 	 [%] = 97.282016
Xor file present: 	771000/787201 	 [%] = 97.941949
**** File name: ./output/1GB-spr4-no3.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	771000/787201 	 [%] = 97.941949
**** File name: ./output/1GB-spr4-no4.bin_clear_data.in ****
Clear file present: 	766082/787201 	 [%] = 97.317204
Xor file present: 	769834/787201 	 [%] = 97.793829
**** File name: ./output/1GB-spr4-no4.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	769834/787201 	 [%] = 97.793829
**** File name: ./output/1GB-spr4-no5.bin_clear_data.in ****
Clear file present: 	763936/787201 	 [%] = 97.044592
Xor file present: 	771111/787201 	 [%] = 97.956049
**** File name: ./output/1GB-spr4-no5.bin_clear_data.in ****
Clear file present: 	787199/787201 	 [%] = 99.999746
Xor file present: 	771111/787201 	 [%] = 97.956049
**** File name: ./output/1GB-spr4-no6.bin_clear_data.in ****
Clear file present: 	765738/787201 	 [%] = 97.273504
Xor file present: 	771492/787201 	 [%] = 98.004449
**** File name: ./output/1GB-spr4-no6.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	771492/787201 	 [%] = 98.004449
**** File name: ./output/1GB-spr5-no1.bin_clear_data.in ****
Clear file present: 	779223/787201 	 [%] = 98.986536
Xor file present: 	781335/787201 	 [%] = 99.254828
**** File name: ./output/1GB-spr5-no1.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781335/787201 	 [%] = 99.254828
**** File name: ./output/1GB-spr5-no2.bin_clear_data.in ****
Clear file present: 	779918/787201 	 [%] = 99.074823
Xor file present: 	781893/787201 	 [%] = 99.325712
**** File name: ./output/1GB-spr5-no2.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781893/787201 	 [%] = 99.325712
**** File name: ./output/1GB-spr5-no3.bin_clear_data.in ****
Clear file present: 	780129/787201 	 [%] = 99.101627
Xor file present: 	781570/787201 	 [%] = 99.284681
**** File name: ./output/1GB-spr5-no3.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781570/787201 	 [%] = 99.284681
**** File name: ./output/1GB-spr5-no4.bin_clear_data.in ****
Clear file present: 	779914/787201 	 [%] = 99.074315
Xor file present: 	781566/787201 	 [%] = 99.284173
**** File name: ./output/1GB-spr5-no4.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781566/787201 	 [%] = 99.284173
**** File name: ./output/1GB-spr5-no5.bin_clear_data.in ****
Clear file present: 	780068/787201 	 [%] = 99.093878
Xor file present: 	781645/787201 	 [%] = 99.294208
**** File name: ./output/1GB-spr5-no5.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781645/787201 	 [%] = 99.294208
**** File name: ./output/1GB-spr5-no6.bin_clear_data.in ****
Clear file present: 	779832/787201 	 [%] = 99.063899
Xor file present: 	781746/787201 	 [%] = 99.307038
**** File name: ./output/1GB-spr5-no6.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	781746/787201 	 [%] = 99.307038
**** File name: ./output/1GB-spr6-no1.bin_clear_data.in ****
Clear file present: 	784418/787201 	 [%] = 99.646469
Xor file present: 	785180/787201 	 [%] = 99.743268
**** File name: ./output/1GB-spr6-no1.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785180/787201 	 [%] = 99.743268
**** File name: ./output/1GB-spr6-no2.bin_clear_data.in ****
Clear file present: 	784495/787201 	 [%] = 99.656250
Xor file present: 	785221/787201 	 [%] = 99.748476
**** File name: ./output/1GB-spr6-no2.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785221/787201 	 [%] = 99.748476
**** File name: ./output/1GB-spr6-no3.bin_clear_data.in ****
Clear file present: 	784577/787201 	 [%] = 99.666667
Xor file present: 	785123/787201 	 [%] = 99.736027
**** File name: ./output/1GB-spr6-no3.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785123/787201 	 [%] = 99.736027
**** File name: ./output/1GB-spr6-no4.bin_clear_data.in ****
Clear file present: 	784434/787201 	 [%] = 99.648501
Xor file present: 	785225/787201 	 [%] = 99.748984
**** File name: ./output/1GB-spr6-no4.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785225/787201 	 [%] = 99.748984
**** File name: ./output/1GB-spr6-no5.bin_clear_data.in ****
Clear file present: 	783993/787201 	 [%] = 99.592480
Xor file present: 	785123/787201 	 [%] = 99.736027
**** File name: ./output/1GB-spr6-no5.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785123/787201 	 [%] = 99.736027
**** File name: ./output/1GB-spr6-no6.bin_clear_data.in ****
Clear file present: 	784310/787201 	 [%] = 99.632749
Xor file present: 	785180/787201 	 [%] = 99.743268
**** File name: ./output/1GB-spr6-no6.bin_clear_data.in ****
Clear file present: 	787201/787201 	 [%] = 100.000000
Xor file present: 	785180/787201 	 [%] = 99.743268
