**** File name: ./output/250MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	121365/192188 	 [%] = 63.149104
Xor file present: 	121651/192188 	 [%] = 63.297917
**** File name: ./output/250MB-spr1-no7.bin_clear_data.in ****
Clear file present: 	174574/192188 	 [%] = 90.835016
Xor file present: 	121651/192188 	 [%] = 63.297917
**** File name: ./output/250MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	121370/192188 	 [%] = 63.151706
Xor file present: 	121503/192188 	 [%] = 63.220909
**** File name: ./output/250MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	174293/192188 	 [%] = 90.688805
Xor file present: 	121503/192188 	 [%] = 63.220909
**** File name: ./output/250MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	121200/192188 	 [%] = 63.063251
Xor file present: 	121438/192188 	 [%] = 63.187088
**** File name: ./output/250MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	174075/192188 	 [%] = 90.575374
Xor file present: 	121438/192188 	 [%] = 63.187088
**** File name: ./output/250MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	121719/192188 	 [%] = 63.333299
Xor file present: 	121693/192188 	 [%] = 63.319770
**** File name: ./output/250MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	174518/192188 	 [%] = 90.805878
Xor file present: 	121693/192188 	 [%] = 63.319770
**** File name: ./output/250MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	121447/192188 	 [%] = 63.191771
Xor file present: 	121403/192188 	 [%] = 63.168876
**** File name: ./output/250MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	174537/192188 	 [%] = 90.815764
Xor file present: 	121403/192188 	 [%] = 63.168876
**** File name: ./output/250MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	121185/192188 	 [%] = 63.055446
Xor file present: 	121421/192188 	 [%] = 63.178242
**** File name: ./output/250MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	174040/192188 	 [%] = 90.557163
Xor file present: 	121421/192188 	 [%] = 63.178242
**** File name: ./output/250MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	121369/192188 	 [%] = 63.151185
Xor file present: 	121131/192188 	 [%] = 63.027348
**** File name: ./output/250MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	174099/192188 	 [%] = 90.587862
Xor file present: 	121131/192188 	 [%] = 63.027348
**** File name: ./output/250MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	121422/192188 	 [%] = 63.178762
Xor file present: 	120773/192188 	 [%] = 62.841072
**** File name: ./output/250MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	173760/192188 	 [%] = 90.411472
Xor file present: 	120773/192188 	 [%] = 62.841072
**** File name: ./output/250MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	121361/192188 	 [%] = 63.147023
Xor file present: 	121265/192188 	 [%] = 63.097072
**** File name: ./output/250MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	174180/192188 	 [%] = 90.630008
Xor file present: 	121265/192188 	 [%] = 63.097072
**** File name: ./output/250MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	121313/192188 	 [%] = 63.122047
Xor file present: 	121327/192188 	 [%] = 63.129332
**** File name: ./output/250MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	173913/192188 	 [%] = 90.491082
Xor file present: 	121327/192188 	 [%] = 63.129332
**** File name: ./output/250MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	121367/192188 	 [%] = 63.150145
Xor file present: 	121429/192188 	 [%] = 63.182405
**** File name: ./output/250MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	174287/192188 	 [%] = 90.685683
Xor file present: 	121429/192188 	 [%] = 63.182405
**** File name: ./output/250MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	121025/192188 	 [%] = 62.972194
Xor file present: 	121445/192188 	 [%] = 63.190730
**** File name: ./output/250MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	174323/192188 	 [%] = 90.704414
Xor file present: 	121445/192188 	 [%] = 63.190730
**** File name: ./output/250MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	121237/192188 	 [%] = 63.082503
Xor file present: 	121456/192188 	 [%] = 63.196453
**** File name: ./output/250MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	174184/192188 	 [%] = 90.632089
Xor file present: 	121456/192188 	 [%] = 63.196453
**** File name: ./output/250MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	121240/192188 	 [%] = 63.084064
Xor file present: 	121572/192188 	 [%] = 63.256811
**** File name: ./output/250MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	173813/192188 	 [%] = 90.439049
Xor file present: 	121572/192188 	 [%] = 63.256811
**** File name: ./output/250MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	121537/192188 	 [%] = 63.238600
Xor file present: 	121477/192188 	 [%] = 63.207380
**** File name: ./output/250MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	174277/192188 	 [%] = 90.680480
Xor file present: 	121477/192188 	 [%] = 63.207380
**** File name: ./output/250MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	121238/192188 	 [%] = 63.083023
Xor file present: 	121361/192188 	 [%] = 63.147023
**** File name: ./output/250MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	174073/192188 	 [%] = 90.574333
Xor file present: 	121361/192188 	 [%] = 63.147023
**** File name: ./output/250MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	120841/192188 	 [%] = 62.876454
Xor file present: 	121451/192188 	 [%] = 63.193852
**** File name: ./output/250MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	174042/192188 	 [%] = 90.558203
Xor file present: 	121451/192188 	 [%] = 63.193852
**** File name: ./output/250MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	121174/192188 	 [%] = 63.049722
Xor file present: 	121496/192188 	 [%] = 63.217266
**** File name: ./output/250MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	174011/192188 	 [%] = 90.542073
Xor file present: 	121496/192188 	 [%] = 63.217266
**** File name: ./output/250MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	121221/192188 	 [%] = 63.074177
Xor file present: 	121362/192188 	 [%] = 63.147543
**** File name: ./output/250MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	174182/192188 	 [%] = 90.631049
Xor file present: 	121362/192188 	 [%] = 63.147543
**** File name: ./output/250MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	121307/192188 	 [%] = 63.118925
Xor file present: 	121136/192188 	 [%] = 63.029950
**** File name: ./output/250MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	173885/192188 	 [%] = 90.476513
Xor file present: 	121136/192188 	 [%] = 63.029950
**** File name: ./output/250MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	166056/192188 	 [%] = 86.402897
Xor file present: 	166351/192188 	 [%] = 86.556393
**** File name: ./output/250MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	191983/192188 	 [%] = 99.893334
Xor file present: 	166351/192188 	 [%] = 86.556393
**** File name: ./output/250MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	165623/192188 	 [%] = 86.177597
Xor file present: 	165408/192188 	 [%] = 86.065727
**** File name: ./output/250MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	191970/192188 	 [%] = 99.886569
Xor file present: 	165408/192188 	 [%] = 86.065727
**** File name: ./output/250MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	166008/192188 	 [%] = 86.377922
Xor file present: 	166031/192188 	 [%] = 86.389889
**** File name: ./output/250MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	192001/192188 	 [%] = 99.902699
Xor file present: 	166031/192188 	 [%] = 86.389889
**** File name: ./output/250MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	166046/192188 	 [%] = 86.397694
Xor file present: 	166318/192188 	 [%] = 86.539222
**** File name: ./output/250MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	192005/192188 	 [%] = 99.904781
Xor file present: 	166318/192188 	 [%] = 86.539222
**** File name: ./output/250MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	164471/192188 	 [%] = 85.578184
Xor file present: 	164124/192188 	 [%] = 85.397631
**** File name: ./output/250MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	191971/192188 	 [%] = 99.887090
Xor file present: 	164124/192188 	 [%] = 85.397631
**** File name: ./output/250MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	166097/192188 	 [%] = 86.424230
Xor file present: 	165548/192188 	 [%] = 86.138573
**** File name: ./output/250MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	192024/192188 	 [%] = 99.914667
Xor file present: 	165548/192188 	 [%] = 86.138573
**** File name: ./output/250MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	166166/192188 	 [%] = 86.460133
Xor file present: 	166137/192188 	 [%] = 86.445043
**** File name: ./output/250MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	192015/192188 	 [%] = 99.909984
Xor file present: 	166137/192188 	 [%] = 86.445043
**** File name: ./output/250MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	164939/192188 	 [%] = 85.821695
Xor file present: 	165463/192188 	 [%] = 86.094345
**** File name: ./output/250MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	192009/192188 	 [%] = 99.906862
Xor file present: 	165463/192188 	 [%] = 86.094345
**** File name: ./output/250MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	165328/192188 	 [%] = 86.024101
Xor file present: 	165529/192188 	 [%] = 86.128686
**** File name: ./output/250MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	191940/192188 	 [%] = 99.870960
Xor file present: 	165529/192188 	 [%] = 86.128686
**** File name: ./output/250MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	166131/192188 	 [%] = 86.441921
Xor file present: 	165913/192188 	 [%] = 86.328491
**** File name: ./output/250MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	191929/192188 	 [%] = 99.865236
Xor file present: 	165913/192188 	 [%] = 86.328491
**** File name: ./output/250MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	165160/192188 	 [%] = 85.936687
Xor file present: 	164682/192188 	 [%] = 85.687972
**** File name: ./output/250MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	191968/192188 	 [%] = 99.885529
Xor file present: 	164682/192188 	 [%] = 85.687972
**** File name: ./output/250MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	165114/192188 	 [%] = 85.912752
Xor file present: 	166227/192188 	 [%] = 86.491873
**** File name: ./output/250MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	191986/192188 	 [%] = 99.894895
Xor file present: 	166227/192188 	 [%] = 86.491873
**** File name: ./output/250MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	166311/192188 	 [%] = 86.535580
Xor file present: 	166181/192188 	 [%] = 86.467938
**** File name: ./output/250MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	192010/192188 	 [%] = 99.907382
Xor file present: 	166181/192188 	 [%] = 86.467938
**** File name: ./output/250MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	165060/192188 	 [%] = 85.884655
Xor file present: 	164264/192188 	 [%] = 85.470477
**** File name: ./output/250MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	191959/192188 	 [%] = 99.880846
Xor file present: 	164264/192188 	 [%] = 85.470477
**** File name: ./output/250MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	166138/192188 	 [%] = 86.445564
Xor file present: 	165454/192188 	 [%] = 86.089662
**** File name: ./output/250MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	192024/192188 	 [%] = 99.914667
Xor file present: 	165454/192188 	 [%] = 86.089662
**** File name: ./output/250MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	166091/192188 	 [%] = 86.421108
Xor file present: 	166260/192188 	 [%] = 86.509043
**** File name: ./output/250MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	192026/192188 	 [%] = 99.915708
Xor file present: 	166260/192188 	 [%] = 86.509043
**** File name: ./output/250MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	165284/192188 	 [%] = 86.001207
Xor file present: 	164985/192188 	 [%] = 85.845630
**** File name: ./output/250MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	191941/192188 	 [%] = 99.871480
Xor file present: 	164985/192188 	 [%] = 85.845630
**** File name: ./output/250MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	165801/192188 	 [%] = 86.270215
Xor file present: 	165665/192188 	 [%] = 86.199451
**** File name: ./output/250MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	191969/192188 	 [%] = 99.886049
Xor file present: 	165665/192188 	 [%] = 86.199451
**** File name: ./output/250MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	166269/192188 	 [%] = 86.513726
Xor file present: 	166319/192188 	 [%] = 86.539742
**** File name: ./output/250MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	192009/192188 	 [%] = 99.906862
Xor file present: 	166319/192188 	 [%] = 86.539742
**** File name: ./output/250MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	165715/192188 	 [%] = 86.225467
Xor file present: 	164969/192188 	 [%] = 85.837305
**** File name: ./output/250MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	191982/192188 	 [%] = 99.892813
Xor file present: 	164969/192188 	 [%] = 85.837305
**** File name: ./output/250MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	165623/192188 	 [%] = 86.177597
Xor file present: 	165929/192188 	 [%] = 86.336816
**** File name: ./output/250MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	191950/192188 	 [%] = 99.876163
Xor file present: 	165929/192188 	 [%] = 86.336816
**** File name: ./output/250MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	166179/192188 	 [%] = 86.466897
Xor file present: 	166213/192188 	 [%] = 86.484588
**** File name: ./output/250MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	192000/192188 	 [%] = 99.902179
Xor file present: 	166213/192188 	 [%] = 86.484588
**** File name: ./output/250MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	165434/192188 	 [%] = 86.079256
Xor file present: 	165250/192188 	 [%] = 85.983516
**** File name: ./output/250MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	191959/192188 	 [%] = 99.880846
Xor file present: 	165250/192188 	 [%] = 85.983516
**** File name: ./output/250MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	166006/192188 	 [%] = 86.376881
Xor file present: 	166103/192188 	 [%] = 86.427352
**** File name: ./output/250MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	191987/192188 	 [%] = 99.895415
Xor file present: 	166103/192188 	 [%] = 86.427352
**** File name: ./output/250MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	166088/192188 	 [%] = 86.419548
Xor file present: 	166062/192188 	 [%] = 86.406019
**** File name: ./output/250MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	192001/192188 	 [%] = 99.902699
Xor file present: 	166062/192188 	 [%] = 86.406019
**** File name: ./output/250MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	165554/192188 	 [%] = 86.141695
Xor file present: 	164661/192188 	 [%] = 85.677045
**** File name: ./output/250MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	191951/192188 	 [%] = 99.876683
Xor file present: 	164661/192188 	 [%] = 85.677045
**** File name: ./output/250MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	182479/192188 	 [%] = 94.948176
Xor file present: 	182680/192188 	 [%] = 95.052761
**** File name: ./output/250MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182680/192188 	 [%] = 95.052761
**** File name: ./output/250MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	182695/192188 	 [%] = 95.060566
Xor file present: 	182647/192188 	 [%] = 95.035590
**** File name: ./output/250MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	182647/192188 	 [%] = 95.035590
**** File name: ./output/250MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	182479/192188 	 [%] = 94.948176
Xor file present: 	182612/192188 	 [%] = 95.017379
**** File name: ./output/250MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182612/192188 	 [%] = 95.017379
**** File name: ./output/250MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	182600/192188 	 [%] = 95.011135
Xor file present: 	182738/192188 	 [%] = 95.082940
**** File name: ./output/250MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182738/192188 	 [%] = 95.082940
**** File name: ./output/250MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	182577/192188 	 [%] = 94.999167
Xor file present: 	182655/192188 	 [%] = 95.039753
**** File name: ./output/250MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182655/192188 	 [%] = 95.039753
**** File name: ./output/250MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	182579/192188 	 [%] = 95.000208
Xor file present: 	182642/192188 	 [%] = 95.032989
**** File name: ./output/250MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182642/192188 	 [%] = 95.032989
**** File name: ./output/250MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	182582/192188 	 [%] = 95.001769
Xor file present: 	182657/192188 	 [%] = 95.040793
**** File name: ./output/250MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182657/192188 	 [%] = 95.040793
**** File name: ./output/250MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	182647/192188 	 [%] = 95.035590
Xor file present: 	182573/192188 	 [%] = 94.997086
**** File name: ./output/250MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182573/192188 	 [%] = 94.997086
**** File name: ./output/250MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	182525/192188 	 [%] = 94.972111
Xor file present: 	182557/192188 	 [%] = 94.988761
**** File name: ./output/250MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182557/192188 	 [%] = 94.988761
**** File name: ./output/250MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	182629/192188 	 [%] = 95.026224
Xor file present: 	182490/192188 	 [%] = 94.953899
**** File name: ./output/250MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182490/192188 	 [%] = 94.953899
**** File name: ./output/250MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	182610/192188 	 [%] = 95.016338
Xor file present: 	182655/192188 	 [%] = 95.039753
**** File name: ./output/250MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182655/192188 	 [%] = 95.039753
**** File name: ./output/250MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	182532/192188 	 [%] = 94.975753
Xor file present: 	182554/192188 	 [%] = 94.987200
**** File name: ./output/250MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182554/192188 	 [%] = 94.987200
**** File name: ./output/250MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	182392/192188 	 [%] = 94.902908
Xor file present: 	182510/192188 	 [%] = 94.964306
**** File name: ./output/250MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182510/192188 	 [%] = 94.964306
**** File name: ./output/250MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	182604/192188 	 [%] = 95.013216
Xor file present: 	182587/192188 	 [%] = 95.004371
**** File name: ./output/250MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182587/192188 	 [%] = 95.004371
**** File name: ./output/250MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	182682/192188 	 [%] = 95.053801
Xor file present: 	182612/192188 	 [%] = 95.017379
**** File name: ./output/250MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	182612/192188 	 [%] = 95.017379
**** File name: ./output/250MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	182532/192188 	 [%] = 94.975753
Xor file present: 	182603/192188 	 [%] = 95.012696
**** File name: ./output/250MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182603/192188 	 [%] = 95.012696
**** File name: ./output/250MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	182635/192188 	 [%] = 95.029346
Xor file present: 	182486/192188 	 [%] = 94.951818
**** File name: ./output/250MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	192184/192188 	 [%] = 99.997919
Xor file present: 	182486/192188 	 [%] = 94.951818
**** File name: ./output/250MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	182669/192188 	 [%] = 95.047037
Xor file present: 	182549/192188 	 [%] = 94.984598
**** File name: ./output/250MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	192185/192188 	 [%] = 99.998439
Xor file present: 	182549/192188 	 [%] = 94.984598
**** File name: ./output/250MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	182531/192188 	 [%] = 94.975233
Xor file present: 	182582/192188 	 [%] = 95.001769
**** File name: ./output/250MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	192187/192188 	 [%] = 99.999480
Xor file present: 	182582/192188 	 [%] = 95.001769
**** File name: ./output/250MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	182658/192188 	 [%] = 95.041314
Xor file present: 	182676/192188 	 [%] = 95.050680
**** File name: ./output/250MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	182676/192188 	 [%] = 95.050680
**** File name: ./output/250MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	182571/192188 	 [%] = 94.996046
Xor file present: 	182575/192188 	 [%] = 94.998127
**** File name: ./output/250MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	192185/192188 	 [%] = 99.998439
Xor file present: 	182575/192188 	 [%] = 94.998127
**** File name: ./output/250MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	182584/192188 	 [%] = 95.002810
Xor file present: 	182369/192188 	 [%] = 94.890940
**** File name: ./output/250MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	192180/192188 	 [%] = 99.995837
Xor file present: 	182369/192188 	 [%] = 94.890940
**** File name: ./output/250MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	182489/192188 	 [%] = 94.953379
Xor file present: 	182575/192188 	 [%] = 94.998127
**** File name: ./output/250MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	192186/192188 	 [%] = 99.998959
Xor file present: 	182575/192188 	 [%] = 94.998127
**** File name: ./output/250MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	182585/192188 	 [%] = 95.003330
Xor file present: 	182610/192188 	 [%] = 95.016338
**** File name: ./output/250MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	192181/192188 	 [%] = 99.996358
Xor file present: 	182610/192188 	 [%] = 95.016338
**** File name: ./output/250MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	182556/192188 	 [%] = 94.988241
Xor file present: 	182580/192188 	 [%] = 95.000728
**** File name: ./output/250MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	182580/192188 	 [%] = 95.000728
**** File name: ./output/250MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	182698/192188 	 [%] = 95.062127
Xor file present: 	182618/192188 	 [%] = 95.020501
**** File name: ./output/250MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	192182/192188 	 [%] = 99.996878
Xor file present: 	182618/192188 	 [%] = 95.020501
**** File name: ./output/250MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	188586/192188 	 [%] = 98.125793
Xor file present: 	188624/192188 	 [%] = 98.145566
**** File name: ./output/250MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	192187/192188 	 [%] = 99.999480
Xor file present: 	188624/192188 	 [%] = 98.145566
**** File name: ./output/250MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	188545/192188 	 [%] = 98.104460
Xor file present: 	188655/192188 	 [%] = 98.161696
**** File name: ./output/250MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188655/192188 	 [%] = 98.161696
**** File name: ./output/250MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	188673/192188 	 [%] = 98.171062
Xor file present: 	188657/192188 	 [%] = 98.162736
**** File name: ./output/250MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188657/192188 	 [%] = 98.162736
**** File name: ./output/250MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	188610/192188 	 [%] = 98.138281
Xor file present: 	188628/192188 	 [%] = 98.147647
**** File name: ./output/250MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
Xor file present: 	188628/192188 	 [%] = 98.147647
**** File name: ./output/250MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	188715/192188 	 [%] = 98.192915
Xor file present: 	188658/192188 	 [%] = 98.163257
**** File name: ./output/250MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	192188/192188 	 [%] = 100.000000
