**** File name: ./output/50MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	24242/38438 	 [%] = 63.067797
Clear file present: 	24289/38438 	 [%] = 63.190072
Xor file present: 	24221/38438 	 [%] = 63.013164
**** File name: ./output/50MB-spr1-no7.bin_clear_data.in ****
Clear file present: 	34834/38438 	 [%] = 90.623862
Xor file present: 	24221/38438 	 [%] = 63.013164
**** File name: ./output/50MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	24270/38438 	 [%] = 63.140642
Xor file present: 	24307/38438 	 [%] = 63.236901
**** File name: ./output/50MB-spr1-no8.bin_clear_data.in ****
Clear file present: 	34725/38438 	 [%] = 90.340288
Xor file present: 	24307/38438 	 [%] = 63.236901
**** File name: ./output/50MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	24186/38438 	 [%] = 62.922108
Xor file present: 	24329/38438 	 [%] = 63.294136
**** File name: ./output/50MB-spr1-no9.bin_clear_data.in ****
Clear file present: 	34793/38438 	 [%] = 90.517197
Xor file present: 	24329/38438 	 [%] = 63.294136
**** File name: ./output/50MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	23478/38438 	 [%] = 61.080181
Xor file present: 	24273/38438 	 [%] = 63.148447
**** File name: ./output/50MB-spr1-no10.bin_clear_data.in ****
Clear file present: 	34390/38438 	 [%] = 89.468755
Xor file present: 	24273/38438 	 [%] = 63.148447
**** File name: ./output/50MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	23551/38438 	 [%] = 61.270097
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no11.bin_clear_data.in ****
Clear file present: 	34195/38438 	 [%] = 88.961444
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	23403/38438 	 [%] = 60.885062
Xor file present: 	24272/38438 	 [%] = 63.145845
**** File name: ./output/50MB-spr1-no12.bin_clear_data.in ****
Clear file present: 	34459/38438 	 [%] = 89.648265
Xor file present: 	24272/38438 	 [%] = 63.145845
**** File name: ./output/50MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	24263/38438 	 [%] = 63.122431
Xor file present: 	24209/38438 	 [%] = 62.981945
**** File name: ./output/50MB-spr1-no13.bin_clear_data.in ****
Clear file present: 	34795/38438 	 [%] = 90.522400
Xor file present: 	24209/38438 	 [%] = 62.981945
**** File name: ./output/50MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	24197/38438 	 [%] = 62.950726
Xor file present: 	24367/38438 	 [%] = 63.392997
**** File name: ./output/50MB-spr1-no14.bin_clear_data.in ****
Clear file present: 	34820/38438 	 [%] = 90.587440
Xor file present: 	24367/38438 	 [%] = 63.392997
**** File name: ./output/50MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	24040/38438 	 [%] = 62.542276
Xor file present: 	24222/38438 	 [%] = 63.015766
**** File name: ./output/50MB-spr1-no15.bin_clear_data.in ****
Clear file present: 	34696/38438 	 [%] = 90.264842
Xor file present: 	24222/38438 	 [%] = 63.015766
**** File name: ./output/50MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	24149/38438 	 [%] = 62.825849
Xor file present: 	24314/38438 	 [%] = 63.255112
**** File name: ./output/50MB-spr1-no16.bin_clear_data.in ****
Clear file present: 	34917/38438 	 [%] = 90.839794
Xor file present: 	24314/38438 	 [%] = 63.255112
**** File name: ./output/50MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	24336/38438 	 [%] = 63.312347
Xor file present: 	24411/38438 	 [%] = 63.507467
**** File name: ./output/50MB-spr1-no17.bin_clear_data.in ****
Clear file present: 	34830/38438 	 [%] = 90.613455
Xor file present: 	24411/38438 	 [%] = 63.507467
**** File name: ./output/50MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	24193/38438 	 [%] = 62.940319
Xor file present: 	24275/38438 	 [%] = 63.153650
**** File name: ./output/50MB-spr1-no18.bin_clear_data.in ****
Clear file present: 	34797/38438 	 [%] = 90.527603
Xor file present: 	24275/38438 	 [%] = 63.153650
**** File name: ./output/50MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	24186/38438 	 [%] = 62.922108
Xor file present: 	24157/38438 	 [%] = 62.846662
**** File name: ./output/50MB-spr1-no19.bin_clear_data.in ****
Clear file present: 	34632/38438 	 [%] = 90.098340
Xor file present: 	24157/38438 	 [%] = 62.846662
**** File name: ./output/50MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	24085/38438 	 [%] = 62.659348
Xor file present: 	24266/38438 	 [%] = 63.130236
**** File name: ./output/50MB-spr1-no20.bin_clear_data.in ****
Clear file present: 	34713/38438 	 [%] = 90.309069
Xor file present: 	24266/38438 	 [%] = 63.130236
**** File name: ./output/50MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	24130/38438 	 [%] = 62.776419
Xor file present: 	24358/38438 	 [%] = 63.369582
**** File name: ./output/50MB-spr1-no21.bin_clear_data.in ****
Clear file present: 	34776/38438 	 [%] = 90.472969
Xor file present: 	24358/38438 	 [%] = 63.369582
**** File name: ./output/50MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	24213/38438 	 [%] = 62.992351
Xor file present: 	24076/38438 	 [%] = 62.635933
**** File name: ./output/50MB-spr1-no22.bin_clear_data.in ****
Clear file present: 	34607/38438 	 [%] = 90.033300
Xor file present: 	24076/38438 	 [%] = 62.635933
**** File name: ./output/50MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	24220/38438 	 [%] = 63.010562
Xor file present: 	24323/38438 	 [%] = 63.278526
**** File name: ./output/50MB-spr1-no23.bin_clear_data.in ****
Clear file present: 	34661/38438 	 [%] = 90.173786
Xor file present: 	24323/38438 	 [%] = 63.278526
**** File name: ./output/50MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	24301/38438 	 [%] = 63.221291
Xor file present: 	24449/38438 	 [%] = 63.606327
**** File name: ./output/50MB-spr1-no24.bin_clear_data.in ****
Clear file present: 	34799/38438 	 [%] = 90.532806
Xor file present: 	24449/38438 	 [%] = 63.606327
**** File name: ./output/50MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	24166/38438 	 [%] = 62.870076
Xor file present: 	24339/38438 	 [%] = 63.320152
**** File name: ./output/50MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	34689/38438 	 [%] = 90.246631
Xor file present: 	24339/38438 	 [%] = 63.320152
**** File name: ./output/50MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	24241/38438 	 [%] = 63.065196
Xor file present: 	24455/38438 	 [%] = 63.621937
**** File name: ./output/50MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	34985/38438 	 [%] = 91.016702
Xor file present: 	24455/38438 	 [%] = 63.621937
**** File name: ./output/50MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	23466/38438 	 [%] = 61.048962
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	34200/38438 	 [%] = 88.974452
Xor file present: 	24255/38438 	 [%] = 63.101618
**** File name: ./output/50MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	23474/38438 	 [%] = 61.069775
Xor file present: 	24375/38438 	 [%] = 63.413809
**** File name: ./output/50MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	34268/38438 	 [%] = 89.151361
Xor file present: 	24375/38438 	 [%] = 63.413809
**** File name: ./output/50MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	24197/38438 	 [%] = 62.950726
Xor file present: 	24290/38438 	 [%] = 63.192674
**** File name: ./output/50MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	34767/38438 	 [%] = 90.449555
Xor file present: 	24290/38438 	 [%] = 63.192674
**** File name: ./output/50MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	23502/38438 	 [%] = 61.142619
Xor file present: 	24368/38438 	 [%] = 63.395598
**** File name: ./output/50MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	34134/38438 	 [%] = 88.802747
Xor file present: 	24368/38438 	 [%] = 63.395598
**** File name: ./output/50MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	24351/38438 	 [%] = 63.351371
Xor file present: 	24224/38438 	 [%] = 63.020969
**** File name: ./output/50MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	34799/38438 	 [%] = 90.532806
Xor file present: 	24224/38438 	 [%] = 63.020969
**** File name: ./output/50MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	24197/38438 	 [%] = 62.950726
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	34689/38438 	 [%] = 90.246631
Xor file present: 	24287/38438 	 [%] = 63.184869
**** File name: ./output/50MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	24253/38438 	 [%] = 63.096415
Xor file present: 	24398/38438 	 [%] = 63.473646
**** File name: ./output/50MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	34911/38438 	 [%] = 90.824184
Xor file present: 	24398/38438 	 [%] = 63.473646
**** File name: ./output/50MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	24148/38438 	 [%] = 62.823248
Xor file present: 	24205/38438 	 [%] = 62.971539
**** File name: ./output/50MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	34795/38438 	 [%] = 90.522400
Xor file present: 	24205/38438 	 [%] = 62.971539
**** File name: ./output/50MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	24072/38438 	 [%] = 62.625527
Xor file present: 	24376/38438 	 [%] = 63.416411
**** File name: ./output/50MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	34780/38438 	 [%] = 90.483376
Xor file present: 	24376/38438 	 [%] = 63.416411
**** File name: ./output/50MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	24166/38438 	 [%] = 62.870076
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	34871/38438 	 [%] = 90.720121
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	24257/38438 	 [%] = 63.106821
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	34808/38438 	 [%] = 90.556220
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	24221/38438 	 [%] = 63.013164
Xor file present: 	24102/38438 	 [%] = 62.703575
**** File name: ./output/50MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	34852/38438 	 [%] = 90.670690
Xor file present: 	24102/38438 	 [%] = 62.703575
**** File name: ./output/50MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	24175/38438 	 [%] = 62.893491
Xor file present: 	24389/38438 	 [%] = 63.450232
**** File name: ./output/50MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	34670/38438 	 [%] = 90.197201
Xor file present: 	24389/38438 	 [%] = 63.450232
**** File name: ./output/50MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	23555/38438 	 [%] = 61.280504
Xor file present: 	24325/38438 	 [%] = 63.283730
**** File name: ./output/50MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	34497/38438 	 [%] = 89.747125
Xor file present: 	24325/38438 	 [%] = 63.283730
**** File name: ./output/50MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	23446/38438 	 [%] = 60.996930
Xor file present: 	24260/38438 	 [%] = 63.114626
**** File name: ./output/50MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	34201/38438 	 [%] = 88.977054
Xor file present: 	24260/38438 	 [%] = 63.114626
**** File name: ./output/50MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	23407/38438 	 [%] = 60.895468
Xor file present: 	24327/38438 	 [%] = 63.288933
**** File name: ./output/50MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	34148/38438 	 [%] = 88.839170
Xor file present: 	24327/38438 	 [%] = 63.288933
**** File name: ./output/50MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	24199/38438 	 [%] = 62.955929
Xor file present: 	24249/38438 	 [%] = 63.086009
**** File name: ./output/50MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	34730/38438 	 [%] = 90.353296
Xor file present: 	24249/38438 	 [%] = 63.086009
**** File name: ./output/50MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	24256/38438 	 [%] = 63.104220
Xor file present: 	24286/38438 	 [%] = 63.182268
**** File name: ./output/50MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	34687/38438 	 [%] = 90.241428
Xor file present: 	24286/38438 	 [%] = 63.182268
**** File name: ./output/50MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	24339/38438 	 [%] = 63.320152
Xor file present: 	24393/38438 	 [%] = 63.460638
**** File name: ./output/50MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	34910/38438 	 [%] = 90.821583
Xor file present: 	24393/38438 	 [%] = 63.460638
**** File name: ./output/50MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	23489/38438 	 [%] = 61.108799
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	34244/38438 	 [%] = 89.088922
Xor file present: 	24334/38438 	 [%] = 63.307144
**** File name: ./output/50MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	24243/38438 	 [%] = 63.070399
Xor file present: 	24393/38438 	 [%] = 63.460638
**** File name: ./output/50MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	34838/38438 	 [%] = 90.634268
Xor file present: 	24393/38438 	 [%] = 63.460638
**** File name: ./output/50MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	24146/38438 	 [%] = 62.818045
Xor file present: 	24247/38438 	 [%] = 63.080805
**** File name: ./output/50MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	34681/38438 	 [%] = 90.225818
Xor file present: 	24247/38438 	 [%] = 63.080805
**** File name: ./output/50MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	24210/38438 	 [%] = 62.984547
Xor file present: 	24265/38438 	 [%] = 63.127634
**** File name: ./output/50MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	34786/38438 	 [%] = 90.498985
Xor file present: 	24265/38438 	 [%] = 63.127634
**** File name: ./output/50MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	23530/38438 	 [%] = 61.215464
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	34320/38438 	 [%] = 89.286643
Xor file present: 	24312/38438 	 [%] = 63.249909
**** File name: ./output/50MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	23809/38438 	 [%] = 61.941308
Xor file present: 	23863/38438 	 [%] = 62.081794
**** File name: ./output/50MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	34318/38438 	 [%] = 89.281440
Xor file present: 	23863/38438 	 [%] = 62.081794
**** File name: ./output/50MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	33145/38438 	 [%] = 86.229773
Xor file present: 	33196/38438 	 [%] = 86.362454
**** File name: ./output/50MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	38392/38438 	 [%] = 99.880327
Xor file present: 	33196/38438 	 [%] = 86.362454
**** File name: ./output/50MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	33234/38438 	 [%] = 86.461314
Xor file present: 	33123/38438 	 [%] = 86.172538
**** File name: ./output/50MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	38393/38438 	 [%] = 99.882928
Xor file present: 	33123/38438 	 [%] = 86.172538
**** File name: ./output/50MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	33192/38438 	 [%] = 86.352047
Xor file present: 	33319/38438 	 [%] = 86.682450
**** File name: ./output/50MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	38394/38438 	 [%] = 99.885530
Xor file present: 	33319/38438 	 [%] = 86.682450
**** File name: ./output/50MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	33030/38438 	 [%] = 85.930590
Xor file present: 	33316/38438 	 [%] = 86.674645
**** File name: ./output/50MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	38412/38438 	 [%] = 99.932359
Xor file present: 	33316/38438 	 [%] = 86.674645
**** File name: ./output/50MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	33146/38438 	 [%] = 86.232374
Xor file present: 	33345/38438 	 [%] = 86.750091
**** File name: ./output/50MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	38402/38438 	 [%] = 99.906343
Xor file present: 	33345/38438 	 [%] = 86.750091
**** File name: ./output/50MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	33293/38438 	 [%] = 86.614808
Xor file present: 	33209/38438 	 [%] = 86.396275
**** File name: ./output/50MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	38384/38438 	 [%] = 99.859514
Xor file present: 	33209/38438 	 [%] = 86.396275
**** File name: ./output/50MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	33192/38438 	 [%] = 86.352047
Xor file present: 	33290/38438 	 [%] = 86.607003
**** File name: ./output/50MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	38398/38438 	 [%] = 99.895936
Xor file present: 	33290/38438 	 [%] = 86.607003
**** File name: ./output/50MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	33210/38438 	 [%] = 86.398876
Xor file present: 	33166/38438 	 [%] = 86.284406
**** File name: ./output/50MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	38406/38438 	 [%] = 99.916749
Xor file present: 	33166/38438 	 [%] = 86.284406
**** File name: ./output/50MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	33288/38438 	 [%] = 86.601800
Xor file present: 	33230/38438 	 [%] = 86.450908
**** File name: ./output/50MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	38391/38438 	 [%] = 99.877725
Xor file present: 	33230/38438 	 [%] = 86.450908
**** File name: ./output/50MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	33297/38438 	 [%] = 86.625215
Xor file present: 	33277/38438 	 [%] = 86.573183
**** File name: ./output/50MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	38402/38438 	 [%] = 99.906343
Xor file present: 	33277/38438 	 [%] = 86.573183
**** File name: ./output/50MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	33172/38438 	 [%] = 86.300016
Xor file present: 	33212/38438 	 [%] = 86.404079
**** File name: ./output/50MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	38408/38438 	 [%] = 99.921952
Xor file present: 	33212/38438 	 [%] = 86.404079
**** File name: ./output/50MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	33107/38438 	 [%] = 86.130912
Xor file present: 	33323/38438 	 [%] = 86.692856
**** File name: ./output/50MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	38393/38438 	 [%] = 99.882928
Xor file present: 	33323/38438 	 [%] = 86.692856
**** File name: ./output/50MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	33144/38438 	 [%] = 86.227171
Xor file present: 	33221/38438 	 [%] = 86.427494
**** File name: ./output/50MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	38406/38438 	 [%] = 99.916749
Xor file present: 	33221/38438 	 [%] = 86.427494
**** File name: ./output/50MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	33276/38438 	 [%] = 86.570581
Xor file present: 	33195/38438 	 [%] = 86.359852
**** File name: ./output/50MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	38378/38438 	 [%] = 99.843904
Xor file present: 	33195/38438 	 [%] = 86.359852
**** File name: ./output/50MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	33289/38438 	 [%] = 86.604402
Xor file present: 	33338/38438 	 [%] = 86.731880
**** File name: ./output/50MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	38413/38438 	 [%] = 99.934960
Xor file present: 	33338/38438 	 [%] = 86.731880
**** File name: ./output/50MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	32765/38438 	 [%] = 85.241168
Xor file present: 	32890/38438 	 [%] = 85.566367
**** File name: ./output/50MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	38402/38438 	 [%] = 99.906343
Xor file present: 	32890/38438 	 [%] = 85.566367
**** File name: ./output/50MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	33282/38438 	 [%] = 86.586191
Xor file present: 	33252/38438 	 [%] = 86.508143
**** File name: ./output/50MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	38399/38438 	 [%] = 99.898538
Xor file present: 	33252/38438 	 [%] = 86.508143
**** File name: ./output/50MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	33132/38438 	 [%] = 86.195952
Xor file present: 	33135/38438 	 [%] = 86.203757
**** File name: ./output/50MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	38402/38438 	 [%] = 99.906343
Xor file present: 	33135/38438 	 [%] = 86.203757
**** File name: ./output/50MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	33177/38438 	 [%] = 86.313024
Xor file present: 	33281/38438 	 [%] = 86.583589
**** File name: ./output/50MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	38406/38438 	 [%] = 99.916749
Xor file present: 	33281/38438 	 [%] = 86.583589
**** File name: ./output/50MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	33259/38438 	 [%] = 86.526354
Xor file present: 	33318/38438 	 [%] = 86.679848
**** File name: ./output/50MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	38393/38438 	 [%] = 99.882928
Xor file present: 	33318/38438 	 [%] = 86.679848
**** File name: ./output/50MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	33285/38438 	 [%] = 86.593996
Xor file present: 	33183/38438 	 [%] = 86.328633
**** File name: ./output/50MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	38396/38438 	 [%] = 99.890733
Xor file present: 	33183/38438 	 [%] = 86.328633
**** File name: ./output/50MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	33291/38438 	 [%] = 86.609605
Xor file present: 	33244/38438 	 [%] = 86.487330
**** File name: ./output/50MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	38394/38438 	 [%] = 99.885530
Xor file present: 	33244/38438 	 [%] = 86.487330
**** File name: ./output/50MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	33162/38438 	 [%] = 86.274000
Xor file present: 	33291/38438 	 [%] = 86.609605
**** File name: ./output/50MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	38406/38438 	 [%] = 99.916749
Xor file present: 	33291/38438 	 [%] = 86.609605
**** File name: ./output/50MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	33110/38438 	 [%] = 86.138717
Xor file present: 	33167/38438 	 [%] = 86.287008
**** File name: ./output/50MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	38382/38438 	 [%] = 99.854311
Xor file present: 	33167/38438 	 [%] = 86.287008
**** File name: ./output/50MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	33224/38438 	 [%] = 86.435298
Xor file present: 	33260/38438 	 [%] = 86.528956
**** File name: ./output/50MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	38412/38438 	 [%] = 99.932359
Xor file present: 	33260/38438 	 [%] = 86.528956
**** File name: ./output/50MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	33154/38438 	 [%] = 86.253187
Xor file present: 	33202/38438 	 [%] = 86.378063
**** File name: ./output/50MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	38394/38438 	 [%] = 99.885530
Xor file present: 	33202/38438 	 [%] = 86.378063
**** File name: ./output/50MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	33246/38438 	 [%] = 86.492533
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	38388/38438 	 [%] = 99.869920
Xor file present: 	33168/38438 	 [%] = 86.289609
**** File name: ./output/50MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	33172/38438 	 [%] = 86.300016
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	38392/38438 	 [%] = 99.880327
Xor file present: 	33288/38438 	 [%] = 86.601800
**** File name: ./output/50MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	32516/38438 	 [%] = 84.593371
Xor file present: 	32983/38438 	 [%] = 85.808315
**** File name: ./output/50MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	38370/38438 	 [%] = 99.823092
Xor file present: 	32983/38438 	 [%] = 85.808315
**** File name: ./output/50MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	33251/38438 	 [%] = 86.505541
Xor file present: 	33231/38438 	 [%] = 86.453510
**** File name: ./output/50MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	38405/38438 	 [%] = 99.914147
Xor file present: 	33231/38438 	 [%] = 86.453510
**** File name: ./output/50MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	32827/38438 	 [%] = 85.402466
Xor file present: 	33111/38438 	 [%] = 86.141318
**** File name: ./output/50MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	38402/38438 	 [%] = 99.906343
Xor file present: 	33111/38438 	 [%] = 86.141318
**** File name: ./output/50MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	33084/38438 	 [%] = 86.071075
Xor file present: 	33322/38438 	 [%] = 86.690254
**** File name: ./output/50MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	38403/38438 	 [%] = 99.908944
