**** File name: ./output/500MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	242958/384376 	 [%] = 63.208421
Xor file present: 	329659/384376 	 [%] = 85.764720
**** File name: ./output/500MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	383946/384376 	 [%] = 99.888130
Xor file present: 	329659/384376 	 [%] = 85.764720
**** File name: ./output/500MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	332017/384376 	 [%] = 86.378182
Xor file present: 	332596/384376 	 [%] = 86.528816
**** File name: ./output/500MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	383996/384376 	 [%] = 99.901138
Xor file present: 	332596/384376 	 [%] = 86.528816
**** File name: ./output/500MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	328215/384376 	 [%] = 85.389046
Xor file present: 	330853/384376 	 [%] = 86.075353
**** File name: ./output/500MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	383888/384376 	 [%] = 99.873041
Xor file present: 	330853/384376 	 [%] = 86.075353
**** File name: ./output/500MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	332001/384376 	 [%] = 86.374019
Xor file present: 	331936/384376 	 [%] = 86.357109
**** File name: ./output/500MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	383956/384376 	 [%] = 99.890732
Xor file present: 	331936/384376 	 [%] = 86.357109
**** File name: ./output/500MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	364280/384376 	 [%] = 94.771786
Xor file present: 	364167/384376 	 [%] = 94.742388
**** File name: ./output/500MB-spr3-no1.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	364167/384376 	 [%] = 94.742388
**** File name: ./output/500MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	365224/384376 	 [%] = 95.017379
Xor file present: 	365137/384376 	 [%] = 94.994745
**** File name: ./output/500MB-spr3-no2.bin_clear_data.in ****
Clear file present: 	384362/384376 	 [%] = 99.996358
Xor file present: 	365137/384376 	 [%] = 94.994745
**** File name: ./output/500MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	365039/384376 	 [%] = 94.969249
Xor file present: 	365043/384376 	 [%] = 94.970290
**** File name: ./output/500MB-spr3-no3.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
Xor file present: 	365043/384376 	 [%] = 94.970290
**** File name: ./output/500MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	364728/384376 	 [%] = 94.888339
Xor file present: 	365007/384376 	 [%] = 94.960924
**** File name: ./output/500MB-spr3-no4.bin_clear_data.in ****
Clear file present: 	384371/384376 	 [%] = 99.998699
Xor file present: 	365007/384376 	 [%] = 94.960924
**** File name: ./output/500MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	365137/384376 	 [%] = 94.994745
Xor file present: 	365139/384376 	 [%] = 94.995265
**** File name: ./output/500MB-spr3-no5.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	365139/384376 	 [%] = 94.995265
**** File name: ./output/500MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	365083/384376 	 [%] = 94.980696
Xor file present: 	365379/384376 	 [%] = 95.057704
**** File name: ./output/500MB-spr3-no6.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	365379/384376 	 [%] = 95.057704
**** File name: ./output/500MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	365251/384376 	 [%] = 95.024403
Xor file present: 	364971/384376 	 [%] = 94.951558
**** File name: ./output/500MB-spr3-no7.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	364971/384376 	 [%] = 94.951558
**** File name: ./output/500MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	365158/384376 	 [%] = 95.000208
Xor file present: 	365320/384376 	 [%] = 95.042354
**** File name: ./output/500MB-spr3-no8.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	365320/384376 	 [%] = 95.042354
**** File name: ./output/500MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	365221/384376 	 [%] = 95.016598
Xor file present: 	364912/384376 	 [%] = 94.936208
**** File name: ./output/500MB-spr3-no9.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	364912/384376 	 [%] = 94.936208
**** File name: ./output/500MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	364777/384376 	 [%] = 94.901086
Xor file present: 	364840/384376 	 [%] = 94.917477
**** File name: ./output/500MB-spr3-no10.bin_clear_data.in ****
Clear file present: 	384363/384376 	 [%] = 99.996618
Xor file present: 	364840/384376 	 [%] = 94.917477
**** File name: ./output/500MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	364826/384376 	 [%] = 94.913834
Xor file present: 	364780/384376 	 [%] = 94.901867
**** File name: ./output/500MB-spr3-no11.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
Xor file present: 	364780/384376 	 [%] = 94.901867
**** File name: ./output/500MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	365283/384376 	 [%] = 95.032728
Xor file present: 	365148/384376 	 [%] = 94.997607
**** File name: ./output/500MB-spr3-no12.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	365148/384376 	 [%] = 94.997607
**** File name: ./output/500MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	365089/384376 	 [%] = 94.982257
Xor file present: 	365204/384376 	 [%] = 95.012176
**** File name: ./output/500MB-spr3-no13.bin_clear_data.in ****
Clear file present: 	384371/384376 	 [%] = 99.998699
Xor file present: 	365204/384376 	 [%] = 95.012176
**** File name: ./output/500MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	363842/384376 	 [%] = 94.657835
Xor file present: 	364509/384376 	 [%] = 94.831363
**** File name: ./output/500MB-spr3-no14.bin_clear_data.in ****
Clear file present: 	384366/384376 	 [%] = 99.997398
Xor file present: 	364509/384376 	 [%] = 94.831363
**** File name: ./output/500MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	365026/384376 	 [%] = 94.965867
Xor file present: 	365372/384376 	 [%] = 95.055883
**** File name: ./output/500MB-spr3-no15.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	365372/384376 	 [%] = 95.055883
**** File name: ./output/500MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	365118/384376 	 [%] = 94.989802
Xor file present: 	365463/384376 	 [%] = 95.079558
**** File name: ./output/500MB-spr3-no16.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	365463/384376 	 [%] = 95.079558
**** File name: ./output/500MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	364849/384376 	 [%] = 94.919818
Xor file present: 	365080/384376 	 [%] = 94.979915
**** File name: ./output/500MB-spr3-no17.bin_clear_data.in ****
Clear file present: 	384372/384376 	 [%] = 99.998959
Xor file present: 	365080/384376 	 [%] = 94.979915
**** File name: ./output/500MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	365178/384376 	 [%] = 95.005411
Xor file present: 	365161/384376 	 [%] = 95.000989
**** File name: ./output/500MB-spr3-no18.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
Xor file present: 	365161/384376 	 [%] = 95.000989
**** File name: ./output/500MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	365111/384376 	 [%] = 94.987981
Xor file present: 	365170/384376 	 [%] = 95.003330
**** File name: ./output/500MB-spr3-no19.bin_clear_data.in ****
Clear file present: 	384370/384376 	 [%] = 99.998439
Xor file present: 	365170/384376 	 [%] = 95.003330
**** File name: ./output/500MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	364878/384376 	 [%] = 94.927363
Xor file present: 	365365/384376 	 [%] = 95.054062
**** File name: ./output/500MB-spr3-no20.bin_clear_data.in ****
Clear file present: 	384359/384376 	 [%] = 99.995577
Xor file present: 	365365/384376 	 [%] = 95.054062
**** File name: ./output/500MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	364777/384376 	 [%] = 94.901086
Xor file present: 	364998/384376 	 [%] = 94.958582
**** File name: ./output/500MB-spr3-no21.bin_clear_data.in ****
Clear file present: 	384371/384376 	 [%] = 99.998699
Xor file present: 	364998/384376 	 [%] = 94.958582
**** File name: ./output/500MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	364898/384376 	 [%] = 94.932566
Xor file present: 	365109/384376 	 [%] = 94.987460
**** File name: ./output/500MB-spr3-no22.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
Xor file present: 	365109/384376 	 [%] = 94.987460
**** File name: ./output/500MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	364904/384376 	 [%] = 94.934127
Xor file present: 	365154/384376 	 [%] = 94.999167
**** File name: ./output/500MB-spr3-no23.bin_clear_data.in ****
Clear file present: 	384375/384376 	 [%] = 99.999740
Xor file present: 	365154/384376 	 [%] = 94.999167
**** File name: ./output/500MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	365136/384376 	 [%] = 94.994485
Xor file present: 	365433/384376 	 [%] = 95.071753
**** File name: ./output/500MB-spr3-no24.bin_clear_data.in ****
Clear file present: 	384374/384376 	 [%] = 99.999480
Xor file present: 	365433/384376 	 [%] = 95.071753
**** File name: ./output/500MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	365274/384376 	 [%] = 95.030387
Xor file present: 	365203/384376 	 [%] = 95.011915
**** File name: ./output/500MB-spr3-no25.bin_clear_data.in ****
Clear file present: 	384373/384376 	 [%] = 99.999220
Xor file present: 	365203/384376 	 [%] = 95.011915
**** File name: ./output/500MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	365253/384376 	 [%] = 95.024924
Xor file present: 	365200/384376 	 [%] = 95.011135
**** File name: ./output/500MB-spr3-no26.bin_clear_data.in ****
Clear file present: 	384369/384376 	 [%] = 99.998179
Xor file present: 	365200/384376 	 [%] = 95.011135
**** File name: ./output/500MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	377077/384376 	 [%] = 98.101078
Xor file present: 	376562/384376 	 [%] = 97.967095
**** File name: ./output/500MB-spr4-no1.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	376562/384376 	 [%] = 97.967095
**** File name: ./output/500MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	376290/384376 	 [%] = 97.896331
Xor file present: 	376771/384376 	 [%] = 98.021469
**** File name: ./output/500MB-spr4-no2.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	376771/384376 	 [%] = 98.021469
**** File name: ./output/500MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	377062/384376 	 [%] = 98.097176
Xor file present: 	376814/384376 	 [%] = 98.032656
**** File name: ./output/500MB-spr4-no3.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	376814/384376 	 [%] = 98.032656
**** File name: ./output/500MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	376698/384376 	 [%] = 98.002477
Xor file present: 	376966/384376 	 [%] = 98.072200
**** File name: ./output/500MB-spr4-no4.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
Xor file present: 	376966/384376 	 [%] = 98.072200
**** File name: ./output/500MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	376698/384376 	 [%] = 98.002477
Xor file present: 	376861/384376 	 [%] = 98.044883
**** File name: ./output/500MB-spr4-no5.bin_clear_data.in ****
Clear file present: 	384376/384376 	 [%] = 100.000000
