**** File name: ./output/75MB-spr1-no1.bin_clear_data.in ****
Clear file present: 	36331/57657 	 [%] = 63.012297
**** File name: ./output/75MB-spr1-no25.bin_clear_data.in ****
Clear file present: 	52090/57657 	 [%] = 90.344624
Xor file present: 	36438/57657 	 [%] = 63.197877
**** File name: ./output/75MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	36302/57657 	 [%] = 62.961999
Xor file present: 	36641/57657 	 [%] = 63.549959
**** File name: ./output/75MB-spr1-no26.bin_clear_data.in ****
Clear file present: 	52278/57657 	 [%] = 90.670690
Xor file present: 	36641/57657 	 [%] = 63.549959
**** File name: ./output/75MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	36239/57657 	 [%] = 62.852733
Xor file present: 	36517/57657 	 [%] = 63.334894
**** File name: ./output/75MB-spr1-no27.bin_clear_data.in ****
Clear file present: 	52239/57657 	 [%] = 90.603049
Xor file present: 	36517/57657 	 [%] = 63.334894
**** File name: ./output/75MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	35723/57657 	 [%] = 61.957785
Xor file present: 	36448/57657 	 [%] = 63.215221
**** File name: ./output/75MB-spr1-no28.bin_clear_data.in ****
Clear file present: 	51538/57657 	 [%] = 89.387238
Xor file present: 	36448/57657 	 [%] = 63.215221
**** File name: ./output/75MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	36331/57657 	 [%] = 63.012297
Xor file present: 	36422/57657 	 [%] = 63.170127
**** File name: ./output/75MB-spr1-no29.bin_clear_data.in ****
Clear file present: 	52460/57657 	 [%] = 90.986350
Xor file present: 	36422/57657 	 [%] = 63.170127
**** File name: ./output/75MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	35569/57657 	 [%] = 61.690688
Xor file present: 	36244/57657 	 [%] = 62.861405
**** File name: ./output/75MB-spr1-no30.bin_clear_data.in ****
Clear file present: 	51523/57657 	 [%] = 89.361222
Xor file present: 	36244/57657 	 [%] = 62.861405
**** File name: ./output/75MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	36277/57657 	 [%] = 62.918640
Xor file present: 	36467/57657 	 [%] = 63.248175
**** File name: ./output/75MB-spr1-no31.bin_clear_data.in ****
Clear file present: 	52098/57657 	 [%] = 90.358499
Xor file present: 	36467/57657 	 [%] = 63.248175
**** File name: ./output/75MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	36395/57657 	 [%] = 63.123298
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no32.bin_clear_data.in ****
Clear file present: 	52272/57657 	 [%] = 90.660284
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	36368/57657 	 [%] = 63.076469
Xor file present: 	36427/57657 	 [%] = 63.178799
**** File name: ./output/75MB-spr1-no33.bin_clear_data.in ****
Clear file present: 	52125/57657 	 [%] = 90.405328
Xor file present: 	36427/57657 	 [%] = 63.178799
**** File name: ./output/75MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	36383/57657 	 [%] = 63.102485
Xor file present: 	36452/57657 	 [%] = 63.222159
**** File name: ./output/75MB-spr1-no34.bin_clear_data.in ****
Clear file present: 	52380/57657 	 [%] = 90.847599
Xor file present: 	36452/57657 	 [%] = 63.222159
**** File name: ./output/75MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	36336/57657 	 [%] = 63.020969
Xor file present: 	36395/57657 	 [%] = 63.123298
**** File name: ./output/75MB-spr1-no35.bin_clear_data.in ****
Clear file present: 	51996/57657 	 [%] = 90.181591
Xor file present: 	36395/57657 	 [%] = 63.123298
**** File name: ./output/75MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	36322/57657 	 [%] = 62.996687
Xor file present: 	36419/57657 	 [%] = 63.164924
**** File name: ./output/75MB-spr1-no36.bin_clear_data.in ****
Clear file present: 	52027/57657 	 [%] = 90.235357
Xor file present: 	36419/57657 	 [%] = 63.164924
**** File name: ./output/75MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	36430/57657 	 [%] = 63.184002
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no37.bin_clear_data.in ****
Clear file present: 	52372/57657 	 [%] = 90.833724
Xor file present: 	36408/57657 	 [%] = 63.145845
**** File name: ./output/75MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	36437/57657 	 [%] = 63.196143
Xor file present: 	36451/57657 	 [%] = 63.220424
**** File name: ./output/75MB-spr1-no38.bin_clear_data.in ****
Clear file present: 	52366/57657 	 [%] = 90.823317
Xor file present: 	36451/57657 	 [%] = 63.220424
**** File name: ./output/75MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	36347/57657 	 [%] = 63.040047
Xor file present: 	36401/57657 	 [%] = 63.133704
**** File name: ./output/75MB-spr1-no39.bin_clear_data.in ****
Clear file present: 	52139/57657 	 [%] = 90.429610
Xor file present: 	36401/57657 	 [%] = 63.133704
**** File name: ./output/75MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	35597/57657 	 [%] = 61.739251
Xor file present: 	36431/57657 	 [%] = 63.185736
**** File name: ./output/75MB-spr1-no40.bin_clear_data.in ****
Clear file present: 	51552/57657 	 [%] = 89.411520
Xor file present: 	36431/57657 	 [%] = 63.185736
**** File name: ./output/75MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	36229/57657 	 [%] = 62.835389
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no41.bin_clear_data.in ****
Clear file present: 	52143/57657 	 [%] = 90.436547
Xor file present: 	36355/57657 	 [%] = 63.053922
**** File name: ./output/75MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	36477/57657 	 [%] = 63.265518
Xor file present: 	36464/57657 	 [%] = 63.242971
**** File name: ./output/75MB-spr1-no42.bin_clear_data.in ****
Clear file present: 	52318/57657 	 [%] = 90.740066
Xor file present: 	36464/57657 	 [%] = 63.242971
**** File name: ./output/75MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	36315/57657 	 [%] = 62.984547
Xor file present: 	36339/57657 	 [%] = 63.026172
**** File name: ./output/75MB-spr1-no43.bin_clear_data.in ****
Clear file present: 	52158/57657 	 [%] = 90.462563
Xor file present: 	36339/57657 	 [%] = 63.026172
**** File name: ./output/75MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	36399/57657 	 [%] = 63.130236
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no44.bin_clear_data.in ****
Clear file present: 	52152/57657 	 [%] = 90.452157
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	36385/57657 	 [%] = 63.105954
Xor file present: 	36443/57657 	 [%] = 63.206549
**** File name: ./output/75MB-spr1-no45.bin_clear_data.in ****
Clear file present: 	52260/57657 	 [%] = 90.639471
Xor file present: 	36443/57657 	 [%] = 63.206549
**** File name: ./output/75MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	36413/57657 	 [%] = 63.154517
Xor file present: 	36390/57657 	 [%] = 63.114626
**** File name: ./output/75MB-spr1-no46.bin_clear_data.in ****
Clear file present: 	52184/57657 	 [%] = 90.507657
Xor file present: 	36390/57657 	 [%] = 63.114626
**** File name: ./output/75MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	36289/57657 	 [%] = 62.939452
Xor file present: 	36409/57657 	 [%] = 63.147580
**** File name: ./output/75MB-spr1-no47.bin_clear_data.in ****
Clear file present: 	52049/57657 	 [%] = 90.273514
Xor file present: 	36409/57657 	 [%] = 63.147580
**** File name: ./output/75MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	36349/57657 	 [%] = 63.043516
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no48.bin_clear_data.in ****
Clear file present: 	52243/57657 	 [%] = 90.609987
Xor file present: 	36506/57657 	 [%] = 63.315816
**** File name: ./output/75MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	36231/57657 	 [%] = 62.838857
Xor file present: 	36551/57657 	 [%] = 63.393864
**** File name: ./output/75MB-spr1-no49.bin_clear_data.in ****
Clear file present: 	52147/57657 	 [%] = 90.443485
Xor file present: 	36551/57657 	 [%] = 63.393864
**** File name: ./output/75MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	35649/57657 	 [%] = 61.829440
Xor file present: 	36525/57657 	 [%] = 63.348769
**** File name: ./output/75MB-spr1-no50.bin_clear_data.in ****
Clear file present: 	51827/57657 	 [%] = 89.888478
Xor file present: 	36525/57657 	 [%] = 63.348769
**** File name: ./output/75MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	36382/57657 	 [%] = 63.100751
Xor file present: 	36324/57657 	 [%] = 63.000156
**** File name: ./output/75MB-spr1-no51.bin_clear_data.in ****
Clear file present: 	52206/57657 	 [%] = 90.545814
Xor file present: 	36324/57657 	 [%] = 63.000156
**** File name: ./output/75MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	49761/57657 	 [%] = 86.305219
Xor file present: 	49782/57657 	 [%] = 86.341641
**** File name: ./output/75MB-spr2-no1.bin_clear_data.in ****
Clear file present: 	57601/57657 	 [%] = 99.902874
Xor file present: 	49782/57657 	 [%] = 86.341641
**** File name: ./output/75MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	49788/57657 	 [%] = 86.352047
Xor file present: 	49851/57657 	 [%] = 86.461314
**** File name: ./output/75MB-spr2-no2.bin_clear_data.in ****
Clear file present: 	57607/57657 	 [%] = 99.913280
Xor file present: 	49851/57657 	 [%] = 86.461314
**** File name: ./output/75MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	49780/57657 	 [%] = 86.338172
Xor file present: 	49853/57657 	 [%] = 86.464783
**** File name: ./output/75MB-spr2-no3.bin_clear_data.in ****
Clear file present: 	57613/57657 	 [%] = 99.923687
Xor file present: 	49853/57657 	 [%] = 86.464783
**** File name: ./output/75MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	49787/57657 	 [%] = 86.350313
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no4.bin_clear_data.in ****
Clear file present: 	57594/57657 	 [%] = 99.890733
Xor file present: 	49831/57657 	 [%] = 86.426626
**** File name: ./output/75MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	49503/57657 	 [%] = 85.857745
Xor file present: 	49805/57657 	 [%] = 86.381532
**** File name: ./output/75MB-spr2-no5.bin_clear_data.in ****
Clear file present: 	57605/57657 	 [%] = 99.909811
Xor file present: 	49805/57657 	 [%] = 86.381532
**** File name: ./output/75MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	49604/57657 	 [%] = 86.032919
Xor file present: 	49963/57657 	 [%] = 86.655567
**** File name: ./output/75MB-spr2-no6.bin_clear_data.in ****
Clear file present: 	57585/57657 	 [%] = 99.875124
Xor file present: 	49963/57657 	 [%] = 86.655567
**** File name: ./output/75MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	49773/57657 	 [%] = 86.326032
Xor file present: 	49887/57657 	 [%] = 86.523753
**** File name: ./output/75MB-spr2-no7.bin_clear_data.in ****
Clear file present: 	57596/57657 	 [%] = 99.894202
Xor file present: 	49887/57657 	 [%] = 86.523753
**** File name: ./output/75MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	49893/57657 	 [%] = 86.534159
Xor file present: 	49902/57657 	 [%] = 86.549768
**** File name: ./output/75MB-spr2-no8.bin_clear_data.in ****
Clear file present: 	57595/57657 	 [%] = 99.892468
Xor file present: 	49902/57657 	 [%] = 86.549768
**** File name: ./output/75MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	49874/57657 	 [%] = 86.501205
Xor file present: 	49871/57657 	 [%] = 86.496002
**** File name: ./output/75MB-spr2-no9.bin_clear_data.in ****
Clear file present: 	57587/57657 	 [%] = 99.878592
Xor file present: 	49871/57657 	 [%] = 86.496002
**** File name: ./output/75MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	49827/57657 	 [%] = 86.419689
Xor file present: 	49911/57657 	 [%] = 86.565378
**** File name: ./output/75MB-spr2-no10.bin_clear_data.in ****
Clear file present: 	57587/57657 	 [%] = 99.878592
Xor file present: 	49911/57657 	 [%] = 86.565378
**** File name: ./output/75MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	49782/57657 	 [%] = 86.341641
Xor file present: 	49866/57657 	 [%] = 86.487330
**** File name: ./output/75MB-spr2-no11.bin_clear_data.in ****
Clear file present: 	57589/57657 	 [%] = 99.882061
Xor file present: 	49866/57657 	 [%] = 86.487330
**** File name: ./output/75MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	49842/57657 	 [%] = 86.445705
Xor file present: 	49858/57657 	 [%] = 86.473455
**** File name: ./output/75MB-spr2-no12.bin_clear_data.in ****
Clear file present: 	57606/57657 	 [%] = 99.911546
Xor file present: 	49858/57657 	 [%] = 86.473455
**** File name: ./output/75MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	49729/57657 	 [%] = 86.249718
Xor file present: 	49844/57657 	 [%] = 86.449174
**** File name: ./output/75MB-spr2-no13.bin_clear_data.in ****
Clear file present: 	57606/57657 	 [%] = 99.911546
Xor file present: 	49844/57657 	 [%] = 86.449174
**** File name: ./output/75MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	49748/57657 	 [%] = 86.282672
Xor file present: 	49812/57657 	 [%] = 86.393673
**** File name: ./output/75MB-spr2-no14.bin_clear_data.in ****
Clear file present: 	57604/57657 	 [%] = 99.908077
Xor file present: 	49812/57657 	 [%] = 86.393673
**** File name: ./output/75MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	49777/57657 	 [%] = 86.332969
Xor file present: 	49111/57657 	 [%] = 85.177862
**** File name: ./output/75MB-spr2-no15.bin_clear_data.in ****
Clear file present: 	57591/57657 	 [%] = 99.885530
Xor file present: 	49111/57657 	 [%] = 85.177862
**** File name: ./output/75MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	49840/57657 	 [%] = 86.442236
Xor file present: 	49685/57657 	 [%] = 86.173405
**** File name: ./output/75MB-spr2-no16.bin_clear_data.in ****
Clear file present: 	57592/57657 	 [%] = 99.887264
Xor file present: 	49685/57657 	 [%] = 86.173405
**** File name: ./output/75MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	49836/57657 	 [%] = 86.435298
Xor file present: 	49943/57657 	 [%] = 86.620879
**** File name: ./output/75MB-spr2-no17.bin_clear_data.in ****
Clear file present: 	57602/57657 	 [%] = 99.904608
Xor file present: 	49943/57657 	 [%] = 86.620879
**** File name: ./output/75MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	49824/57657 	 [%] = 86.414486
Xor file present: 	49834/57657 	 [%] = 86.431830
**** File name: ./output/75MB-spr2-no18.bin_clear_data.in ****
Clear file present: 	57591/57657 	 [%] = 99.885530
Xor file present: 	49834/57657 	 [%] = 86.431830
**** File name: ./output/75MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	49827/57657 	 [%] = 86.419689
Xor file present: 	49890/57657 	 [%] = 86.528956
**** File name: ./output/75MB-spr2-no19.bin_clear_data.in ****
Clear file present: 	57621/57657 	 [%] = 99.937562
Xor file present: 	49890/57657 	 [%] = 86.528956
**** File name: ./output/75MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	49702/57657 	 [%] = 86.202890
Xor file present: 	49835/57657 	 [%] = 86.433564
**** File name: ./output/75MB-spr2-no20.bin_clear_data.in ****
Clear file present: 	57588/57657 	 [%] = 99.880327
Xor file present: 	49835/57657 	 [%] = 86.433564
**** File name: ./output/75MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	49510/57657 	 [%] = 85.869886
Xor file present: 	50050/57657 	 [%] = 86.806459
**** File name: ./output/75MB-spr2-no21.bin_clear_data.in ****
Clear file present: 	57605/57657 	 [%] = 99.909811
Xor file present: 	50050/57657 	 [%] = 86.806459
**** File name: ./output/75MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	49516/57657 	 [%] = 85.880292
Xor file present: 	49814/57657 	 [%] = 86.397142
**** File name: ./output/75MB-spr2-no22.bin_clear_data.in ****
Clear file present: 	57588/57657 	 [%] = 99.880327
Xor file present: 	49814/57657 	 [%] = 86.397142
**** File name: ./output/75MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	49893/57657 	 [%] = 86.534159
Xor file present: 	49878/57657 	 [%] = 86.508143
**** File name: ./output/75MB-spr2-no23.bin_clear_data.in ****
Clear file present: 	57599/57657 	 [%] = 99.899405
Xor file present: 	49878/57657 	 [%] = 86.508143
**** File name: ./output/75MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	49865/57657 	 [%] = 86.485596
Xor file present: 	49900/57657 	 [%] = 86.546300
**** File name: ./output/75MB-spr2-no24.bin_clear_data.in ****
Clear file present: 	57596/57657 	 [%] = 99.894202
Xor file present: 	49900/57657 	 [%] = 86.546300
**** File name: ./output/75MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	49726/57657 	 [%] = 86.244515
Xor file present: 	49834/57657 	 [%] = 86.431830
**** File name: ./output/75MB-spr2-no25.bin_clear_data.in ****
Clear file present: 	57609/57657 	 [%] = 99.916749
Xor file present: 	49834/57657 	 [%] = 86.431830
**** File name: ./output/75MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	49982/57657 	 [%] = 86.688520
Xor file present: 	49845/57657 	 [%] = 86.450908
**** File name: ./output/75MB-spr2-no26.bin_clear_data.in ****
Clear file present: 	57601/57657 	 [%] = 99.902874
Xor file present: 	49845/57657 	 [%] = 86.450908
**** File name: ./output/75MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	49741/57657 	 [%] = 86.270531
Xor file present: 	49837/57657 	 [%] = 86.437033
**** File name: ./output/75MB-spr2-no27.bin_clear_data.in ****
Clear file present: 	57614/57657 	 [%] = 99.925421
Xor file present: 	49837/57657 	 [%] = 86.437033
**** File name: ./output/75MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	49855/57657 	 [%] = 86.468252
Xor file present: 	50044/57657 	 [%] = 86.796053
**** File name: ./output/75MB-spr2-no28.bin_clear_data.in ****
Clear file present: 	57613/57657 	 [%] = 99.923687
Xor file present: 	50044/57657 	 [%] = 86.796053
**** File name: ./output/75MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	49881/57657 	 [%] = 86.513346
Xor file present: 	49938/57657 	 [%] = 86.612207
**** File name: ./output/75MB-spr2-no29.bin_clear_data.in ****
Clear file present: 	57620/57657 	 [%] = 99.935827
Xor file present: 	49938/57657 	 [%] = 86.612207
**** File name: ./output/75MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	49754/57657 	 [%] = 86.293078
Xor file present: 	49817/57657 	 [%] = 86.402345
**** File name: ./output/75MB-spr2-no30.bin_clear_data.in ****
Clear file present: 	57590/57657 	 [%] = 99.883796
Xor file present: 	49817/57657 	 [%] = 86.402345
**** File name: ./output/75MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	49858/57657 	 [%] = 86.473455
Xor file present: 	49847/57657 	 [%] = 86.454377
**** File name: ./output/75MB-spr2-no31.bin_clear_data.in ****
Clear file present: 	57599/57657 	 [%] = 99.899405
Xor file present: 	49847/57657 	 [%] = 86.454377
**** File name: ./output/75MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	49854/57657 	 [%] = 86.466518
Xor file present: 	49779/57657 	 [%] = 86.336438
**** File name: ./output/75MB-spr2-no32.bin_clear_data.in ****
Clear file present: 	57602/57657 	 [%] = 99.904608
